1028000,acog,0,0,0,0,134,7,,,,,,,,,,,,,,,,,,,,,
1028001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028002,acog2,0,0,0,0,424,4,,,,,,,,,,,,,,,,,,,,,
1028003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028012,reflexmini,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028013,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028014,reflexmini3,0,0,0,0,535,10,,,,,,,,,,,,,,,,,,,,,
1028015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028020,thermal2,0,0,0,0,749,2,,,,,,,,,,,,,,,,,,,,,
1028021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028023,hybrid,0,0,0,0,133,4,135,5,,,,,,,,,,,,,,,,,,,
1028024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028025,hybrid2,0,0,0,0,294,8,534,2,,,,,,,,,,,,,,,,,,,
1028026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028027,hybrid3,0,0,0,0,295,1,533,7,,,,,,,,,,,,,,,,,,,
1028028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1028032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
