200000,dismemberment_bullets,2,200,40,0,,,,white,0,,
200001,rubber_bullets,2,200,40,0,,,,white,0,,
200002,xp_token,1,200,40,0,1000020,activate_player_xp_token,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_double_xp_token_common,0,LUA_MENU/XP_TOKEN_COMMON,
200003,gift,3,500,100,0,,,,white,0,,
200004,tournament_ticket,4,1000,200,0,,,,white,0,,
200005,trial_1_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200006,trial_2_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200007,trial_3_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200008,trial_4_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200009,trial_5_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200010,trial_6_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200011,trial_7_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200012,trial_8_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200013,trial_9_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200014,trial_10_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200015,trial_11_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200016,trial_12_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200017,trial_13_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200018,trial_14_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200019,trial_15_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200020,trial_16_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200021,trial_17_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200022,trial_18_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200023,trial_19_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200024,trial_20_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200025,trial_21_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200026,trial_22_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200027,trial_23_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200028,trial_24_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200029,trial_25_ticket,0,0,0,0,,,LUA_MENU_MP/TRIAL,image_killhouse_ticket,0,,
200030,weapon_xp_token,1,0,0,0,1000021,activate_weapon_xp_token,LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_double_weapon_xp_token_common,0,LUA_MENU/XP_TOKEN_COMMON,
200031,keys_token,1,0,0,0,1000022,activate_keys_token,LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,LUA_MENU/XP_TOKEN_COMMON,
200032,xp_token_rare,2,0,0,0,1000024,activate_player_xp_token_rare,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_double_xp_token_rare,0,LUA_MENU/XP_TOKEN_RARE,
200033,weapon_xp_token_rare,2,0,0,0,1000025,activate_weapon_xp_token_rare,LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_double_weapon_xp_token_rare,0,LUA_MENU/XP_TOKEN_RARE,
200034,keys_token_rare,0,0,0,0,1000026,activate_keys_token_rare,LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,LUA_MENU/XP_TOKEN_RARE,
200035,xp_token_legendary,3,0,0,0,1000027,activate_player_xp_token_legendary,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_double_xp_token_epic,0,LUA_MENU/XP_TOKEN_EPIC,
200036,weapon_xp_token_legendary,3,0,0,0,1000028,activate_weapon_xp_token_legendary,LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_double_weapon_xp_token_epic,0,LUA_MENU/XP_TOKEN_EPIC,
200037,keys_token_legendary,0,0,0,0,1000029,activate_keys_token_legendary,LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,LUA_MENU/XP_TOKEN_LEGENDARY,
200038,xp_token_epic,4,0,0,0,1000030,activate_player_xp_token_epic,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_double_xp_token_legendary,0,LUA_MENU/XP_TOKEN_LEGENDARY,
200039,weapon_xp_token_epic,4,0,0,0,1000031,activate_weapon_xp_token_epic,LUA_MENU_MP/DOUBLE_WEAPON_XP_TOKEN,icon_double_weapon_xp_token_legendary,0,LUA_MENU/XP_TOKEN_LEGENDARY,
200040,keys_token_epic,0,0,0,0,1000032,activate_keys_token_epic,LUA_MENU/DOUBLE_KEY_TOKEN,placeholder_x,0,LUA_MENU/XP_TOKEN_EPIC,
200041,xp_token_year,0,0,0,0,1000033,activate_player_xp_token_year,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_double_xp_token_year,0,LUA_MENU/XP_TOKEN_YEAR,
200042,uno_rename,0,0,0,0,,,,white,2,,
200043,battle_xp_token,1,0,0,0,1000041,activate_battle_xp_token,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_common,0,LUA_MENU/XP_TOKEN_COMMON,
200044,battle_xp_token_rare,2,0,0,0,1000042,activate_battle_xp_token_rare,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_rare,0,LUA_MENU/XP_TOKEN_RARE,
200045,battle_xp_token_epic,4,0,0,0,1000043,activate_battle_xp_token_epic,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_legendary,0,LUA_MENU/XP_TOKEN_LEGENDARY,
200046,battle_xp_token_legendary,3,0,0,0,1000044,activate_battle_xp_token_legendary,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_epic,0,LUA_MENU/XP_TOKEN_EPIC,
30886333,t9_player_xp_token_common,1,0,0,6001,141865356079966476,t9_activate_player_xp_token_common,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_player_xp_token_common,0,LUA_MENU/XP_TOKEN_COMMON,
27431022,t9_player_xp_token_rare,2,0,0,6001,89402685014644825,t9_activate_player_xp_token_rare,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_player_xp_token_rare,0,LUA_MENU/XP_TOKEN_RARE,
20181455,t9_player_xp_token_epic,3,0,0,6001,94766787723962259,t9_activate_player_xp_token_epic,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_player_xp_token_epic,0,LUA_MENU/XP_TOKEN_EPIC,
32109261,t9_player_xp_token_legendary,4,0,0,6001,123965532886040385,t9_activate_player_xp_token_legendary,LUA_MENU_MP/DOUBLE_XP_TOKEN,icon_player_xp_token_legendary,0,LUA_MENU/XP_TOKEN_LEGENDARY,
24328777,t9_battlepass_xp_token_common,1,0,0,6001,85124517784992187,t9_activate_battlepass_xp_token_common,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_common,0,LUA_MENU/XP_TOKEN_COMMON,
27897720,t9_battlepass_xp_token_rare,2,0,0,6001,101553143769631338,t9_activate_battlepass_xp_token_rare,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_rare,0,LUA_MENU/XP_TOKEN_RARE,
18637861,t9_battlepass_xp_token_epic,3,0,0,6001,123626296566595815,t9_activate_battlepass_xp_token_epic,LUA_MENU_MP/DOUBLE_BATTLE_XP_TOKEN,icon_double_battle_xp_token_epic,0,LUA_MENU/XP_TOKEN_EPIC,
