1631000,acog,0,0,0,0,,,,,,,,,
1631001,acoglight,0,0,0,0,,,,,,,,,
1631002,acog2,0,0,0,0,,,,,,,,,
1631003,acog2light,0,0,0,0,,,,,,,,,
1631004,reflex,0,0,0,0,,,,,,,,,
1631005,reflexlight,0,0,0,0,,,,,,,,,
1631006,reflex2,0,0,0,0,,,,,,,,,
1631007,reflex2light,0,0,0,0,,,,,,,,,
1631008,reflex3,0,0,0,0,,,,,,,,,
1631009,reflex3light,0,0,0,0,,,,,,,,,
1631010,reflex4,0,0,0,0,,,,,,,,,
1631011,reflex4light,0,0,0,0,,,,,,,,,
1631012,reflexmini,0,0,0,0,1046,13,,,,,,,
1631013,reflexmini2,0,0,0,0,,,,,,,,,
1631014,reflexmini3,0,0,0,0,,,,,,,,,
1631015,holo,0,0,0,0,,,,,,,,,
1631016,hololight,0,0,0,0,,,,,,,,,
1631017,holo2,0,0,0,0,,,,,,,,,
1631018,holo2light,0,0,0,0,,,,,,,,,
1631019,thermal,0,0,0,0,,,,,,,,,
1631020,thermal2,0,0,0,0,,,,,,,,,
1631021,thermalvz,0,0,0,0,,,,,,,,,
1631022,thermal2vz,0,0,0,0,,,,,,,,,
1631023,hybrid,0,0,0,0,,,,,,,,,
1631024,hybridlight,0,0,0,0,,,,,,,,,
1631025,hybrid2,0,0,0,0,,,,,,,,,
1631026,hybrid2light,0,0,0,0,,,,,,,,,
1631027,hybrid3,0,0,0,0,,,,,,,,,
1631028,hybrid3light,0,0,0,0,,,,,,,,,
1631029,hybrid4,0,0,0,0,,,,,,,,,
1631030,hybrid4light,0,0,0,0,,,,,,,,,
1631031,ironsight,0,0,0,0,,,,,,,,,
1631032,ironsdefault,0,0,0,0,,,,,,,,,
1631033,vzscope,0,0,0,0,,,,,,,,,
1631034,silencer,0,0,0,0,,,,,,,,,
1631035,silencer2,0,0,0,0,632,1,1045,2,,,,,
1631036,silencer3,0,0,0,0,,,,,,,,,
1631037,gripvert,0,0,0,0,632,8,633,12,634,11,1045,3,
1631038,gripang,0,0,0,0,635,10,,,,,,,
1631039,gripangpro,0,0,0,0,,,,,,,,,
1631040,gripcust,0,0,0,0,1046,4,,,,,,,
1631041,gripdefault,0,0,0,0,,,,,,,,,
1631042,gripcust2,0,0,0,0,,,,,,,,,
1631043,bipod,0,0,0,0,,,,,,,,,
1631044,gl,0,0,0,0,,,,,,,,,
1631045,glsmoke,0,0,0,0,,,,,,,,,
1631046,glgas,0,0,0,0,,,,,,,,,
1631047,glconc,0,0,0,0,,,,,,,,,
1631048,akimbo,0,0,0,0,,,,,,,,,
1631049,fmj,0,0,0,0,,,,,,,,,
