1205000,ironsight,0,0,0,0,,,,,,,,,,,,,,,
1205001,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,
1205002,reflexmini,0,0,0,0,1110,5,,,,,,,,,,,,,
1205003,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,
1205004,reflexmini3,0,0,0,0,1010,13,1032,15,,,,,,,,,,,
1205005,reflex,0,0,0,0,,,,,,,,,,,,,,,
1205006,reflex2,0,0,0,0,,,,,,,,,,,,,,,
1205007,reflex3,0,0,0,0,,,,,,,,,,,,,,,
1205008,reflex4,0,0,0,0,,,,,,,,,,,,,,,
1205009,scope,0,0,0,0,502,1,,,,,,,,,,,,,
1205010,holo,0,0,0,0,209,8,,,,,,,,,,,,,
1205011,holo2,0,0,0,0,,,,,,,,,,,,,,,
1205012,holo3,0,0,0,0,439,15,503,8,,,,,,,,,,,
1205013,acog2,0,0,0,0,,,,,,,,,,,,,,,
1205014,acog,0,0,0,0,208,8,,,,,,,,,,,,,
1205015,scopenorail,0,0,0,0,,,,,,,,,,,,,,,
1205016,acog3,0,0,0,0,207,1,504,2,,,,,,,,,,,
1205017,thermal,0,0,0,0,,,,,,,,,,,,,,,
1205018,thermal2,0,0,0,0,,,,,,,,,,,,,,,
1205019,thermalvz,0,0,0,0,,,,,,,,,,,,,,,
1205020,hybrid,0,0,0,0,,,,,,,,,,,,,,,
1205021,hybrid2,0,0,0,0,,,,,,,,,,,,,,,
1205022,hybrid3,0,0,0,0,,,,,,,,,,,,,,,
1205023,hybrid4,0,0,0,0,,,,,,,,,,,,,,,
1205024,vzscope,0,0,0,0,,,,,,,,,,,,,,,
1205025,silencer2,0,0,0,0,208,6,,,,,,,,,,,,,
1205026,silencer,0,0,0,0,379,4,,,,,,,,,,,,,
1205027,silencer3,0,0,0,0,439,11,1031,4,1111,14,,,,,,,,,
1205028,silencer4,0,0,0,0,,,,,,,,,,,,,,,
1205029,brake,0,0,0,0,502,3,505,5,,,,,,,,,,,
1205030,comp,0,0,0,0,503,5,921,2,,,,,,,,,,,
1205031,flashhider,0,0,0,0,,,,,,,,,,,,,,,
1205032,melee,0,0,0,0,,,,,,,,,,,,,,,
