31238398,camo_mp_t9tier1_01,0,0,0,0,
20014052,camo_mp_t9tier1_02,0,0,0,0,
20497970,camo_mp_t9tier1_03,0,0,0,0,
32372161,camo_mp_t9tier1_04,0,0,0,0,
31098262,camo_mp_t9tier1_05,0,0,0,0,
28654313,camo_mp_t9tier2_01,0,0,0,0,
20422423,camo_mp_t9tier2_02,0,0,0,0,
23274964,camo_mp_t9tier2_03,0,0,0,0,
31783500,camo_mp_t9tier2_04,0,0,0,0,
30254865,camo_mp_t9tier2_05,0,0,0,0,
32117843,camo_mp_t9tier3_01,0,0,0,0,
20715480,camo_mp_t9tier3_02,0,0,0,0,
31310839,camo_mp_t9tier3_03,0,0,0,0,
25724394,camo_mp_t9tier3_04,0,0,0,0,
29708018,camo_mp_t9tier3_05,0,0,0,0,
29928788,camo_mp_t9tier4_01,0,0,0,0,
23507616,camo_mp_t9tier4_02,0,0,0,0,
18406633,camo_mp_t9tier4_03,0,0,0,0,
20217474,camo_mp_t9tier4_04,0,0,0,0,
32506541,camo_mp_t9tier4_05,0,0,0,0,
21031775,camo_mp_t9tier5_01,0,0,0,0,
26289994,camo_mp_t9tier5_02,0,0,0,0,
23151123,camo_mp_t9tier5_03,0,0,0,0,
18462937,camo_mp_t9tier5_04,0,0,0,0,
25048424,camo_mp_t9tier5_05,0,0,0,0,
17915661,camo_mp_t9tier6_01,0,0,0,0,
26509502,camo_mp_t9tier6_02,0,0,0,0,
18451145,camo_mp_t9tier6_03,0,0,0,0,
32501518,camo_mp_t9tier6_04,0,0,0,0,
22642747,camo_mp_t9tier6_05,0,0,0,0,
28228895,camo_mp_t9tier7_01,0,0,0,0,
25644759,camo_mp_t9tier7_02,0,0,0,0,
22120035,camo_mp_t9tier7_03,0,0,0,0,
29083480,camo_mp_t9tier7_04,0,0,0,0,
23184593,camo_mp_t9tier7_05,0,0,0,0,
32642630,camo_mp_t9mastery_gold,0,0,0,0,
24115098,camo_mp_t9mastery_diamond,0,0,0,0,
27899082,camo_mp_t9mastery_darkmatter,0,0,0,0,
