29972009,camo_mp_t9tier1_01,0,0,0,0,
27423945,camo_mp_t9tier1_02,0,0,0,0,
20889778,camo_mp_t9tier1_03,0,0,0,0,
18773470,camo_mp_t9tier1_04,0,0,0,0,
23035907,camo_mp_t9tier1_05,0,0,0,0,
29894793,camo_mp_t9tier2_01,0,0,0,0,
18548889,camo_mp_t9tier2_02,0,0,0,0,
30711120,camo_mp_t9tier2_03,0,0,0,0,
33352942,camo_mp_t9tier2_04,0,0,0,0,
25150182,camo_mp_t9tier2_05,0,0,0,0,
24365121,camo_mp_t9tier3_01,0,0,0,0,
31655364,camo_mp_t9tier3_02,0,0,0,0,
18433474,camo_mp_t9tier3_03,0,0,0,0,
22900300,camo_mp_t9tier3_04,0,0,0,0,
24404357,camo_mp_t9tier3_05,0,0,0,0,
20295724,camo_mp_t9tier4_01,0,0,0,0,
29031416,camo_mp_t9tier4_02,0,0,0,0,
29734784,camo_mp_t9tier4_03,0,0,0,0,
22416160,camo_mp_t9tier4_04,0,0,0,0,
27554567,camo_mp_t9tier4_05,0,0,0,0,
20999095,camo_mp_t9tier5_01,0,0,0,0,
31596820,camo_mp_t9tier5_02,0,0,0,0,
27580009,camo_mp_t9tier5_03,0,0,0,0,
26434589,camo_mp_t9tier5_04,0,0,0,0,
31747616,camo_mp_t9tier5_05,0,0,0,0,
28717569,camo_mp_t9tier6_01,0,0,0,0,
21035670,camo_mp_t9tier6_02,0,0,0,0,
24089013,camo_mp_t9tier6_03,0,0,0,0,
25635653,camo_mp_t9tier6_04,0,0,0,0,
25886980,camo_mp_t9tier6_05,0,0,0,0,
32208502,camo_mp_t9tier7_01,0,0,0,0,
19055201,camo_mp_t9tier7_02,0,0,0,0,
24958571,camo_mp_t9tier7_03,0,0,0,0,
28426632,camo_mp_t9tier7_04,0,0,0,0,
30940386,camo_mp_t9tier7_05,0,0,0,0,
26719329,camo_mp_t9mastery_gold,0,0,0,0,
30410449,camo_mp_t9mastery_diamond,0,0,0,0,
27899082,camo_mp_t9mastery_darkmatter,0,0,0,0,
