1041000,acog,0,0,0,0,915,13,,,,,,,,,,,
1041001,acoglight,0,0,0,0,,,,,,,,,,,,,
1041002,acog2,0,0,0,0,185,4,,,,,,,,,,,
1041003,acog2light,0,0,0,0,,,,,,,,,,,,,
1041004,reflex,0,0,0,0,912,10,,,,,,,,,,,
1041005,reflexlight,0,0,0,0,,,,,,,,,,,,,
1041006,reflex2,0,0,0,0,,,,,,,,,,,,,
1041007,reflex2light,0,0,0,0,,,,,,,,,,,,,
1041008,reflex3,0,0,0,0,,,,,,,,,,,,,
1041009,reflex3light,0,0,0,0,,,,,,,,,,,,,
1041010,reflex4,0,0,0,0,324,1,,,,,,,,,,,
1041011,reflex4light,0,0,0,0,,,,,,,,,,,,,
1041012,reflexmini,0,0,0,0,916,10,,,,,,,,,,,
1041013,reflexmini2,0,0,0,0,,,,,,,,,,,,,
1041014,reflexmini3,0,0,0,0,,,,,,,,,,,,,
1041015,holo,0,0,0,0,186,6,,,,,,,,,,,
1041016,hololight,0,0,0,0,,,,,,,,,,,,,
1041017,holo2,0,0,0,0,,,,,,,,,,,,,
1041018,holo2light,0,0,0,0,,,,,,,,,,,,,
1041019,thermal,0,0,0,0,,,,,,,,,,,,,
1041020,thermal2,0,0,0,0,,,,,,,,,,,,,
1041021,thermalvz,0,0,0,0,,,,,,,,,,,,,
1041022,thermal2vz,0,0,0,0,,,,,,,,,,,,,
1041023,hybrid,0,0,0,0,,,,,,,,,,,,,
1041024,hybridlight,0,0,0,0,,,,,,,,,,,,,
1041025,hybrid2,0,0,0,0,,,,,,,,,,,,,
1041026,hybrid2light,0,0,0,0,,,,,,,,,,,,,
1041027,hybrid3,0,0,0,0,911,5,,,,,,,,,,,
1041028,hybrid3light,0,0,0,0,,,,,,,,,,,,,
1041029,hybrid4,0,0,0,0,914,10,,,,,,,,,,,
1041030,hybrid4light,0,0,0,0,,,,,,,,,,,,,
1041031,ironsight,0,0,0,0,,,,,,,,,,,,,
1041032,ironsdefault,0,0,0,0,,,,,,,,,,,,,
1041033,vzscope,0,0,0,0,,,,,,,,,,,,,
1041034,silencer,0,0,0,0,,,,,,,,,,,,,
1041035,silencer2,0,0,0,0,,,,,,,,,,,,,
1041036,silencer3,0,0,0,0,911,6,,,,,,,,,,,
1041037,gripvert,0,0,0,0,337,5,,,,,,,,,,,
1041038,gripang,0,0,0,0,914,10,916,2,,,,,,,,,
1041039,gripangpro,0,0,0,0,,,,,,,,,,,,,
1041040,gripcust,0,0,0,0,,,,,,,,,,,,,
1041041,gripdefault,0,0,0,0,,,,,,,,,,,,,
1041042,gripcust2,0,0,0,0,,,,,,,,,,,,,
1041043,bipod,0,0,0,0,,,,,,,,,,,,,
1041044,gl,0,0,0,0,,,,,,,,,,,,,
1041045,glsmoke,0,0,0,0,,,,,,,,,,,,,
1041046,glgas,0,0,0,0,,,,,,,,,,,,,
1041047,glconc,0,0,0,0,,,,,,,,,,,,,
1041048,akimbo,0,0,0,0,,,,,,,,,,,,,
1041049,fmj,0,0,0,0,,,,,,,,,,,,,
1041050,xmags,0,0,0,0,323,3,324,2,,,,,,,,,
1041051,drums,0,0,0,0,184,1,338,2,912,3,,,,,,,
1041052,vertmags,0,0,0,0,,,,,,,,,,,,,
1041053,laser,0,0,0,0,,,,,,,,,,,,,
1041054,laserir,0,0,0,0,,,,,,,,,,,,,
1041055,laserrange,0,0,0,0,337,4,912,13,913,10,,,,,,,
1041056,laserbalanced,0,0,0,0,187,4,338,11,,,,,,,,,
1041057,laserads,0,0,0,0,,,,,,,,,,,,,
1041058,stockl,0,0,0,0,187,1,338,2,,,,,,,,,
1041059,stockh,0,0,0,0,184,2,186,1,324,3,911,4,,,,,
1041060,stocks,0,0,0,0,185,1,914,3,915,2,,,,,,,
1041061,stockno,0,0,0,0,337,1,913,2,,,,,,,,,
1041062,stockfold,0,0,0,0,,,,,,,,,,,,,
1041063,stockcust,0,0,0,0,,,,,,,,,,,,,
1041064,bolt,0,0,0,0,,,,,,,,,,,,,
1041065,calsmg,0,0,0,0,,,,,,,,,,,,,
1041066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,
1041067,calar,0,0,0,0,,,,,,,,,,,,,
1041068,calsnpr,0,0,0,0,,,,,,,,,,,,,
1041069,calcust,0,0,0,0,,,,,,,,,,,,,
1041070,calcust2,0,0,0,0,,,,,,,,,,,,,
1041071,barlong,0,0,0,0,184,1,324,2,915,3,,,,,,,
1041072,barmid,0,0,0,0,911,3,,,,,,,,,,,
