12061000,ironsight,0,0,0,0,,,
12061001,ironsdefault,0,0,0,0,,,
12061002,reflexmini,0,0,0,0,,,
12061003,reflexmini2,0,0,0,0,,,
12061004,reflexmini3,0,0,0,0,,,
12061005,reflex,0,0,0,0,,,
12061006,reflex2,0,0,0,0,,,
12061007,reflex3,0,0,0,0,,,
12061008,reflex4,0,0,0,0,,,
12061009,scope,0,0,0,0,,,
12061010,reflex5,0,0,0,0,,,
12061011,holo,0,0,0,0,,,
12061012,holo2,0,0,0,0,,,
12061013,holo3,0,0,0,0,,,
12061014,acog2,0,0,0,0,,,
12061015,acog,0,0,0,0,1145,1,
12061016,scopenorail,0,0,0,0,,,
12061017,acog3,0,0,0,0,,,
12061018,acog4,0,0,0,0,,,
12061019,thermal,0,0,0,0,,,
12061020,thermal2,0,0,0,0,,,
12061021,thermal3,0,0,0,0,,,
12061022,thermalvz,0,0,0,0,,,
12061023,hybrid,0,0,0,0,,,
12061024,hybrid2,0,0,0,0,,,
12061025,hybrid3,0,0,0,0,,,
12061026,hybrid4,0,0,0,0,,,
12061027,vzscope,0,0,0,0,,,
12061028,silencer2,0,0,0,0,,,
12061029,silencer,0,0,0,0,,,
12061030,silencer3,0,0,0,0,,,
12061031,silencer4,0,0,0,0,,,
12061032,brake,0,0,0,0,,,
12061033,comp,0,0,0,0,,,
12061034,flashhider,0,0,0,0,,,
12061035,melee,0,0,0,0,,,
12061036,melee2,0,0,0,0,,,
12061037,choke,0,0,0,0,,,
12061038,meleeub,0,0,0,0,,,
12061039,gripang,0,0,0,0,,,
12061040,gripangpro,0,0,0,0,,,
12061041,gripvert,0,0,0,0,1158,1,
12061042,gripcust,0,0,0,0,,,
12061043,gripcust2,0,0,0,0,,,
12061044,griprear,0,0,0,0,,,
12061045,gripvertpro,0,0,0,0,,,
12061046,gripdefault,0,0,0,0,,,
12061047,bipod,0,0,0,0,,,
12061048,gl,0,0,0,0,,,
12061049,ubshtgn02,0,0,0,0,,,
12061050,ubshtgn,0,0,0,0,,,
12061051,glsmoke,0,0,0,0,,,
12061052,glgas,0,0,0,0,,,
12061053,glconc,0,0,0,0,,,
12061054,glflash,0,0,0,0,,,
12061055,glincendiary,0,0,0,0,,,
12061056,glsemtex,0,0,0,0,,,
12061057,glsnap,0,0,0,0,,,
12061058,akimbo,0,0,0,0,,,
12061059,fmj,0,0,0,0,,,
12061060,xmags,0,0,0,0,1158,1,
12061061,drums,0,0,0,0,,,
12061062,xmagslrg,0,0,0,0,,,
12061063,vertmags,0,0,0,0,,,
12061064,calcust,0,0,0,0,,,
12061065,smags,0,0,0,0,,,
12061066,calcust2,0,0,0,0,,,
12061067,laser,0,0,0,0,,,
12061068,laserir,0,0,0,0,,,
12061069,laserrange,0,0,0,0,,,
12061070,laserbalanced,0,0,0,0,,,
12061071,laserads,0,0,0,0,,,
12061072,stockl,0,0,0,0,,,
12061073,stockcust,0,0,0,0,1145,1,
12061074,stocks,0,0,0,0,,,
12061075,pistolgrip02,0,0,0,0,,,
12061076,stockno,0,0,0,0,,,
12061077,guardlight,0,0,0,0,,,
12061078,stockh,0,0,0,0,1158,1,
12061079,stockfold,0,0,0,0,,,
12061080,pistolgrip03,0,0,0,0,,,
12061081,pistolgrip01,0,0,0,0,,,
12061082,pistolgrip06,0,0,0,0,,,
12061083,pistolgrip04,0,0,0,0,,,
12061084,guardheavy,0,0,0,0,,,
12061085,guardcust,0,0,0,0,,,
12061086,calsmg,0,0,0,0,,,
12061087,calsmgdrums,0,0,0,0,,,
12061088,calar,0,0,0,0,,,
12061089,calsnpr,0,0,0,0,,,
12061090,vertmags2,0,0,0,0,,,
12061091,calcustmags,0,0,0,0,,,
12061092,calcustmags2,0,0,0,0,,,
12061093,bolt,0,0,0,0,,,
12061094,bolt2,0,0,0,0,,,
12061095,bolt3,0,0,0,0,,,
12061096,bolt4,0,0,0,0,,,
12061097,barcust3,0,0,0,0,,,
12061098,barlong,0,0,0,0,,,
12061099,barcust,0,0,0,0,,,
12061100,barmid,0,0,0,0,1158,1,
12061101,barshort,0,0,0,0,,,
12061102,barcust2,0,0,0,0,,,
12061103,barsil,0,0,0,0,,,
12061104,barsil2,0,0,0,0,,,
12061105,barcustnoguard,0,0,0,0,,,
12061106,barextra,0,0,0,0,,,
12061107,barshortnoguard,0,0,0,0,,,
12061108,pistolgrip05,0,0,0,0,,,
12061109,linearbrake,0,0,0,0,,,
12061110,cabletac,0,0,0,0,,,
12061111,triggripcust,0,0,0,0,,,
12061112,trigcust,0,0,0,0,,,
12061113,trigcust02,0,0,0,0,,,
12061114,trigcust03,0,0,0,0,,,
12061115,trig,0,0,0,0,,,
12061116,triggrip,0,0,0,0,,,
12061117,rack,0,0,0,0,,,
12061118,strap,0,0,0,0,,,
12061119,semi,0,0,0,0,,,
12061120,burst,0,0,0,0,,,
12061121,auto,0,0,0,0,,,
12061122,done,0,0,0,0,,,
12061123,scopenvg,0,0,0,0,,,
12061124,toprailcust,0,0,0,0,,,
