1016000,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016002,acog2,0,0,0,0,578,6,,,,,,,,,,,,,,,,,,,,,,,
1016003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016008,reflex3,0,0,0,0,199,1,258,2,637,10,,,,,,,,,,,,,,,,,,,
1016009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016010,reflex4,0,0,0,0,48,1,257,2,1012,3,,,,,,,,,,,,,,,,,,,
1016011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016012,reflexmini,0,0,0,0,640,11,1055,14,,,,,,,,,,,,,,,,,,,,,
1016013,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016015,holo,0,0,0,0,50,1,638,2,,,,,,,,,,,,,,,,,,,,,
1016016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016017,holo2,0,0,0,0,49,1,,,,,,,,,,,,,,,,,,,,,,,
1016018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016029,hybrid4,0,0,0,0,368,1,,,,,,,,,,,,,,,,,,,,,,,
1016030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016034,silencer,0,0,0,0,1056,2,,,,,,,,,,,,,,,,,,,,,,,
1016035,silencer2,0,0,0,0,1054,1,,,,,,,,,,,,,,,,,,,,,,,
1016036,silencer3,0,0,0,0,578,2,1057,4,,,,,,,,,,,,,,,,,,,,,
1016037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016038,gripang,0,0,0,0,579,1,,,,,,,,,,,,,,,,,,,,,,,
1016039,gripangpro,0,0,0,0,49,1,,,,,,,,,,,,,,,,,,,,,,,
1016040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016044,gl,0,0,0,0,310,1,370,2,,,,,,,,,,,,,,,,,,,,,
1016045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016050,xmags,0,0,0,0,49,2,368,3,638,4,1012,5,1117,6,,,,,,,,,,,,,,,
1016051,drums,0,0,0,0,256,2,310,1,579,3,1053,4,1097,5,,,,,,,,,,,,,,,
1016052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016053,laser,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016055,laserrange,0,0,0,0,435,7,,,,,,,,,,,,,,,,,,,,,,,
1016056,laserbalanced,0,0,0,0,199,2,637,13,1053,12,1056,1,,,,,,,,,,,,,,,,,
1016057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016058,stockl,0,0,0,0,47,1,258,2,368,3,370,4,639,5,640,6,1053,7,1055,8,1056,9,1097,10,,,,,
1016059,stockh,0,0,0,0,50,1,256,3,310,2,578,4,,,,,,,,,,,,,,,,,
1016060,stocks,0,0,0,0,49,1,369,2,579,3,638,4,1054,5,,,,,,,,,,,,,,,
1016061,stockno,0,0,0,0,48,1,257,2,435,3,1057,4,,,,,,,,,,,,,,,,,
1016062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016065,calsmg,0,0,0,0,48,1,199,3,258,4,369,7,370,5,435,6,639,8,640,9,1054,10,1055,11,1056,12,1057,13,
1016066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016071,barlong,0,0,0,0,257,1,578,3,,,,,,,,,,,,,,,,,,,,,
1016072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016073,barshort,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016074,barshortnoguard,0,0,0,0,48,1,199,3,258,4,435,5,639,6,640,7,1054,8,1056,9,1057,10,,,,,,,
1016075,barcust,0,0,0,0,49,1,50,2,368,3,370,4,638,5,,,,,,,,,,,,,,,
1016076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1016080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
