3064000,camo_01a,0,0,0,0,
3064001,camo_01b,0,0,0,0,
3064002,camo_01c,0,0,0,0,
3064003,camo_01d,0,0,0,0,
3064004,camo_01e,0,0,0,0,
3064005,camo_01f,0,0,0,0,
3064006,camo_01g,0,0,0,0,
3064007,camo_01h,0,0,0,0,
3064008,camo_01i,0,0,0,0,
3064009,camo_01j,0,0,0,0,
3064010,camo_02a,0,0,0,0,
3064011,camo_02b,0,0,0,0,
3064012,camo_02c,0,0,0,0,
3064013,camo_02d,0,0,0,0,
3064014,camo_02e,0,0,0,0,
3064015,camo_02f,0,0,0,0,
3064016,camo_02g,0,0,0,0,
3064017,camo_02h,0,0,0,0,
3064018,camo_02i,0,0,0,0,
3064019,camo_02j,0,0,0,0,
3064020,camo_03a,0,0,0,0,
3064021,camo_03b,0,0,0,0,
3064022,camo_03c,0,0,0,0,
3064023,camo_03d,0,0,0,0,
3064024,camo_03e,0,0,0,0,
3064025,camo_03f,0,0,0,0,
3064026,camo_03g,0,0,0,0,
3064027,camo_03h,0,0,0,0,
3064028,camo_03i,0,0,0,0,
3064029,camo_03j,0,0,0,0,
3064030,camo_04a,0,0,0,0,
3064031,camo_04b,0,0,0,0,
3064032,camo_04c,0,0,0,0,
3064033,camo_04d,0,0,0,0,
3064034,camo_04e,0,0,0,0,
3064035,camo_04f,0,0,0,0,
3064036,camo_04g,0,0,0,0,
3064037,camo_04h,0,0,0,0,
3064038,camo_04i,0,0,0,0,
3064039,camo_04j,0,0,0,0,
3064040,camo_05a,0,0,0,0,
3064041,camo_05b,0,0,0,0,
3064042,camo_05c,0,0,0,0,
3064043,camo_05d,0,0,0,0,
3064044,camo_05e,0,0,0,0,
3064045,camo_05f,0,0,0,0,
3064046,camo_05g,0,0,0,0,
3064047,camo_05h,0,0,0,0,
3064048,camo_05i,0,0,0,0,
3064049,camo_05j,0,0,0,0,
3064050,camo_06a,0,0,0,0,
3064051,camo_06b,0,0,0,0,
3064052,camo_06c,0,0,0,0,
3064053,camo_06d,0,0,0,0,
3064054,camo_06e,0,0,0,0,
3064055,camo_06f,0,0,0,0,
3064056,camo_06g,0,0,0,0,
3064057,camo_06h,0,0,0,0,
3064058,camo_06i,0,0,0,0,
3064059,camo_06j,0,0,0,0,
3064060,camo_07a,0,0,0,0,
3064061,camo_07b,0,0,0,0,
3064062,camo_07c,0,0,0,0,
3064063,camo_07d,0,0,0,0,
3064064,camo_07e,0,0,0,0,
3064065,camo_07f,0,0,0,0,
3064066,camo_07g,0,0,0,0,
3064067,camo_07h,0,0,0,0,
3064068,camo_07i,0,0,0,0,
3064069,camo_07j,0,0,0,0,
3064070,camo_08a,0,0,0,0,
3064071,camo_08b,0,0,0,0,
3064072,camo_08c,0,0,0,0,
3064073,camo_08d,0,0,0,0,
3064074,camo_08e,0,0,0,0,
3064075,camo_08f,0,0,0,0,
3064076,camo_08g,0,0,0,0,
3064077,camo_08h,0,0,0,0,
3064078,camo_08i,0,0,0,0,
3064079,camo_08j,0,0,0,0,
3064080,camo_09a,0,0,0,0,
3064081,camo_09b,0,0,0,0,
3064082,camo_09c,0,0,0,0,
3064083,camo_09d,0,0,0,0,
3064084,camo_09e,0,0,0,0,
3064085,camo_09f,0,0,0,0,
3064086,camo_09g,0,0,0,0,
3064087,camo_09h,0,0,0,0,
3064088,camo_09i,0,0,0,0,
3064089,camo_09j,0,0,0,0,
3064090,camo_10a,0,0,0,0,
3064091,camo_10b,0,0,0,0,
3064092,camo_10c,0,0,0,0,
3064093,camo_10d,0,0,0,0,
3064094,camo_10e,0,0,0,0,
3064095,camo_10f,0,0,0,0,
3064096,camo_10g,0,0,0,0,
3064097,camo_10h,0,0,0,0,
3064098,camo_10i,0,0,0,0,
3064099,camo_10j,0,0,0,0,
3064100,camo_11a,0,0,0,0,
3064101,camo_11b,0,0,0,0,
3064102,camo_11c,0,0,0,0,
3064103,camo_00a,0,0,0,0,
3064104,camo_00b,0,0,0,0,
3064105,camo_00c,0,0,0,0,
3064106,camo_12a,0,0,0,0,
3064107,camo_12b,0,0,0,0,
3064108,camo_12c,0,0,0,0,
3064109,camo_12d,0,0,0,0,
3064110,camo_12e,0,0,0,0,
3064111,camo_12f,0,0,0,0,
3064112,camo_12g,0,0,0,0,
3064113,camo_12h,0,0,0,0,
3064114,camo_12i,0,0,0,0,
3064115,camo_12j,0,0,0,0,
3064116,camo_12k,0,0,0,0,
3064117,camo_12l,0,0,0,0,
3064118,camo_11d,0,0,0,0,
3064119,camo_00d,0,0,0,0,
