1004000,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004012,reflexmini,0,0,0,0,262,1,543,2,745,5,,,,,,,,,,,,,
1004013,reflexmini2,0,0,0,0,410,2,411,1,,,,,,,,,,,,,,,
1004014,reflexmini3,0,0,0,0,309,1,524,3,,,,,,,,,,,,,,,
1004015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004034,silencer,0,0,0,0,408,7,411,5,462,8,,,,,,,,,,,,,
1004035,silencer2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004036,silencer3,0,0,0,0,410,1,747,6,,,,,,,,,,,,,,,
1004037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004038,gripang,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004048,akimbo,0,0,0,2000,,,,,,,,,,,,,,,,,,,
1004049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004050,xmags,0,0,0,0,94,1,408,2,409,3,742,5,745,4,747,6,,,,,,,
1004051,drums,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004053,laser,0,0,0,0,741,8,745,7,,,,,,,,,,,,,,,
1004054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004055,laserrange,0,0,0,0,94,12,309,7,409,13,410,14,543,1,,,,,,,,,
1004056,laserbalanced,0,0,0,0,308,4,411,6,,,,,,,,,,,,,,,
1004057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004058,stockl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004059,stockh,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004060,stocks,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,
1004063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
