1018000,acog,0,0,0,0,486,5,,,,,,,,,
1018001,acoglight,0,0,0,0,,,,,,,,,,,
1018002,acog2,0,0,0,0,487,5,,,,,,,,,
1018003,acog2light,0,0,0,0,,,,,,,,,,,
1018004,reflex,0,0,0,0,,,,,,,,,,,
1018005,reflexlight,0,0,0,0,,,,,,,,,,,
1018006,reflex2,0,0,0,0,57,1,,,,,,,,,
1018007,reflex2light,0,0,0,0,,,,,,,,,,,
1018008,reflex3,0,0,0,0,,,,,,,,,,,
1018009,reflex3light,0,0,0,0,,,,,,,,,,,
1018010,reflex4,0,0,0,0,,,,,,,,,,,
1018011,reflex4light,0,0,0,0,,,,,,,,,,,
1018012,reflexmini,0,0,0,0,254,4,,,,,,,,,
1018013,reflexmini2,0,0,0,0,992,11,,,,,,,,,
1018014,reflexmini3,0,0,0,0,991,12,,,,,,,,,
1018015,holo,0,0,0,0,58,2,,,,,,,,,
1018016,hololight,0,0,0,0,,,,,,,,,,,
1018017,holo2,0,0,0,0,488,10,,,,,,,,,
1018018,holo2light,0,0,0,0,,,,,,,,,,,
1018019,thermal,0,0,0,0,,,,,,,,,,,
1018020,thermal2,0,0,0,0,,,,,,,,,,,
1018021,thermalvz,0,0,0,0,,,,,,,,,,,
1018022,thermal2vz,0,0,0,0,,,,,,,,,,,
1018023,hybrid,0,0,0,0,56,1,,,,,,,,,
1018024,hybridlight,0,0,0,0,,,,,,,,,,,
1018025,hybrid2,0,0,0,0,,,,,,,,,,,
1018026,hybrid2light,0,0,0,0,,,,,,,,,,,
1018027,hybrid3,0,0,0,0,,,,,,,,,,,
1018028,hybrid3light,0,0,0,0,,,,,,,,,,,
1018029,hybrid4,0,0,0,0,,,,,,,,,,,
1018030,hybrid4light,0,0,0,0,,,,,,,,,,,
1018031,ironsight,0,0,0,0,,,,,,,,,,,
1018032,ironsdefault,0,0,0,0,,,,,,,,,,,
1018033,vzscope,0,0,0,0,,,,,,,,,,,
1018034,silencer,0,0,0,0,487,6,,,,,,,,,
1018035,silencer2,0,0,0,0,,,,,,,,,,,
1018036,silencer3,0,0,0,0,255,8,489,5,,,,,,,
1018037,gripvert,0,0,0,0,56,2,,,,,,,,,
1018038,gripang,0,0,0,0,57,8,488,13,,,,,,,
