12081000,ironsight,0,0,0,0,,,
12081001,ironsdefault,0,0,0,0,,,
12081002,reflexmini,0,0,0,0,1149,1,
12081003,reflexmini2,0,0,0,0,,,
12081004,reflexmini3,0,0,0,0,,,
12081005,reflex,0,0,0,0,,,
12081006,reflex2,0,0,0,0,,,
12081007,reflex3,0,0,0,0,,,
12081008,reflex4,0,0,0,0,,,
12081009,scope,0,0,0,0,,,
12081010,reflex5,0,0,0,0,,,
12081011,holo,0,0,0,0,,,
12081012,holo2,0,0,0,0,,,
12081013,holo3,0,0,0,0,,,
12081014,acog2,0,0,0,0,,,
12081015,acog,0,0,0,0,,,
12081016,scopenorail,0,0,0,0,,,
12081017,acog3,0,0,0,0,,,
12081018,acog4,0,0,0,0,,,
12081019,thermal,0,0,0,0,,,
12081020,thermal2,0,0,0,0,,,
12081021,thermal3,0,0,0,0,,,
12081022,thermalvz,0,0,0,0,,,
12081023,hybrid,0,0,0,0,,,
12081024,hybrid2,0,0,0,0,,,
12081025,hybrid3,0,0,0,0,,,
12081026,hybrid4,0,0,0,0,,,
12081027,vzscope,0,0,0,0,,,
12081028,silencer2,0,0,0,0,,,
12081029,silencer,0,0,0,0,1144,1,
12081030,silencer3,0,0,0,0,,,
12081031,silencer4,0,0,0,0,,,
12081032,brake,0,0,0,0,1157,1,
12081033,comp,0,0,0,0,,,
12081034,flashhider,0,0,0,0,,,
12081035,melee,0,0,0,0,,,
12081036,melee2,0,0,0,0,,,
12081037,choke,0,0,0,0,,,
12081038,meleeub,0,0,0,0,,,
12081039,gripang,0,0,0,0,,,
12081040,gripangpro,0,0,0,0,,,
12081041,gripvert,0,0,0,0,,,
12081042,gripcust,0,0,0,0,,,
12081043,gripcust2,0,0,0,0,,,
12081044,griprear,0,0,0,0,,,
12081045,gripvertpro,0,0,0,0,,,
12081046,gripdefault,0,0,0,0,,,
12081047,bipod,0,0,0,0,,,
12081048,gl,0,0,0,0,,,
12081049,ubshtgn02,0,0,0,0,,,
12081050,ubshtgn,0,0,0,0,,,
12081051,glsmoke,0,0,0,0,,,
12081052,glgas,0,0,0,0,,,
12081053,glconc,0,0,0,0,,,
12081054,glflash,0,0,0,0,,,
12081055,glincendiary,0,0,0,0,,,
12081056,glsemtex,0,0,0,0,,,
12081057,glsnap,0,0,0,0,,,
12081058,akimbo,0,0,0,0,,,
12081059,fmj,0,0,0,0,,,
12081060,xmags,0,0,0,0,,,
12081061,drums,0,0,0,0,,,
12081062,xmagslrg,0,0,0,0,,,
12081063,vertmags,0,0,0,0,,,
12081064,calcust,0,0,0,0,,,
12081065,smags,0,0,0,0,1159,1,
12081066,calcust2,0,0,0,0,,,
12081067,laser,0,0,0,0,,,
12081068,laserir,0,0,0,0,,,
12081069,laserrange,0,0,0,0,,,
12081070,laserbalanced,0,0,0,0,,,
12081071,laserads,0,0,0,0,,,
12081072,stockl,0,0,0,0,,,
12081073,stockcust,0,0,0,0,,,
12081074,stocks,0,0,0,0,,,
12081075,pistolgrip02,0,0,0,0,,,
12081076,stockno,0,0,0,0,,,
12081077,guardlight,0,0,0,0,,,
12081078,stockh,0,0,0,0,,,
12081079,stockfold,0,0,0,0,,,
12081080,pistolgrip03,0,0,0,0,,,
12081081,pistolgrip01,0,0,0,0,,,
12081082,pistolgrip06,0,0,0,0,,,
12081083,pistolgrip04,0,0,0,0,,,
12081084,guardheavy,0,0,0,0,,,
12081085,guardcust,0,0,0,0,,,
12081086,calsmg,0,0,0,0,,,
12081087,calsmgdrums,0,0,0,0,,,
12081088,calar,0,0,0,0,,,
12081089,calsnpr,0,0,0,0,,,
12081090,vertmags2,0,0,0,0,1149,1,
12081091,calcustmags,0,0,0,0,,,
12081092,calcustmags2,0,0,0,0,,,
12081093,bolt,0,0,0,0,,,
12081094,bolt2,0,0,0,0,,,
12081095,bolt3,0,0,0,0,,,
12081096,bolt4,0,0,0,0,,,
12081097,barcust3,0,0,0,0,,,
12081098,barlong,0,0,0,0,1159,1,
12081099,barcust,0,0,0,0,1149,1,
12081100,barmid,0,0,0,0,,,
12081101,barshort,0,0,0,0,1144,1,
12081102,barcust2,0,0,0,0,,,
12081103,barsil,0,0,0,0,,,
12081104,barsil2,0,0,0,0,,,
12081105,barcustnoguard,0,0,0,0,,,
12081106,barextra,0,0,0,0,,,
12081107,barshortnoguard,0,0,0,0,1157,1,
12081108,pistolgrip05,0,0,0,0,1159,1,
12081109,linearbrake,0,0,0,0,1159,1,
12081110,cabletac,0,0,0,0,,,
12081111,triggripcust,0,0,0,0,,,
12081112,trigcust,0,0,0,0,,,
12081113,trigcust02,0,0,0,0,,,
12081114,trigcust03,0,0,0,0,,,
12081115,trig,0,0,0,0,,,
12081116,triggrip,0,0,0,0,,,
12081117,rack,0,0,0,0,,,
12081118,strap,0,0,0,0,,,
12081119,semi,0,0,0,0,,,
12081120,burst,0,0,0,0,,,
12081121,auto,0,0,0,0,,,
12081122,done,0,0,0,0,,,
12081123,scopenvg,0,0,0,0,,,
12081124,toprailcust,0,0,0,0,,,
12081125,recstocks,0,0,0,0,,,
12081126,recstockl,0,0,0,0,,,
12081127,recstockh,0,0,0,0,,,
12081128,adsmove,0,0,0,0,,,
12081129,adsidle,0,0,0,0,,,
12081130,bling,0,0,0,0,,,
12081131,crouchrecoil,0,0,0,0,,,
12081132,fastswap,0,0,0,0,,,
12081133,fastreload,0,0,0,0,,,
12081134,flinch,0,0,0,0,,,
12081135,hipaim,0,0,0,0,,,
12081136,maxammo,0,0,0,0,,,
12081137,gunperk_semi,0,0,0,0,,,
12081138,gunperk_auto,0,0,0,0,,,
12081139,gunperk_burst,0,0,0,0,,,
12081140,gunperk_ricochet,0,0,0,0,,,
12081141,gunperk_recoil,0,0,0,0,,,
12081142,gunperk_rof,0,0,0,0,,,
12081143,gunperk_adsup,0,0,0,0,,,
12081144,gunperk_xmags,0,0,0,0,,,
12081145,gunperk_fastmelee,0,0,0,0,,,
12081146,gunperk_range,0,0,0,0,,,
12081147,gunperk_stalker,0,0,0,0,,,
12081148,muzzlestable,0,0,0,0,,,
12081149,muzzlestable2,0,0,0,0,,,
12081150,gunperk_burst3fast,0,0,0,0,,,
12081151,gunperk_burst4,0,0,0,0,,,
12081152,gunperk_burst4fast,0,0,0,0,,,
12081153,gunperk_xp,0,0,0,0,,,
12081154,gunperk_dexterity,0,0,0,0,,,
12081155,gunperk_enemytag,0,0,0,0,,,
12081156,gunperk_callout,0,0,0,0,,,
12081157,gunperk_glintreduce,0,0,0,0,,,
12081158,gunperk_hardmelee,0,0,0,0,,,
12081159,gunperk_holdbreath,0,0,0,0,,,
12081160,gunperk_marksman,0,0,0,0,,,
12081161,gunperk_stancespeed,0,0,0,0,,,
12081162,gunperk_binarytrigger,0,0,0,0,,,
12081163,ammomod_impact,0,0,0,0,,,
12081164,ammomod_slow,0,0,0,0,,,
12081165,ammomod_subsonic,0,0,0,0,,,
12081166,ammomod_wound,0,0,0,0,,,
12081167,ammomod_incendiary,0,0,0,0,,,
12081168,ammomod_762,0,0,0,0,,,
12081169,ammomod_exitdamage,0,0,0,0,,,
12081170,reargrip,0,0,0,0,,,
12081171,gunperk_adsup_reflex,0,0,0,0,,,
12081172,gunperk_adsup_holo,0,0,0,0,,,
12081173,gunperk_adsup_acog,0,0,0,0,,,
12081174,gunperk_adsup_hybrid,0,0,0,0,,,
12081175,gunperk_adsup_scope,0,0,0,0,,,
12081176,magrelease,0,0,0,0,,,
12081177,hammer01,0,0,0,0,,,
12081178,hammer02,0,0,0,0,,,
12081179,hammer03,0,0,0,0,,,
12081180,hammer04,0,0,0,0,,,
12081181,mod_infil,0,0,0,0,,,
12081182,stockcomb,0,0,0,0,,,
12081183,cablel,0,0,0,0,,,
12081184,cableh,0,0,0,0,,,
12081185,bolthvy,0,0,0,0,,,
12081186,boltl,0,0,0,0,,,
12081187,bolttac,0,0,0,0,,,
12081188,front,0,0,0,0,,,
