12080000,ironsight,0,0,0,0,,,,,
12080001,ironsdefault,0,0,0,0,,,,,
12080002,reflexmini,0,0,0,0,,,,,
12080003,reflexmini2,0,0,0,0,,,,,
12080004,reflexmini3,0,0,0,0,,,,,
12080005,reflex,0,0,0,0,,,,,
12080006,reflex2,0,0,0,0,,,,,
12080007,reflex3,0,0,0,0,,,,,
12080008,reflex4,0,0,0,0,,,,,
12080009,scope,0,0,0,0,,,,,
12080010,reflex5,0,0,0,0,,,,,
12080011,holo,0,0,0,0,,,,,
12080012,holo2,0,0,0,0,,,,,
12080013,holo3,0,0,0,0,,,,,
12080014,acog2,0,0,0,0,,,,,
12080015,acog,0,0,0,0,,,,,
12080016,scopenorail,0,0,0,0,,,,,
12080017,acog3,0,0,0,0,,,,,
12080018,acog4,0,0,0,0,,,,,
12080019,thermal,0,0,0,0,,,,,
12080020,thermal2,0,0,0,0,,,,,
12080021,thermal3,0,0,0,0,,,,,
12080022,thermalvz,0,0,0,0,,,,,
12080023,hybrid,0,0,0,0,,,,,
12080024,hybrid2,0,0,0,0,,,,,
12080025,hybrid3,0,0,0,0,,,,,
12080026,hybrid4,0,0,0,0,,,,,
12080027,vzscope,0,0,0,0,1152,1,,,
12080028,silencer2,0,0,0,0,,,,,
12080029,silencer,0,0,0,0,,,,,
12080030,silencer3,0,0,0,0,,,,,
12080031,silencer4,0,0,0,0,,,,,
12080032,brake,0,0,0,0,,,,,
12080033,comp,0,0,0,0,,,,,
12080034,flashhider,0,0,0,0,,,,,
12080035,melee,0,0,0,0,,,,,
12080036,melee2,0,0,0,0,,,,,
12080037,choke,0,0,0,0,,,,,
12080038,meleeub,0,0,0,0,,,,,
12080039,gripang,0,0,0,0,,,,,
12080040,gripangpro,0,0,0,0,1143,1,,,
12080041,gripvert,0,0,0,0,1211,1,,,
12080042,gripcust,0,0,0,0,,,,,
12080043,gripcust2,0,0,0,0,,,,,
12080044,griprear,0,0,0,0,,,,,
12080045,gripvertpro,0,0,0,0,,,,,
12080046,gripdefault,0,0,0,0,,,,,
12080047,bipod,0,0,0,0,,,,,
12080048,gl,0,0,0,0,,,,,
12080049,ubshtgn02,0,0,0,0,,,,,
12080050,ubshtgn,0,0,0,0,,,,,
12080051,glsmoke,0,0,0,0,,,,,
12080052,glgas,0,0,0,0,,,,,
12080053,glconc,0,0,0,0,,,,,
12080054,glflash,0,0,0,0,,,,,
12080055,glincendiary,0,0,0,0,,,,,
12080056,glsemtex,0,0,0,0,,,,,
12080057,glsnap,0,0,0,0,,,,,
12080058,akimbo,0,0,0,0,,,,,
12080059,fmj,0,0,0,0,,,,,
12080060,xmags,0,0,0,0,1152,1,1210,1,
12080061,drums,0,0,0,0,,,,,
12080062,xmagslrg,0,0,0,0,,,,,
12080063,vertmags,0,0,0,0,1201,1,,,
12080064,calcust,0,0,0,0,,,,,
12080065,smags,0,0,0,0,1138,1,1143,2,
12080066,calcust2,0,0,0,0,,,,,
12080067,laser,0,0,0,0,,,,,
12080068,laserir,0,0,0,0,,,,,
12080069,laserrange,0,0,0,0,,,,,
12080070,laserbalanced,0,0,0,0,,,,,
12080071,laserads,0,0,0,0,,,,,
12080072,stockl,0,0,0,0,1143,1,1202,1,
12080073,stockcust,0,0,0,0,,,,,
12080074,stocks,0,0,0,0,,,,,
12080075,pistolgrip02,0,0,0,0,,,,,
12080076,stockno,0,0,0,0,,,,,
12080077,guardlight,0,0,0,0,,,,,
12080078,stockh,0,0,0,0,1138,1,,,
12080079,stockfold,0,0,0,0,1152,1,,,
12080080,pistolgrip03,0,0,0,0,,,,,
12080081,pistolgrip01,0,0,0,0,,,,,
12080082,pistolgrip06,0,0,0,0,,,,,
12080083,pistolgrip04,0,0,0,0,1210,1,,,
12080084,guardheavy,0,0,0,0,,,,,
12080085,guardcust,0,0,0,0,,,,,
12080086,calsmg,0,0,0,0,,,,,
12080087,calsmgdrums,0,0,0,0,,,,,
12080088,calar,0,0,0,0,,,,,
12080089,calsnpr,0,0,0,0,,,,,
12080090,vertmags2,0,0,0,0,,,,,
12080091,calcustmags,0,0,0,0,,,,,
12080092,calcustmags2,0,0,0,0,,,,,
12080093,bolt,0,0,0,0,,,,,
12080094,bolt2,0,0,0,0,,,,,
12080095,bolt3,0,0,0,0,,,,,
12080096,bolt4,0,0,0,0,,,,,
12080097,barcust3,0,0,0,0,,,,,
12080098,barlong,0,0,0,0,1201,1,,,
12080099,barcust,0,0,0,0,,,,,
12080100,barmid,0,0,0,0,,,,,
12080101,barshort,0,0,0,0,,,,,
12080102,barcust2,0,0,0,0,,,,,
12080103,barsil,0,0,0,0,,,,,
12080104,barsil2,0,0,0,0,,,,,
12080105,barcustnoguard,0,0,0,0,,,,,
12080106,barextra,0,0,0,0,,,,,
12080107,barshortnoguard,0,0,0,0,,,,,
12080108,pistolgrip05,0,0,0,0,,,,,
12080109,linearbrake,0,0,0,0,1211,1,,,
12080110,cabletac,0,0,0,0,,,,,
12080111,triggripcust,0,0,0,0,,,,,
12080112,trigcust,0,0,0,0,,,,,
12080113,trigcust02,0,0,0,0,,,,,
12080114,trigcust03,0,0,0,0,,,,,
12080115,trig,0,0,0,0,,,,,
12080116,triggrip,0,0,0,0,,,,,
12080117,rack,0,0,0,0,,,,,
12080118,strap,0,0,0,0,,,,,
12080119,semi,0,0,0,0,,,,,
12080120,burst,0,0,0,0,,,,,
12080121,auto,0,0,0,0,,,,,
12080122,done,0,0,0,0,,,,,
12080123,scopenvg,0,0,0,0,,,,,
12080124,toprailcust,0,0,0,0,,,,,
12080125,recstocks,0,0,0,0,,,,,
12080126,recstockl,0,0,0,0,,,,,
12080127,recstockh,0,0,0,0,,,,,
12080128,adsmove,0,0,0,0,,,,,
12080129,adsidle,0,0,0,0,,,,,
12080130,bling,0,0,0,0,,,,,
12080131,crouchrecoil,0,0,0,0,,,,,
12080132,fastswap,0,0,0,0,,,,,
12080133,fastreload,0,0,0,0,,,,,
12080134,flinch,0,0,0,0,,,,,
12080135,hipaim,0,0,0,0,,,,,
12080136,maxammo,0,0,0,0,,,,,
12080137,gunperk_semi,0,0,0,0,,,,,
12080138,gunperk_auto,0,0,0,0,,,,,
12080139,gunperk_burst,0,0,0,0,,,,,
12080140,gunperk_ricochet,0,0,0,0,,,,,
12080141,gunperk_recoil,0,0,0,0,,,,,
12080142,gunperk_rof,0,0,0,0,,,,,
12080143,gunperk_adsup,0,0,0,0,,,,,
12080144,gunperk_xmags,0,0,0,0,,,,,
12080145,gunperk_fastmelee,0,0,0,0,,,,,
12080146,gunperk_range,0,0,0,0,,,,,
12080147,gunperk_stalker,0,0,0,0,,,,,
12080148,muzzlestable,0,0,0,0,,,,,
12080149,muzzlestable2,0,0,0,0,,,,,
12080150,gunperk_burst3fast,0,0,0,0,,,,,
12080151,gunperk_burst4,0,0,0,0,,,,,
12080152,gunperk_burst4fast,0,0,0,0,,,,,
12080153,gunperk_xp,0,0,0,0,,,,,
12080154,gunperk_dexterity,0,0,0,0,,,,,
12080155,gunperk_enemytag,0,0,0,0,,,,,
12080156,gunperk_callout,0,0,0,0,,,,,
12080157,gunperk_glintreduce,0,0,0,0,,,,,
12080158,gunperk_hardmelee,0,0,0,0,,,,,
12080159,gunperk_holdbreath,0,0,0,0,,,,,
12080160,gunperk_marksman,0,0,0,0,,,,,
12080161,gunperk_stancespeed,0,0,0,0,,,,,
12080162,gunperk_binarytrigger,0,0,0,0,,,,,
