1022000,acog,0,0,0,0,73,10,1103,14,,,,,,,,,,,,,
1022001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,
1022002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,
1022003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,
1022004,reflex,0,0,0,0,74,2,438,3,,,,,,,,,,,,,
1022005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,
1022006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,
1022007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,
1022008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,
1022009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,
1022010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,
1022011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,
1022012,reflexmini,0,0,0,0,,,,,,,,,,,,,,,,,
1022013,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,,,
1022014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,
1022015,holo,0,0,0,0,1007,14,,,,,,,,,,,,,,,
1022016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,
1022017,holo2,0,0,0,0,298,6,,,,,,,,,,,,,,,
1022018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,
1022019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,
1022020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,
1022021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,
1022022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,
1022023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,
1022024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,
1022025,hybrid2,0,0,0,0,250,7,556,13,,,,,,,,,,,,,
1022026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,
1022027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,
1022028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,
1022029,hybrid4,0,0,0,0,299,3,302,2,555,4,,,,,,,,,,,
1022030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,
1022031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,
1022032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,
1022033,vzscope,0,0,0,0,301,5,,,,,,,,,,,,,,,
1022034,silencer,0,0,0,0,,,,,,,,,,,,,,,,,
1022035,silencer2,0,0,0,0,556,12,,,,,,,,,,,,,,,
1022036,silencer3,0,0,0,0,978,9,1007,13,,,,,,,,,,,,,
1022037,gripvert,0,0,0,0,297,7,300,5,978,12,,,,,,,,,,,
1022038,gripang,0,0,0,0,556,11,557,14,,,,,,,,,,,,,
1022039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,
1022040,gripcust,0,0,0,0,299,1,,,,,,,,,,,,,,,
1022041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,
1022042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1022043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,
1022044,gl,0,0,0,0,73,1,301,2,923,3,,,,,,,,,,,
1022045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,
1022046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,
1022047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,
1022048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,
1022049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,
1022050,xmags,0,0,0,0,73,1,250,2,302,3,556,4,,,,,,,,,
1022051,drums,0,0,0,0,,,,,,,,,,,,,,,,,
1022052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,
1022053,laser,0,0,0,0,,,,,,,,,,,,,,,,,
1022054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,
1022055,laserrange,0,0,0,0,297,11,,,,,,,,,,,,,,,
1022056,laserbalanced,0,0,0,0,302,8,923,3,1103,15,,,,,,,,,,,
1022057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,
1022058,stockl,0,0,0,0,74,2,297,6,300,4,301,3,438,5,1007,7,,,,,
1022059,stockh,0,0,0,0,250,1,299,2,,,,,,,,,,,,,
1022060,stocks,0,0,0,0,555,1,557,2,,,,,,,,,,,,,
1022061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,
1022062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,
1022063,stockcust,0,0,0,0,75,1,,,,,,,,,,,,,,,
1022064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,
1022065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,
1022066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,
1022067,calar,0,0,0,0,,,,,,,,,,,,,,,,,
1022068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,
1022069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,
1022070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1022071,barlong,0,0,0,0,72,3,73,2,75,1,298,4,299,5,555,7,556,6,,,
1022072,barmid,0,0,0,0,1103,1,,,,,,,,,,,,,,,
1022073,barshort,0,0,0,0,74,2,297,7,300,5,301,3,302,4,438,6,923,8,1007,9,
1022074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,
1022075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,
1022076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1022077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,
1022078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,
1022079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,
1022080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,
1022081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,
1022082,trig,0,0,0,0,,,,,,,,,,,,,,,,,
1022083,melee,0,0,0,0,,,,,,,,,,,,,,,,,
1022084,brake,0,0,0,0,250,3,298,6,555,5,923,2,,,,,,,,,
1022085,comp,0,0,0,0,302,12,557,3,,,,,,,,,,,,,
1022086,choke,0,0,0,0,,,,,,,,,,,,,,,,,
1022087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,
1022088,rack,0,0,0,0,,,,,,,,,,,,,,,,,
1022089,strap,0,0,0,0,,,,,,,,,,,,,,,,,
1022090,semi,0,0,0,0,,,,,,,,,,,,,,,,,
1022091,burst,0,0,0,0,,,,,,,,,,,,,,,,,
1022092,auto,0,0,0,0,,,,,,,,,,,,,,,,,
1022093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,
1022094,done,0,0,0,0,,,,,,,,,,,,,,,,,
1022095,scope,0,0,0,0,75,3,300,8,,,,,,,,,,,,,
1022096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,
1022097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,
1022098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,
1022099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,
1022100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,
1022101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,
1022102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,
1022103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,
1022104,bling,0,0,0,0,,,,,,,,,,,,,,,,,
1022105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,
1022106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,
1022107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,
1022108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,
1022109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,
1022110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,
1022111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,
1022112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,
1022113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,
1022114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,
1022115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,
1022116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,
1022117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,
1022118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,
1022119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,
1022120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,
1022121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,
1022122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,
1022123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,
1022124,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,
1022125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,
1022126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,
1022127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,
1022128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,
1022129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,
1022130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,
1022131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,
1022132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,
1022133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,
1022134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,
1022135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,
1022136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,
1022137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,
1022138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,
1022139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,
