1536000,ironsight,0,0,0,0,,,,,,,,,,,
1536001,ironsdefault,0,0,0,0,,,,,,,,,,,
1536002,reflexmini,0,0,0,0,812,7,,,,,,,,,
1536003,reflexmini2,0,0,0,0,,,,,,,,,,,
1536004,reflexmini3,0,0,0,0,,,,,,,,,,,
1536005,reflex,0,0,0,0,,,,,,,,,,,
1536006,reflex2,0,0,0,0,,,,,,,,,,,
1536007,reflex3,0,0,0,0,540,13,,,,,,,,,
1536008,reflex4,0,0,0,0,,,,,,,,,,,
1536009,scope,0,0,0,0,537,1,813,3,814,2,,,,,
1536010,reflex5,0,0,0,0,,,,,,,,,,,
1536011,holo,0,0,0,0,,,,,,,,,,,
1536012,holo2,0,0,0,0,817,13,,,,,,,,,
1536013,holo3,0,0,0,0,,,,,,,,,,,
1536014,acog2,0,0,0,0,815,7,,,,,,,,,
1536015,acog,0,0,0,0,,,,,,,,,,,
1536016,scopenorail,0,0,0,0,,,,,,,,,,,
1536017,acog3,0,0,0,0,,,,,,,,,,,
1536018,acog4,0,0,0,0,,,,,,,,,,,
1536019,thermal,0,0,0,0,,,,,,,,,,,
1536020,thermal2,0,0,0,0,,,,,,,,,,,
1536021,thermalvz,0,0,0,0,,,,,,,,,,,
1536022,hybrid,0,0,0,0,,,,,,,,,,,
1536023,hybrid2,0,0,0,0,,,,,,,,,,,
1536024,hybrid3,0,0,0,0,816,6,,,,,,,,,
1536025,hybrid4,0,0,0,0,,,,,,,,,,,
1536026,vzscope,0,0,0,0,538,2,,,,,,,,,
1536027,silencer2,0,0,0,0,,,,,,,,,,,
1536028,silencer,0,0,0,0,,,,,,,,,,,
1536029,silencer3,0,0,0,0,540,7,816,10,,,,,,,
1536030,silencer4,0,0,0,0,,,,,,,,,,,
1536031,brake,0,0,0,0,538,3,812,1,,,,,,,
1536032,comp,0,0,0,0,815,2,,,,,,,,,
1536033,flashhider,0,0,0,0,,,,,,,,,,,
1536034,melee,0,0,0,0,,,,,,,,,,,
1536035,melee2,0,0,0,0,,,,,,,,,,,
1536036,choke,0,0,0,0,,,,,,,,,,,
1536037,meleeub,0,0,0,0,,,,,,,,,,,
1536038,gripang,0,0,0,0,538,7,540,5,812,6,813,8,817,9,
1536039,gripangpro,0,0,0,0,,,,,,,,,,,
1536040,gripvert,0,0,0,0,,,,,,,,,,,
1536041,gripcust,0,0,0,0,815,3,,,,,,,,,
1536042,gripcust2,0,0,0,0,,,,,,,,,,,
1536043,griprear,0,0,0,0,,,,,,,,,,,
1536044,gripvertpro,0,0,0,0,816,15,,,,,,,,,
1536045,gripdefault,0,0,0,0,,,,,,,,,,,
1536046,bipod,0,0,0,0,,,,,,,,,,,
1536047,gl,0,0,0,0,,,,,,,,,,,
1536048,ubshtgn02,0,0,0,0,,,,,,,,,,,
1536049,ubshtgn,0,0,0,0,,,,,,,,,,,
1536050,glsmoke,0,0,0,0,,,,,,,,,,,
1536051,glgas,0,0,0,0,,,,,,,,,,,
1536052,glconc,0,0,0,0,,,,,,,,,,,
1536053,glflash,0,0,0,0,,,,,,,,,,,
1536054,glincendiary,0,0,0,0,,,,,,,,,,,
1536055,glsemtex,0,0,0,0,,,,,,,,,,,
1536056,glsnap,0,0,0,0,,,,,,,,,,,
1536057,akimbo,0,0,0,0,,,,,,,,,,,
1536058,fmj,0,0,0,0,,,,,,,,,,,
1536059,xmags,0,0,0,0,815,1,817,2,,,,,,,
1536060,xmagslrg,0,0,0,0,,,,,,,,,,,
1536061,vertmags,0,0,0,0,,,,,,,,,,,
1536062,drums,0,0,0,0,,,,,,,,,,,
1536063,calcust,0,0,0,0,,,,,,,,,,,
1536064,smags,0,0,0,0,537,1,539,2,814,3,,,,,
1536065,laser,0,0,0,0,,,,,,,,,,,
