1019000,acog,0,0,0,0,,,,,,,,,,,,,,,,,
1019001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,
1019002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,
1019003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,
1019004,reflex,0,0,0,0,494,8,,,,,,,,,,,,,,,
1019005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,
1019006,reflex2,0,0,0,0,1058,2,,,,,,,,,,,,,,,
1019007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,
1019008,reflex3,0,0,0,0,919,15,,,,,,,,,,,,,,,
1019009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,
1019010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,
1019011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,
1019012,reflexmini,0,0,0,0,378,2,,,,,,,,,,,,,,,
1019013,reflexmini2,0,0,0,0,62,1,491,7,492,8,,,,,,,,,,,
1019014,reflexmini3,0,0,0,0,312,1,,,,,,,,,,,,,,,
1019015,holo,0,0,0,0,,,,,,,,,,,,,,,,,
1019016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,
1019017,holo2,0,0,0,0,490,8,,,,,,,,,,,,,,,
1019018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,
1019019,thermal,0,0,0,0,979,6,,,,,,,,,,,,,,,
1019020,thermal2,0,0,0,0,1027,2,,,,,,,,,,,,,,,
1019021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,
1019022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,
1019023,hybrid,0,0,0,0,63,2,,,,,,,,,,,,,,,
1019024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,
1019025,hybrid2,0,0,0,0,1030,1,,,,,,,,,,,,,,,
1019026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,
1019027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,
1019028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,
1019029,hybrid4,0,0,0,0,1098,10,,,,,,,,,,,,,,,
1019030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,
1019031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,
1019032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,
1019033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,
1019034,silencer,0,0,0,0,61,1,377,3,491,5,,,,,,,,,,,
1019035,silencer2,0,0,0,0,1187,1,,,,,,,,,,,,,,,
1019036,silencer3,0,0,0,0,251,7,493,2,,,,,,,,,,,,,
1019037,gripvert,0,0,0,0,313,3,,,,,,,,,,,,,,,
1019038,gripang,0,0,0,0,251,4,919,1,920,2,,,,,,,,,,,
1019039,gripangpro,0,0,0,0,491,9,492,2,,,,,,,,,,,,,
1019040,gripcust,0,0,0,0,62,2,378,12,493,1,1189,4,,,,,,,,,
1019041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,
1019042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1019043,bipod,0,0,0,0,61,1,63,2,377,3,,,,,,,,,,,
1019044,gl,0,0,0,0,1027,6,,,,,,,,,,,,,,,
1019045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,
1019046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,
1019047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,
1019048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,
1019049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,
1019050,xmags,0,0,0,0,920,1,1058,2,1187,3,,,,,,,,,,,
1019051,drums,0,0,0,0,,,,,,,,,,,,,,,,,
1019052,vertmags,0,0,0,0,252,1,493,2,979,3,1098,4,,,,,,,,,
1019053,laser,0,0,0,0,,,,,,,,,,,,,,,,,
1019054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,
1019055,laserrange,0,0,0,0,919,13,,,,,,,,,,,,,,,
1019056,laserbalanced,0,0,0,0,62,1,378,11,494,12,1027,13,1098,2,1187,3,,,,,
1019057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,
1019058,stockl,0,0,0,0,60,1,251,3,313,2,494,4,1030,5,1098,6,1189,7,,,
1019059,stockh,0,0,0,0,63,1,377,2,979,3,1187,4,,,,,,,,,
1019060,stocks,0,0,0,0,312,2,490,3,491,4,492,5,,,,,,,,,
1019061,stockno,0,0,0,0,62,1,378,2,,,,,,,,,,,,,
1019062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,
1019063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,
1019064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,
1019065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,
1019066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,
1019067,calar,0,0,0,0,,,,,,,,,,,,,,,,,
1019068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,
1019069,calcust,0,0,0,0,312,1,491,2,492,3,1030,4,,,,,,,,,
1019070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1019071,barlong,0,0,0,0,61,1,252,2,377,3,490,4,493,5,920,6,979,7,1187,8,
1019072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,
1019073,barshort,0,0,0,0,60,1,62,2,251,4,313,3,378,5,1058,6,1189,7,,,
1019074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,
1019075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,
1019076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1019077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,
1019078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,
1019079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,
1019080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,
1019081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,
1019082,trig,0,0,0,0,,,,,,,,,,,,,,,,,
1019083,melee,0,0,0,0,,,,,,,,,,,,,,,,,
1019084,brake,0,0,0,0,920,2,1058,3,1098,5,,,,,,,,,,,
1019085,comp,0,0,0,0,252,9,490,15,919,1,1189,2,,,,,,,,,
1019086,choke,0,0,0,0,,,,,,,,,,,,,,,,,
1019087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,
1019088,rack,0,0,0,0,,,,,,,,,,,,,,,,,
1019089,strap,0,0,0,0,,,,,,,,,,,,,,,,,
1019090,semi,0,0,0,0,,,,,,,,,,,,,,,,,
1019091,burst,0,0,0,0,,,,,,,,,,,,,,,,,
1019092,auto,0,0,0,0,,,,,,,,,,,,,,,,,
1019093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,
1019094,done,0,0,0,0,,,,,,,,,,,,,,,,,
1019095,scope,0,0,0,0,61,4,377,7,,,,,,,,,,,,,
1019096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,
1019097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,
1019098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,
1019099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,
1019100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,
1019101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,
1019102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,
1019103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,
1019104,bling,0,0,0,0,,,,,,,,,,,,,,,,,
1019105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,
1019106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,
1019107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,
1019108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,
1019109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,
1019110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,
1019111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,
1019112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,
1019113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,
1019114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,
1019115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,
1019116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,
1019117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,
1019118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,
1019119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,
1019120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,
1019121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,
1019122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,
1019123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,
1019124,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,
1019125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,
1019126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,
1019127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,
1019128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,
1019129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,
1019130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,
1019131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,
1019132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,
1019133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,
1019134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,
1019135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,
1019136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,
1019137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,
1019138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,
1019139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,
1019140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,
1019141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,
1019142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,
1019143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,
1019144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,
1019145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,
1019146,gripvertpro,0,0,0,0,1030,4,1058,6,,,,,,,,,,,,,
1019147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,
1019148,pistolgrip01,0,0,0,0,,,,,,,,,,,,,,,,,
1019149,pistolgrip02,0,0,0,0,252,1,,,,,,,,,,,,,,,
