12073000,ironsight,0,0,0,0,,,,,
12073001,ironsdefault,0,0,0,0,,,,,
12073002,reflexmini,0,0,0,0,,,,,
12073003,reflexmini2,0,0,0,0,,,,,
12073004,reflexmini3,0,0,0,0,,,,,
12073005,reflex,0,0,0,0,,,,,
12073006,reflex2,0,0,0,0,,,,,
12073007,reflex3,0,0,0,0,,,,,
12073008,reflex4,0,0,0,0,,,,,
12073009,scope,0,0,0,0,,,,,
12073010,reflex5,0,0,0,0,,,,,
12073011,holo,0,0,0,0,1172,1,,,
12073012,holo2,0,0,0,0,,,,,
12073013,holo3,0,0,0,0,,,,,
12073014,acog2,0,0,0,0,,,,,
12073015,acog,0,0,0,0,,,,,
12073016,scopenorail,0,0,0,0,,,,,
12073017,acog3,0,0,0,0,,,,,
12073018,acog4,0,0,0,0,,,,,
12073019,thermal,0,0,0,0,,,,,
12073020,thermal2,0,0,0,0,,,,,
12073021,thermal3,0,0,0,0,,,,,
12073022,thermalvz,0,0,0,0,,,,,
12073023,hybrid,0,0,0,0,,,,,
12073024,hybrid2,0,0,0,0,,,,,
12073025,hybrid3,0,0,0,0,,,,,
12073026,hybrid4,0,0,0,0,,,,,
12073027,vzscope,0,0,0,0,,,,,
12073028,silencer2,0,0,0,0,1137,1,,,
12073029,silencer,0,0,0,0,,,,,
12073030,silencer3,0,0,0,0,,,,,
12073031,silencer4,0,0,0,0,,,,,
12073032,brake,0,0,0,0,,,,,
12073033,comp,0,0,0,0,,,,,
12073034,flashhider,0,0,0,0,,,,,
12073035,melee,0,0,0,0,,,,,
12073036,melee2,0,0,0,0,,,,,
12073037,choke,0,0,0,0,,,,,
12073038,meleeub,0,0,0,0,,,,,
12073039,gripang,0,0,0,0,,,,,
12073040,gripangpro,0,0,0,0,1137,1,,,
12073041,gripvert,0,0,0,0,,,,,
12073042,gripcust,0,0,0,0,,,,,
12073043,gripcust2,0,0,0,0,,,,,
12073044,griprear,0,0,0,0,,,,,
12073045,gripvertpro,0,0,0,0,,,,,
12073046,gripdefault,0,0,0,0,,,,,
12073047,bipod,0,0,0,0,,,,,
12073048,gl,0,0,0,0,,,,,
12073049,ubshtgn02,0,0,0,0,,,,,
12073050,ubshtgn,0,0,0,0,,,,,
12073051,glsmoke,0,0,0,0,,,,,
12073052,glgas,0,0,0,0,,,,,
12073053,glconc,0,0,0,0,,,,,
12073054,glflash,0,0,0,0,,,,,
12073055,glincendiary,0,0,0,0,,,,,
12073056,glsemtex,0,0,0,0,,,,,
12073057,glsnap,0,0,0,0,,,,,
12073058,akimbo,0,0,0,0,,,,,
12073059,fmj,0,0,0,0,,,,,
12073060,xmags,0,0,0,0,,,,,
12073061,drums,0,0,0,0,,,,,
12073062,xmagslrg,0,0,0,0,,,,,
12073063,vertmags,0,0,0,0,,,,,
12073064,calcust,0,0,0,0,,,,,
12073065,smags,0,0,0,0,,,,,
12073066,calcust2,0,0,0,0,,,,,
12073067,laser,0,0,0,0,,,,,
12073068,laserir,0,0,0,0,,,,,
12073069,laserrange,0,0,0,0,,,,,
12073070,laserbalanced,0,0,0,0,,,,,
12073071,laserads,0,0,0,0,,,,,
12073072,stockl,0,0,0,0,,,,,
12073073,stockcust,0,0,0,0,,,,,
12073074,stocks,0,0,0,0,,,,,
12073075,pistolgrip02,0,0,0,0,,,,,
12073076,stockno,0,0,0,0,,,,,
12073077,guardlight,0,0,0,0,,,,,
12073078,stockh,0,0,0,0,,,,,
12073079,stockfold,0,0,0,0,,,,,
12073080,pistolgrip03,0,0,0,0,,,,,
12073081,pistolgrip01,0,0,0,0,,,,,
12073082,pistolgrip06,0,0,0,0,,,,,
12073083,pistolgrip04,0,0,0,0,1172,1,,,
12073084,guardheavy,0,0,0,0,,,,,
12073085,guardcust,0,0,0,0,,,,,
12073086,calsmg,0,0,0,0,,,,,
12073087,calsmgdrums,0,0,0,0,,,,,
12073088,calar,0,0,0,0,,,,,
12073089,calsnpr,0,0,0,0,,,,,
12073090,vertmags2,0,0,0,0,1137,1,1172,2,
12073091,calcustmags,0,0,0,0,,,,,
12073092,calcustmags2,0,0,0,0,,,,,
12073093,bolt,0,0,0,0,,,,,
12073094,bolt2,0,0,0,0,,,,,
12073095,bolt3,0,0,0,0,,,,,
12073096,bolt4,0,0,0,0,,,,,
12073097,barcust3,0,0,0,0,,,,,
12073098,barlong,0,0,0,0,,,,,
12073099,barcust,0,0,0,0,1137,1,,,
12073100,barmid,0,0,0,0,,,,,
12073101,barshort,0,0,0,0,,,,,
12073102,barcust2,0,0,0,0,,,,,
12073103,barsil,0,0,0,0,,,,,
12073104,barsil2,0,0,0,0,,,,,
12073105,barcustnoguard,0,0,0,0,,,,,
12073106,barextra,0,0,0,0,,,,,
12073107,barshortnoguard,0,0,0,0,,,,,
12073108,pistolgrip05,0,0,0,0,,,,,
12073109,linearbrake,0,0,0,0,,,,,
12073110,cabletac,0,0,0,0,,,,,
12073111,triggripcust,0,0,0,0,,,,,
12073112,trigcust,0,0,0,0,,,,,
12073113,trigcust02,0,0,0,0,,,,,
12073114,trigcust03,0,0,0,0,,,,,
12073115,trig,0,0,0,0,,,,,
12073116,triggrip,0,0,0,0,,,,,
12073117,rack,0,0,0,0,,,,,
12073118,strap,0,0,0,0,,,,,
12073119,semi,0,0,0,0,,,,,
12073120,burst,0,0,0,0,,,,,
12073121,auto,0,0,0,0,,,,,
12073122,done,0,0,0,0,,,,,
12073123,scopenvg,0,0,0,0,,,,,
12073124,toprailcust,0,0,0,0,,,,,
12073125,recstocks,0,0,0,0,,,,,
12073126,recstockl,0,0,0,0,,,,,
12073127,recstockh,0,0,0,0,,,,,
12073128,adsmove,0,0,0,0,,,,,
12073129,adsidle,0,0,0,0,,,,,
12073130,bling,0,0,0,0,,,,,
12073131,crouchrecoil,0,0,0,0,,,,,
12073132,fastswap,0,0,0,0,,,,,
12073133,fastreload,0,0,0,0,,,,,
12073134,flinch,0,0,0,0,,,,,
12073135,hipaim,0,0,0,0,,,,,
12073136,maxammo,0,0,0,0,,,,,
12073137,gunperk_semi,0,0,0,0,,,,,
12073138,gunperk_auto,0,0,0,0,,,,,
12073139,gunperk_burst,0,0,0,0,,,,,
12073140,gunperk_ricochet,0,0,0,0,,,,,
12073141,gunperk_recoil,0,0,0,0,,,,,
12073142,gunperk_rof,0,0,0,0,,,,,
12073143,gunperk_adsup,0,0,0,0,,,,,
12073144,gunperk_xmags,0,0,0,0,,,,,
12073145,gunperk_fastmelee,0,0,0,0,,,,,
12073146,gunperk_range,0,0,0,0,,,,,
12073147,gunperk_stalker,0,0,0,0,,,,,
12073148,muzzlestable,0,0,0,0,,,,,
12073149,muzzlestable2,0,0,0,0,,,,,
12073150,gunperk_burst3fast,0,0,0,0,,,,,
12073151,gunperk_burst4,0,0,0,0,,,,,
12073152,gunperk_burst4fast,0,0,0,0,,,,,
12073153,gunperk_xp,0,0,0,0,,,,,
12073154,gunperk_dexterity,0,0,0,0,,,,,
12073155,gunperk_enemytag,0,0,0,0,,,,,
12073156,gunperk_callout,0,0,0,0,,,,,
12073157,gunperk_glintreduce,0,0,0,0,,,,,
12073158,gunperk_hardmelee,0,0,0,0,,,,,
12073159,gunperk_holdbreath,0,0,0,0,,,,,
12073160,gunperk_marksman,0,0,0,0,,,,,
12073161,gunperk_stancespeed,0,0,0,0,,,,,
12073162,gunperk_binarytrigger,0,0,0,0,,,,,
12073163,ammomod_impact,0,0,0,0,,,,,
12073164,ammomod_slow,0,0,0,0,,,,,
12073165,ammomod_subsonic,0,0,0,0,,,,,
12073166,ammomod_wound,0,0,0,0,,,,,
12073167,ammomod_incendiary,0,0,0,0,,,,,
12073168,ammomod_762,0,0,0,0,,,,,
12073169,ammomod_exitdamage,0,0,0,0,,,,,
