340000,200CP,consumable,200,MWCP00,f41de2be-1bf8-4da8-b5d3-59f7efda67eb,47076,59670,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340001,1100CP,consumable,1100,MWCP02,3fd2ad9b-009f-40a9-bd95-a8cde957f233,47096,59652,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340002,2400CP,consumable,2400,MWCP03,0db1c991-115c-46cb-b11c-a391eefeecaf,47097,59691,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340003,5000CP,consumable,5000,MWCP04,b2f1f969-a90a-4c67-b83a-48c111856ce9,47098,59692,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340004,9500CP,consumable,9500,MWCP05,db3930a2-cd72-4a15-8768-0203e50ee128,47099,59693,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340005,13000CP,consumable,13000,MWCP06,df2563ad-5366-4ad8-b87f-0b85e8990e96,47100,59653,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340006,standard_edition,durable,,,a6b6383a-05c5-4bd1-886e-590a827b4c20,,,LUA_MENU/STANDARD_EDITION,mw_store_billboard_upgrade_standard,0,0,202,99,192,,,,,,,,,,,,,,
340007,operator_edition,durable,,,a3ff7ed1-f25d-4bd7-a7b3-2ddc9b3bbce8,,,LUA_MENU/BATTLE_PASS_EDITION,mw_store_billboard_upgrade_operator,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,,
340008,operator_enhanced,durable,3000,,dbd73aa9-d999-4f24-9e40-51c7de2d0d9d,,,LUA_MENU/OPERATOR_ENHANCED_EDITION,mw_store_billboard_upgrade_operator_enhanced,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,,
340009,precision_edition,durable,,MWIN06,67ba3a41-d595-42e8-b529-35a2dd7637e8,,,LUA_MENU/PRECISION_EDITION,mw_store_billboard_upgrade_precision,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,20009,20021,20000,99,192,,
340010,igs_loyalty_edition,durable,3000,CODMWIGS00000001,ae992aa5-7591-4c8a-ab47-45a5e8822f06,,,LUA_MENU/IGS_LOYALTY_EDITION,mw_store_billboard_upgrade_loyalty,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,,
340011,bnet_base_game,durable,,,,29256,,,,,,370000,,,,,,,,,,,,,,,,
340012,bnet_gamemode_1,durable,,,,43336,,,,,,370001,,,,,,,,,,,,,,,,
340013,bnet_gamemode_2,durable,,,,43356,,,,,,370002,,,,,,,,,,,,,,,,
340014,bnet_gamemode_3,durable,,,,43337,,,,,,370003,,,,,,,,,,,,,,,,
340015,bnet_gamemode_4,durable,,,,43338,,,,,,370004,,,,,,,,,,,,,,,,
340016,bnet_gamemode_5,durable,,,,43339,,,,,,370005,,,,,,,,,,,,,,,,
340017,bnet_preorder_items,durable,,,,43343,,,,,,370007,,,,,,,,,,,,,,,,
340018,bnet_preorder_consumables,consumable,,,,43344,,,,,,,,,,,,,,,,,,,,,,
340019,bnet_standard_ed_items,durable,,,,43345,,LUA_MENU/STANDARD_EDITION,magma_upsell_billboard_standard,0,1,370008,202,99,192,,,,,,,,,,,,,
340020,bnet_standard_ed_cnsm,consumable,,,,43396,,,,,,,,,,,,,,,,,,,,,,
340021,bnet_operator_ed_items,durable,,,,43346,,LUA_MENU/OPERATOR_EDITION,mw_store_billboard_upgrade_operator,0,1,370009,30271,170,170135,30272,149,170134,30270,93,170136,20009,20021,20000,,,,
340022,bnet_operator_ed_cnsm,consumable,,,,43397,,,,,,,,,,,,,,,,,,,,,,
340023,bnet_enhanced_ed_items,durable,,,,43398,,LUA_MENU/BATTLE_PASS_EDITION,magma_upsell_billboard_battlepass,0,1,370010,,,,,,,,,,,,,,,,
340024,bnet_enhanced_ed_cnsm,consumable,3000,,,43347,,,,,,,,,,,,,,,,,,,,,,
340025,bnet_retail_ce_items1,durable,,,,50076,,,,,,370011,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,
340026,bnet_retail_ce_items2,durable,,,,,,,,,,,,,,,,,,,,,,,,,,
340027,retail_specialist1,durable,,MWIN07,5828d29e-59fe-4e88-b619-93b32f5935df,50077,,LUA_MENU_MP/COD_ENDOWMENT,mw_store_billboard_code,0,1,370012,170114,,,,,,,,,,,,,,,
340028,retail_specialist2,durable,,MWIN05,1f33e67b-950a-4f78-baea-9b752196fde6,,,LUA_MENU/RECON_DRONE_PACK,mw_store_billboard_drones,0,1,180304,170257,80128,,,,,,,,,,,,,,
340029,500CP,consumable,500,MWCP01,b9976fcd-dc05-4f67-8d1f-6f67a3c97321,47077,59690,LUA_MENU/COD_POINTS,icon_currency_codpoints_large,1,1,,,,,,,,,,,,,,,,,
340030,code_defender,durable,,MWCDE1,227952e1-83da-48ff-8873-aaa4fbbb917e,51036,,LUA_MENU_MP/COD_ENDOWMENT,mw_store_billboard_code,0,1,96,270102,80060,330005,40020,190073,190074,180197,180195,180196,170110,370013,,,,,
340031,standard_edition_ps4,durable,,MWIN02,,,,LUA_MENU/STANDARD_EDITION,magma_upsell_billboard_standard,0,0,202,99,192,,,,,,,,,,,,,,
340032,operator_edition_ps4,durable,,MWIN03,,,,LUA_MENU/BATTLE_PASS_EDITION,mw_store_billboard_upgrade_mw_battlepass,0,1,30271,170,170135,30272,149,170134,30270,93,170136,20009,20021,20000,,,,,
340033,operator_enhanced_ps4,durable,3000,MWIN04,,,,LUA_MENU/OPERATOR_ENHANCED_EDITION,magma_upsell_billboard_battlepass,0,1,,,,,,,,,,,,,,,,,
340034,launch_standard_edition,durable,,,0c28c7c3-8ae2-44f3-ba45-6901534e6e5c,,,LUA_MENU/STANDARD_EDITION,magma_upsell_billboard_standard,0,0,202,99,192,,,,,,,,,,,,,,
340035,launch_operator_edition,durable,,,da61e8ab-3cb5-4cb4-8f6f-3f8a008a436d,,,LUA_MENU/OPERATOR_EDITION,mw_store_billboard_upgrade_operator,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,,
340036,launch_operator_enhanced,durable,3000,,d48649ab-f3ab-4f6b-bf30-fec30d1e7387,,,LUA_MENU/OPERATOR_ENHANCED_EDITION,magma_upsell_billboard_battlepass,0,1,202,30271,170,170135,30272,149,170134,30270,93,170136,99,192,20009,20021,20000,,
