1021000,acog,0,0,0,0,70,1,,,,,,,,,,,
1021001,acoglight,0,0,0,0,,,,,,,,,,,,,
1021002,acog2,0,0,0,0,190,3,,,,,,,,,,,
1021003,acog2light,0,0,0,0,,,,,,,,,,,,,
1021004,reflex,0,0,0,0,,,,,,,,,,,,,
1021005,reflexlight,0,0,0,0,,,,,,,,,,,,,
1021006,reflex2,0,0,0,0,551,1,,,,,,,,,,,
1021007,reflex2light,0,0,0,0,,,,,,,,,,,,,
1021008,reflex3,0,0,0,0,225,5,,,,,,,,,,,
1021009,reflex3light,0,0,0,0,,,,,,,,,,,,,
1021010,reflex4,0,0,0,0,,,,,,,,,,,,,
1021011,reflex4light,0,0,0,0,,,,,,,,,,,,,
1021012,reflexmini,0,0,0,0,,,,,,,,,,,,,
1021013,reflexmini2,0,0,0,0,1114,14,,,,,,,,,,,
1021014,reflexmini3,0,0,0,0,,,,,,,,,,,,,
1021015,holo,0,0,0,0,,,,,,,,,,,,,
1021016,hololight,0,0,0,0,,,,,,,,,,,,,
1021017,holo2,0,0,0,0,,,,,,,,,,,,,
1021018,holo2light,0,0,0,0,,,,,,,,,,,,,
1021019,thermal,0,0,0,0,71,2,,,,,,,,,,,
1021020,thermal2,0,0,0,0,,,,,,,,,,,,,
1021021,thermalvz,0,0,0,0,,,,,,,,,,,,,
1021022,thermal2vz,0,0,0,0,,,,,,,,,,,,,
1021023,hybrid,0,0,0,0,,,,,,,,,,,,,
1021024,hybridlight,0,0,0,0,,,,,,,,,,,,,
1021025,hybrid2,0,0,0,0,553,14,,,,,,,,,,,
1021026,hybrid2light,0,0,0,0,,,,,,,,,,,,,
1021027,hybrid3,0,0,0,0,311,1,,,,,,,,,,,
1021028,hybrid3light,0,0,0,0,,,,,,,,,,,,,
1021029,hybrid4,0,0,0,0,,,,,,,,,,,,,
1021030,hybrid4light,0,0,0,0,,,,,,,,,,,,,
1021031,ironsight,0,0,0,0,,,,,,,,,,,,,
1021032,ironsdefault,0,0,0,0,,,,,,,,,,,,,
1021033,vzscope,0,0,0,0,69,2,,,,,,,,,,,
1021034,silencer,0,0,0,0,69,1,,,,,,,,,,,
1021035,silencer2,0,0,0,0,,,,,,,,,,,,,
1021036,silencer3,0,0,0,0,1026,3,1114,5,,,,,,,,,
1021037,gripvert,0,0,0,0,641,8,1026,15,,,,,,,,,
1021038,gripang,0,0,0,0,553,12,,,,,,,,,,,
1021039,gripangpro,0,0,0,0,225,10,,,,,,,,,,,
1021040,gripcust,0,0,0,0,,,,,,,,,,,,,
1021041,gripdefault,0,0,0,0,,,,,,,,,,,,,
1021042,gripcust2,0,0,0,0,,,,,,,,,,,,,
1021043,bipod,0,0,0,0,69,1,70,2,,,,,,,,,
1021044,gl,0,0,0,0,,,,,,,,,,,,,
1021045,glsmoke,0,0,0,0,,,,,,,,,,,,,
1021046,glgas,0,0,0,0,,,,,,,,,,,,,
1021047,glconc,0,0,0,0,,,,,,,,,,,,,
1021048,akimbo,0,0,0,0,,,,,,,,,,,,,
1021049,fmj,0,0,0,0,,,,,,,,,,,,,
1021050,xmags,0,0,0,0,,,,,,,,,,,,,
1021051,drums,0,0,0,0,,,,,,,,,,,,,
1021052,vertmags,0,0,0,0,,,,,,,,,,,,,
1021053,laser,0,0,0,0,552,5,,,,,,,,,,,
1021054,laserir,0,0,0,0,,,,,,,,,,,,,
1021055,laserrange,0,0,0,0,,,,,,,,,,,,,
1021056,laserbalanced,0,0,0,0,190,1,1026,11,1114,8,,,,,,,
1021057,laserads,0,0,0,0,,,,,,,,,,,,,
1021058,stockl,0,0,0,0,311,1,553,2,,,,,,,,,
1021059,stockh,0,0,0,0,71,1,225,2,551,3,554,4,,,,,
1021060,stocks,0,0,0,0,68,1,642,3,643,4,644,2,,,,,
1021061,stockno,0,0,0,0,552,1,641,2,,,,,,,,,
1021062,stockfold,0,0,0,0,,,,,,,,,,,,,
1021063,stockcust,0,0,0,0,,,,,,,,,,,,,
1021064,bolt,0,0,0,0,,,,,,,,,,,,,
1021065,calsmg,0,0,0,0,,,,,,,,,,,,,
1021066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,
1021067,calar,0,0,0,0,,,,,,,,,,,,,
1021068,calsnpr,0,0,0,0,,,,,,,,,,,,,
1021069,calcust,0,0,0,0,,,,,,,,,,,,,
1021070,calcust2,0,0,0,0,,,,,,,,,,,,,
1021071,barlong,0,0,0,0,71,1,190,2,641,3,1114,4,,,,,
1021072,barmid,0,0,0,0,553,2,,,,,,,,,,,
1021073,barshort,0,0,0,0,68,2,225,1,311,3,551,4,552,5,643,6,
1021074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,
1021075,barcust,0,0,0,0,,,,,,,,,,,,,
1021076,barcust2,0,0,0,0,,,,,,,,,,,,,
1021077,triggripcust,0,0,0,0,,,,,,,,,,,,,
1021078,triggrip,0,0,0,0,,,,,,,,,,,,,
1021079,trigcust,0,0,0,0,,,,,,,,,,,,,
1021080,trigcust02,0,0,0,0,,,,,,,,,,,,,
1021081,trigcust03,0,0,0,0,,,,,,,,,,,,,
1021082,trig,0,0,0,0,,,,,,,,,,,,,
1021083,melee,0,0,0,0,,,,,,,,,,,,,
1021084,brake,0,0,0,0,190,2,311,9,642,1,,,,,,,
1021085,comp,0,0,0,0,553,2,643,9,644,10,,,,,,,
1021086,choke,0,0,0,0,,,,,,,,,,,,,
1021087,linearbrake,0,0,0,0,,,,,,,,,,,,,
1021088,rack,0,0,0,0,,,,,,,,,,,,,
1021089,strap,0,0,0,0,,,,,,,,,,,,,
1021090,semi,0,0,0,0,,,,,,,,,,,,,
1021091,burst,0,0,0,0,,,,,,,,,,,,,
1021092,auto,0,0,0,0,,,,,,,,,,,,,
1021093,griprear,0,0,0,0,,,,,,,,,,,,,
1021094,done,0,0,0,0,,,,,,,,,,,,,
1021095,scope,0,0,0,0,554,12,,,,,,,,,,,
1021096,scopenvg,0,0,0,0,,,,,,,,,,,,,
1021097,scopenorail,0,0,0,0,,,,,,,,,,,,,
1021098,toprailcust,0,0,0,0,,,,,,,,,,,,,
1021099,recstocks,0,0,0,0,,,,,,,,,,,,,
1021100,recstockl,0,0,0,0,,,,,,,,,,,,,
1021101,recstockh,0,0,0,0,,,,,,,,,,,,,
1021102,adsmove,0,0,0,0,,,,,,,,,,,,,
1021103,adsidle,0,0,0,0,,,,,,,,,,,,,
1021104,bling,0,0,0,0,,,,,,,,,,,,,
1021105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,
1021106,fastswap,0,0,0,0,,,,,,,,,,,,,
1021107,fastreload,0,0,0,0,,,,,,,,,,,,,
1021108,flinch,0,0,0,0,,,,,,,,,,,,,
1021109,hipaim,0,0,0,0,,,,,,,,,,,,,
1021110,maxammo,0,0,0,0,,,,,,,,,,,,,
1021111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,
1021112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,
1021113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,
1021114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,
1021115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,
1021116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,
1021117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,
1021118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,
1021119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,
1021120,gunperk_range,0,0,0,0,,,,,,,,,,,,,
1021121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,
1021122,muzzlestable,0,0,0,0,,,,,,,,,,,,,
1021123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,
1021124,flashhider,0,0,0,0,,,,,,,,,,,,,
1021125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,
1021126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,
1021127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,
1021128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,
1021129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,
1021130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,
1021131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,
1021132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,
1021133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,
1021134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,
1021135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,
1021136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,
1021137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,
1021138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,
1021139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,
1021140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,
1021141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,
1021142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,
1021143,ammomod_762,0,0,0,0,,,,,,,,,,,,,
1021144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,
1021145,xmagslrg,0,0,0,0,70,1,641,4,1114,5,,,,,,,
1021146,gripvertpro,0,0,0,0,311,8,554,2,,,,,,,,,
1021147,reargrip,0,0,0,0,,,,,,,,,,,,,
1021148,pistolgrip01,0,0,0,0,,,,,,,,,,,,,
1021149,pistolgrip02,0,0,0,0,551,2,552,3,554,4,644,5,,,,,
1021150,pistolgrip03,0,0,0,0,1026,1,,,,,,,,,,,
1021151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,
1021152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,
1021153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,
1021154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,
1021155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,
1021156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,
1021157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,
1021158,ubshtgn,0,0,0,0,551,8,,,,,,,,,,,
1021159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,
1021160,gloves01,0,0,0,0,,,,,,,,,,,,,
1021161,gloves02,0,0,0,0,,,,,,,,,,,,,
1021162,magrelease,0,0,0,0,,,,,,,,,,,,,
1021163,hammer01,0,0,0,0,,,,,,,,,,,,,
1021164,hammer02,0,0,0,0,,,,,,,,,,,,,
1021165,hammer03,0,0,0,0,,,,,,,,,,,,,
1021166,hammer04,0,0,0,0,,,,,,,,,,,,,
1021167,guard,0,0,0,0,,,,,,,,,,,,,
1021168,mod_infil,0,0,0,0,,,,,,,,,,,,,
1021169,acog3,0,0,0,0,642,6,,,,,,,,,,,
1021170,holo3,0,0,0,0,,,,,,,,,,,,,
1021171,meleeub,0,0,0,0,,,,,,,,,,,,,
1021172,melee2,0,0,0,0,,,,,,,,,,,,,
1021173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,
1021174,stockcomb,0,0,0,0,,,,,,,,,,,,,
1021175,glflash,0,0,0,0,,,,,,,,,,,,,
1021176,glincendiary,0,0,0,0,,,,,,,,,,,,,
1021177,glsemtex,0,0,0,0,,,,,,,,,,,,,
1021178,glsnap,0,0,0,0,,,,,,,,,,,,,
1021179,guardheavy,0,0,0,0,,,,,,,,,,,,,
1021180,guardcust,0,0,0,0,,,,,,,,,,,,,
1021181,guardlight,0,0,0,0,,,,,,,,,,,,,
1021182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,
1021183,silencer4,0,0,0,0,,,,,,,,,,,,,
1021184,barsil,0,0,0,0,,,,,,,,,,,,,
1021185,barsil2,0,0,0,0,,,,,,,,,,,,,
1021186,cablel,0,0,0,0,,,,,,,,,,,,,
1021187,cableh,0,0,0,0,,,,,,,,,,,,,
1021188,cabletac,0,0,0,0,,,,,,,,,,,,,
1021189,reflex5,0,0,0,0,,,,,,,,,,,,,
1021190,acog4,0,0,0,0,,,,,,,,,,,,,
1021191,bolt2,0,0,0,0,,,,,,,,,,,,,
1021192,bolt3,0,0,0,0,,,,,,,,,,,,,
1021193,bolt4,0,0,0,0,,,,,,,,,,,,,
1021194,smags,0,0,0,0,,,,,,,,,,,,,
1021195,vertmags2,0,0,0,0,,,,,,,,,,,,,
1021196,calcustmags2,0,0,0,0,,,,,,,,,,,,,
1021197,calcustmags,0,0,0,0,,,,,,,,,,,,,
1021198,barextra,0,0,0,0,,,,,,,,,,,,,
1021199,thermal3,0,0,0,0,,,,,,,,,,,,,
1021200,bolthvy,0,0,0,0,,,,,,,,,,,,,
1021201,boltl,0,0,0,0,,,,,,,,,,,,,
1021202,bolttac,0,0,0,0,,,,,,,,,,,,,
1021203,barcust3,0,0,0,0,,,,,,,,,,,,,
1021204,front,0,0,0,0,,,,,,,,,,,,,
1021205,fastmags,0,0,0,0,,,,,,,,,,,,,
1021206,fastmags2,0,0,0,0,,,,,,,,,,,,,
1021207,smags2,0,0,0,0,,,,,,,,,,,,,
1021208,lasermix,0,0,0,0,,,,,,,,,,,,,
1021209,lasermix2,0,0,0,0,,,,,,,,,,,,,
1021210,vzscope3,0,0,0,0,,,,,,,,,,,,,
1021211,vzscope2,0,0,0,0,,,,,,,,,,,,,
