1027000,acog,0,0,0,0,,,,,,,,,,,,,,,
1027001,acoglight,0,0,0,0,,,,,,,,,,,,,,,
1027002,acog2,0,0,0,0,,,,,,,,,,,,,,,
1027003,acog2light,0,0,0,0,,,,,,,,,,,,,,,
1027004,reflex,0,0,0,0,284,5,,,,,,,,,,,,,
1027005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,
1027006,reflex2,0,0,0,0,,,,,,,,,,,,,,,
1027007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,
1027008,reflex3,0,0,0,0,,,,,,,,,,,,,,,
1027009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,
1027010,reflex4,0,0,0,0,426,3,614,6,,,,,,,,,,,
1027011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,
1027012,reflexmini,0,0,0,0,,,,,,,,,,,,,,,
1027013,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,
1027014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,
1027015,holo,0,0,0,0,,,,,,,,,,,,,,,
1027016,hololight,0,0,0,0,,,,,,,,,,,,,,,
1027017,holo2,0,0,0,0,,,,,,,,,,,,,,,
1027018,holo2light,0,0,0,0,,,,,,,,,,,,,,,
1027019,thermal,0,0,0,0,,,,,,,,,,,,,,,
1027020,thermal2,0,0,0,0,617,3,,,,,,,,,,,,,
1027021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,
1027022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,
1027023,hybrid,0,0,0,0,296,4,,,,,,,,,,,,,
1027024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,
1027025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,
1027026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,
1027027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,
1027028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,
1027029,hybrid4,0,0,0,0,427,4,613,9,,,,,,,,,,,
1027030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,
1027031,ironsight,0,0,0,0,,,,,,,,,,,,,,,
1027032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,
1027033,vzscope,0,0,0,0,129,1,616,2,755,3,,,,,,,,,
1027034,silencer,0,0,0,0,130,4,,,,,,,,,,,,,
1027035,silencer2,0,0,0,0,616,4,,,,,,,,,,,,,
1027036,silencer3,0,0,0,0,129,1,426,5,615,6,617,8,755,9,,,,,
1027037,gripvert,0,0,0,0,,,,,,,,,,,,,,,
1027038,gripang,0,0,0,0,426,1,612,2,615,3,616,4,,,,,,,
1027039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,
1027040,gripcust,0,0,0,0,128,13,296,10,,,,,,,,,,,
1027041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,
1027042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,
1027043,bipod,0,0,0,0,756,1,,,,,,,,,,,,,
1027044,gl,0,0,0,0,,,,,,,,,,,,,,,
1027045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,
1027046,glgas,0,0,0,0,,,,,,,,,,,,,,,
1027047,glconc,0,0,0,0,,,,,,,,,,,,,,,
1027048,akimbo,0,0,0,0,,,,,,,,,,,,,,,
1027049,fmj,0,0,0,0,,,,,,,,,,,,,,,
1027050,xmags,0,0,0,0,128,1,129,4,614,6,617,5,,,,,,,
1027051,drums,0,0,0,0,,,,,,,,,,,,,,,
1027052,vertmags,0,0,0,0,,,,,,,,,,,,,,,
1027053,laser,0,0,0,0,,,,,,,,,,,,,,,
1027054,laserir,0,0,0,0,,,,,,,,,,,,,,,
1027055,laserrange,0,0,0,0,,,,,,,,,,,,,,,
1027056,laserbalanced,0,0,0,0,614,15,757,9,,,,,,,,,,,
1027057,laserads,0,0,0,0,,,,,,,,,,,,,,,
1027058,stockl,0,0,0,0,,,,,,,,,,,,,,,
1027059,stockh,0,0,0,0,,,,,,,,,,,,,,,
1027060,stocks,0,0,0,0,,,,,,,,,,,,,,,
1027061,stockno,0,0,0,0,,,,,,,,,,,,,,,
1027062,stockfold,0,0,0,0,,,,,,,,,,,,,,,
1027063,stockcust,0,0,0,0,,,,,,,,,,,,,,,
1027064,bolt,0,0,0,0,,,,,,,,,,,,,,,
1027065,calsmg,0,0,0,0,,,,,,,,,,,,,,,
1027066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,
1027067,calar,0,0,0,0,,,,,,,,,,,,,,,
1027068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,
1027069,calcust,0,0,0,0,,,,,,,,,,,,,,,
1027070,calcust2,0,0,0,0,,,,,,,,,,,,,,,
1027071,barlong,0,0,0,0,126,1,130,2,427,3,613,7,615,4,616,5,755,6,
1027072,barmid,0,0,0,0,,,,,,,,,,,,,,,
1027073,barshort,0,0,0,0,284,3,296,2,426,4,,,,,,,,,
1027074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,
1027075,barcust,0,0,0,0,,,,,,,,,,,,,,,
1027076,barcust2,0,0,0,0,,,,,,,,,,,,,,,
1027077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,
1027078,triggrip,0,0,0,0,,,,,,,,,,,,,,,
1027079,trigcust,0,0,0,0,,,,,,,,,,,,,,,
1027080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,
1027081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,
1027082,trig,0,0,0,0,,,,,,,,,,,,,,,
1027083,melee,0,0,0,0,,,,,,,,,,,,,,,
1027084,brake,0,0,0,0,127,2,296,4,427,10,756,7,,,,,,,
1027085,comp,0,0,0,0,128,4,613,3,757,7,,,,,,,,,
1027086,choke,0,0,0,0,,,,,,,,,,,,,,,
1027087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,
1027088,rack,0,0,0,0,,,,,,,,,,,,,,,
1027089,strap,0,0,0,0,,,,,,,,,,,,,,,
1027090,semi,0,0,0,0,,,,,,,,,,,,,,,
1027091,burst,0,0,0,0,,,,,,,,,,,,,,,
1027092,auto,0,0,0,0,,,,,,,,,,,,,,,
1027093,griprear,0,0,0,0,,,,,,,,,,,,,,,
1027094,done,0,0,0,0,,,,,,,,,,,,,,,
1027095,scope,0,0,0,0,127,1,130,2,615,3,756,4,757,5,,,,,
1027096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,
1027097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,
1027098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,
1027099,recstocks,0,0,0,0,,,,,,,,,,,,,,,
