0,0,
1,128813952860201670,
2,105274990223626166,
3,111598811728841633,
4,135061095697192752,
5,128123833779468182,
6,142429598751465860,
7,88716689477143191,
8,141791874922157580,
9,90948182988446407,
10,80954580529239600,
11,111875054989702809,
12,102216274850832339,
13,105204125966658907,
14,81612463112206743,
15,112845180667149774,
16,104708897079083656,
17,76968995170919221,
18,87321952053350018,
19,116685008273981424,
20,109833576107473800,
21,124653074264101153,
22,119616243214670700,
23,72903632854407735,
24,124039066410712192,
25,73551867541508599,
26,117298950979366973,
27,106362920129897396,
28,78331202971335785,
29,130693175646756085,
30,124627913405009823,
31,90871429900372778,
32,81838492167919502,
33,81761785901973031,
34,73646784940488917,
35,92303183014459301,
36,75142682498821140,
37,139734185748024263,
38,126479702315193420,
39,75707556817494654,
40,87648696104215953,
41,117660441573318988,
42,121028796608227838,
43,130874286918377344,
44,118414572271818491,
45,136532206099508669,
46,137701822527114646,
47,120751479202871169,
48,97038058055927417,
49,128036360014590882,
50,131446815375701751,
51,84002725034771726,
52,114423606808883016,
53,116780473776904695,
54,118921820194575400,
55,90724185668088196,
56,76843440488669193,
57,122261494868617471,
58,122069662327312074,
59,103921971375291393,
60,77308594387239424,
61,94724666160024746,
62,128461343550001763,
63,135900261313185484,
64,142442550556527048,
65,74562703403979640,
66,140861876645608074,
67,111250822692903409,
68,112087589542598345,
69,86085021739570736,
70,89104766552783793,
71,87244287572518741,
72,79128549155690627,
73,132480514046818243,
74,99892043584276433,
75,101354062983006533,
76,116783134184660755,
77,132178330729370471,
78,96688899733339292,
79,78991662020396441,
80,105044113417253802,
81,107334137407760545,
82,114564047390355702,
83,104442228638910578,
84,83842652822110664,
85,138411406042931464,
86,125828529818171006,
87,134135335702292300,
88,122028817537940184,
89,124668111653226780,
90,124181061616788519,
91,130623187215143573,
92,126843177366500235,
93,130988227317055447,
94,110552585243549459,
95,80476144735924634,
96,98144412568334833,
97,90374006294627310,
98,142792350543635349,
99,124810041654219061,
100,129517790431044090,
