1035000,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035004,reflex,0,0,0,0,162,2,267,4,,,,,,,,,,,,,,,
1035005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035012,reflexmini,0,0,0,0,765,8,939,10,,,,,,,,,,,,,,,
1035013,reflexmini2,0,0,0,0,472,6,,,,,,,,,,,,,,,,,
1035014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035017,holo2,0,0,0,0,269,5,,,,,,,,,,,,,,,,,
1035018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035034,silencer,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035035,silencer2,0,0,0,0,159,1,472,2,,,,,,,,,,,,,,,
1035036,silencer3,0,0,0,0,475,1,765,2,,,,,,,,,,,,,,,
1035037,gripvert,0,0,0,0,268,1,764,4,1116,3,,,,,,,,,,,,,
1035038,gripang,0,0,0,0,467,3,472,4,475,5,,,,,,,,,,,,,
1035039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035050,xmags,0,0,0,0,159,2,160,1,475,6,763,3,1050,4,1116,5,,,,,,,
1035051,drums,0,0,0,0,467,2,472,3,473,4,,,,,,,,,,,,,
1035052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035053,laser,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035055,laserrange,0,0,0,0,473,4,763,5,1050,9,1116,10,,,,,,,,,,,
1035056,laserbalanced,0,0,0,0,764,3,939,15,968,1,,,,,,,,,,,,,
1035057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035058,stockl,0,0,0,0,763,1,,,,,,,,,,,,,,,,,
1035059,stockh,0,0,0,0,268,1,472,2,,,,,,,,,,,,,,,
1035060,stocks,0,0,0,0,159,1,161,2,474,3,764,5,,,,,,,,,,,
1035061,stockno,0,0,0,0,467,1,473,2,1050,3,,,,,,,,,,,,,
1035062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035070,calcust2,0,0,0,0,269,1,474,2,,,,,,,,,,,,,,,
1035071,barlong,0,0,0,0,161,1,268,2,269,3,467,4,474,5,765,9,968,6,1050,7,1116,8,
1035072,barmid,0,0,0,0,159,1,,,,,,,,,,,,,,,,,
1035073,barshort,0,0,0,0,475,2,763,1,,,,,,,,,,,,,,,
1035074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035084,brake,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035085,comp,0,0,0,0,939,1,,,,,,,,,,,,,,,,,
1035086,choke,0,0,0,0,268,2,968,6,1050,7,,,,,,,,,,,,,
1035087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035124,flashhider,0,0,0,0,162,1,,,,,,,,,,,,,,,,,
1035125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035146,gripvertpro,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035148,pistolgrip01,0,0,0,0,162,2,269,1,,,,,,,,,,,,,,,
1035149,pistolgrip02,0,0,0,0,159,1,473,2,474,3,,,,,,,,,,,,,
1035150,pistolgrip03,0,0,0,0,939,1,,,,,,,,,,,,,,,,,
1035151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,
1035152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,,,
