1032000,acog,0,0,0,0,285,1,,,,,,,,,,,,,
1032001,acoglight,0,0,0,0,,,,,,,,,,,,,,,
1032002,acog2,0,0,0,0,429,1,,,,,,,,,,,,,
1032003,acog2light,0,0,0,0,,,,,,,,,,,,,,,
1032004,reflex,0,0,0,0,,,,,,,,,,,,,,,
1032005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,
1032006,reflex2,0,0,0,0,,,,,,,,,,,,,,,
1032007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,
1032008,reflex3,0,0,0,0,,,,,,,,,,,,,,,
1032009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,
1032010,reflex4,0,0,0,0,,,,,,,,,,,,,,,
1032011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,
1032012,reflexmini,0,0,0,0,,,,,,,,,,,,,,,
1032013,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,
1032014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,
1032015,holo,0,0,0,0,,,,,,,,,,,,,,,
1032016,hololight,0,0,0,0,,,,,,,,,,,,,,,
1032017,holo2,0,0,0,0,,,,,,,,,,,,,,,
1032018,holo2light,0,0,0,0,,,,,,,,,,,,,,,
1032019,thermal,0,0,0,0,286,1,607,2,,,,,,,,,,,
1032020,thermal2,0,0,0,0,,,,,,,,,,,,,,,
1032021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,
1032022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,
1032023,hybrid,0,0,0,0,,,,,,,,,,,,,,,
1032024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,
1032025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,
1032026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,
1032027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,
1032028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,
1032029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,
1032030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,
1032031,ironsight,0,0,0,0,,,,,,,,,,,,,,,
1032032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,
1032033,vzscope,0,0,0,0,150,1,151,2,428,3,609,7,610,4,946,6,,,
1032034,silencer,0,0,0,0,429,2,,,,,,,,,,,,,
1032035,silencer2,0,0,0,0,285,1,286,2,606,3,,,,,,,,,
1032036,silencer3,0,0,0,0,607,1,611,2,946,3,,,,,,,,,
1032037,gripvert,0,0,0,0,,,,,,,,,,,,,,,
1032038,gripang,0,0,0,0,,,,,,,,,,,,,,,
1032039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,
1032040,gripcust,0,0,0,0,,,,,,,,,,,,,,,
1032041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,
1032042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,
1032043,bipod,0,0,0,0,606,1,610,2,611,3,,,,,,,,,
1032044,gl,0,0,0,0,,,,,,,,,,,,,,,
1032045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,
1032046,glgas,0,0,0,0,,,,,,,,,,,,,,,
1032047,glconc,0,0,0,0,,,,,,,,,,,,,,,
1032048,akimbo,0,0,0,0,,,,,,,,,,,,,,,
1032049,fmj,0,0,0,0,,,,,,,,,,,,,,,
1032050,xmags,0,0,0,0,151,2,606,1,946,3,,,,,,,,,
1032051,drums,0,0,0,0,,,,,,,,,,,,,,,
1032052,vertmags,0,0,0,0,,,,,,,,,,,,,,,
1032053,laser,0,0,0,0,,,,,,,,,,,,,,,
1032054,laserir,0,0,0,0,,,,,,,,,,,,,,,
1032055,laserrange,0,0,0,0,,,,,,,,,,,,,,,
1032056,laserbalanced,0,0,0,0,429,1,608,11,611,2,945,10,,,,,,,
1032057,laserads,0,0,0,0,,,,,,,,,,,,,,,
1032058,stockl,0,0,0,0,286,2,,,,,,,,,,,,,
1032059,stockh,0,0,0,0,150,1,287,2,607,3,608,6,610,4,945,5,,,
1032060,stocks,0,0,0,0,148,1,151,2,428,3,429,4,606,5,946,6,,,
1032061,stockno,0,0,0,0,,,,,,,,,,,,,,,
1032062,stockfold,0,0,0,0,,,,,,,,,,,,,,,
1032063,stockcust,0,0,0,0,285,1,,,,,,,,,,,,,
1032064,bolt,0,0,0,0,,,,,,,,,,,,,,,
1032065,calsmg,0,0,0,0,,,,,,,,,,,,,,,
1032066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,
1032067,calar,0,0,0,0,,,,,,,,,,,,,,,
1032068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,
1032069,calcust,0,0,0,0,,,,,,,,,,,,,,,
1032070,calcust2,0,0,0,0,,,,,,,,,,,,,,,
1032071,barlong,0,0,0,0,286,1,429,2,606,3,607,4,609,7,610,5,946,6,
1032072,barmid,0,0,0,0,,,,,,,,,,,,,,,
1032073,barshort,0,0,0,0,,,,,,,,,,,,,,,
1032074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,
1032075,barcust,0,0,0,0,,,,,,,,,,,,,,,
1032076,barcust2,0,0,0,0,,,,,,,,,,,,,,,
1032077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,
1032078,triggrip,0,0,0,0,,,,,,,,,,,,,,,
1032079,trigcust,0,0,0,0,,,,,,,,,,,,,,,
1032080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,
1032081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,
1032082,trig,0,0,0,0,,,,,,,,,,,,,,,
1032083,melee,0,0,0,0,,,,,,,,,,,,,,,
1032084,brake,0,0,0,0,151,2,,,,,,,,,,,,,
1032085,comp,0,0,0,0,,,,,,,,,,,,,,,
1032086,choke,0,0,0,0,,,,,,,,,,,,,,,
1032087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,
1032088,rack,0,0,0,0,,,,,,,,,,,,,,,
1032089,strap,0,0,0,0,,,,,,,,,,,,,,,
1032090,semi,0,0,0,0,,,,,,,,,,,,,,,
1032091,burst,0,0,0,0,,,,,,,,,,,,,,,
1032092,auto,0,0,0,0,,,,,,,,,,,,,,,
1032093,griprear,0,0,0,0,,,,,,,,,,,,,,,
1032094,done,0,0,0,0,,,,,,,,,,,,,,,
1032095,scope,0,0,0,0,,,,,,,,,,,,,,,
1032096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,
1032097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,
1032098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,
1032099,recstocks,0,0,0,0,,,,,,,,,,,,,,,
1032100,recstockl,0,0,0,0,,,,,,,,,,,,,,,
1032101,recstockh,0,0,0,0,,,,,,,,,,,,,,,
1032102,adsmove,0,0,0,0,,,,,,,,,,,,,,,
1032103,adsidle,0,0,0,0,,,,,,,,,,,,,,,
1032104,bling,0,0,0,0,,,,,,,,,,,,,,,
1032105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,
1032106,fastswap,0,0,0,0,,,,,,,,,,,,,,,
1032107,fastreload,0,0,0,0,,,,,,,,,,,,,,,
1032108,flinch,0,0,0,0,,,,,,,,,,,,,,,
1032109,hipaim,0,0,0,0,,,,,,,,,,,,,,,
1032110,maxammo,0,0,0,0,,,,,,,,,,,,,,,
1032111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,
1032112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,
1032113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,
1032114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,
1032115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,
1032116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,
1032117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,
1032118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,
1032119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,
1032120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,
1032121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,
1032122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,
1032123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,
1032124,flashhider,0,0,0,0,,,,,,,,,,,,,,,
1032125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,
1032126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,
1032127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,
1032128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,
1032129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,
1032130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,
1032131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,
1032132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,
1032133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,
1032134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,
1032135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,
1032136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,
1032137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,
1032138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,
1032139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,
1032140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,
1032141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,
1032142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,
1032143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,
1032144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,
1032145,xmagslrg,0,0,0,0,609,2,945,1,,,,,,,,,,,
1032146,gripvertpro,0,0,0,0,,,,,,,,,,,,,,,
1032147,reargrip,0,0,0,0,,,,,,,,,,,,,,,
1032148,pistolgrip01,0,0,0,0,,,,,,,,,,,,,,,
1032149,pistolgrip02,0,0,0,0,,,,,,,,,,,,,,,
1032150,pistolgrip03,0,0,0,0,,,,,,,,,,,,,,,
1032151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,
1032152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,
1032153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,
1032154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,
1032155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,
1032156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,
1032157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,
1032158,ubshtgn,0,0,0,0,,,,,,,,,,,,,,,
1032159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,
1032160,gloves01,0,0,0,0,,,,,,,,,,,,,,,
1032161,gloves02,0,0,0,0,,,,,,,,,,,,,,,
1032162,magrelease,0,0,0,0,,,,,,,,,,,,,,,
1032163,hammer01,0,0,0,0,,,,,,,,,,,,,,,
1032164,hammer02,0,0,0,0,,,,,,,,,,,,,,,
1032165,hammer03,0,0,0,0,,,,,,,,,,,,,,,
1032166,hammer04,0,0,0,0,,,,,,,,,,,,,,,
1032167,guard,0,0,0,0,,,,,,,,,,,,,,,
1032168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,
1032169,acog3,0,0,0,0,608,3,611,1,945,2,,,,,,,,,
1032170,holo3,0,0,0,0,,,,,,,,,,,,,,,
1032171,meleeub,0,0,0,0,,,,,,,,,,,,,,,
1032172,melee2,0,0,0,0,,,,,,,,,,,,,,,
1032173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,
1032174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,
1032175,glflash,0,0,0,0,,,,,,,,,,,,,,,
1032176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,
1032177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,
1032178,glsnap,0,0,0,0,,,,,,,,,,,,,,,
1032179,guardheavy,0,0,0,0,,,,,,,,,,,,,,,
1032180,guardcust,0,0,0,0,,,,,,,,,,,,,,,
1032181,guardlight,0,0,0,0,,,,,,,,,,,,,,,
1032182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,
1032183,silencer4,0,0,0,0,,,,,,,,,,,,,,,
1032184,barsil,0,0,0,0,149,1,,,,,,,,,,,,,
1032185,barsil2,0,0,0,0,150,1,287,2,,,,,,,,,,,
1032186,cablel,0,0,0,0,,,,,,,,,,,,,,,
1032187,cableh,0,0,0,0,,,,,,,,,,,,,,,
1032188,cabletac,0,0,0,0,,,,,,,,,,,,,,,
1032189,reflex5,0,0,0,0,,,,,,,,,,,,,,,
1032190,acog4,0,0,0,0,,,,,,,,,,,,,,,
1032191,bolt2,0,0,0,0,,,,,,,,,,,,,,,
1032192,bolt3,0,0,0,0,,,,,,,,,,,,,,,
1032193,bolt4,0,0,0,0,,,,,,,,,,,,,,,
1032194,smags,0,0,0,0,,,,,,,,,,,,,,,
1032195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,
1032196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,
1032197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,
1032198,barextra,0,0,0,0,,,,,,,,,,,,,,,
1032199,thermal3,0,0,0,0,,,,,,,,,,,,,,,
1032200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,
1032201,boltl,0,0,0,0,,,,,,,,,,,,,,,
1032202,bolttac,0,0,0,0,,,,,,,,,,,,,,,
1032203,barcust3,0,0,0,0,,,,,,,,,,,,,,,
1032204,front,0,0,0,0,,,,,,,,,,,,,,,
1032205,fastmags,0,0,0,0,,,,,,,,,,,,,,,
1032206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,
1032207,smags2,0,0,0,0,,,,,,,,,,,,,,,
1032208,lasermix,0,0,0,0,,,,,,,,,,,,,,,
1032209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,
1032210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,
1032211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,
