1011000,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011002,acog2,0,0,0,0,291,3,,,,,,,,,,,,,,,,,
1011003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011012,reflexmini,0,0,0,0,398,5,,,,,,,,,,,,,,,,,
1011013,reflexmini2,0,0,0,0,122,4,,,,,,,,,,,,,,,,,
1011014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011025,hybrid2,0,0,0,0,124,4,,,,,,,,,,,,,,,,,
1011026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011029,hybrid4,0,0,0,0,293,3,450,5,776,8,,,,,,,,,,,,,
1011030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011034,silencer,0,0,0,0,291,2,399,3,,,,,,,,,,,,,,,
1011035,silencer2,0,0,0,0,124,3,,,,,,,,,,,,,,,,,
1011036,silencer3,0,0,0,0,123,1,450,2,776,3,781,4,1325,5,,,,,,,,,
1011037,gripvert,0,0,0,0,124,3,292,5,777,14,782,1,1325,2,,,,,,,,,
1011038,gripang,0,0,0,0,293,1,447,6,781,15,,,,,,,,,,,,,
1011039,gripangpro,0,0,0,0,397,2,449,5,,,,,,,,,,,,,,,
1011040,gripcust,0,0,0,0,783,3,,,,,,,,,,,,,,,,,
1011041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011050,xmags,0,0,0,0,123,1,125,4,447,2,636,3,,,,,,,,,,,
1011051,drums,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011053,laser,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011055,laserrange,0,0,0,0,125,1,292,3,397,5,398,8,399,6,782,15,,,,,,,
1011056,laserbalanced,0,0,0,0,293,6,450,10,776,11,779,14,,,,,,,,,,,
1011057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011058,stockl,0,0,0,0,125,1,397,2,399,3,,,,,,,,,,,,,
1011059,stockh,0,0,0,0,291,1,447,2,449,3,,,,,,,,,,,,,
1011060,stocks,0,0,0,0,124,1,450,3,776,4,781,5,,,,,,,,,,,
1011061,stockno,0,0,0,0,123,1,292,2,398,3,783,4,1325,5,,,,,,,,,
1011062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011069,calcust,0,0,0,2000,448,1,777,5,778,4,779,3,780,2,781,6,782,7,783,8,1325,9,
1011070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011071,barlong,0,0,0,0,124,1,291,2,449,3,,,,,,,,,,,,,
1011072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011073,barshort,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011075,barcust,0,0,0,0,122,3,123,2,125,7,398,6,399,4,447,5,780,8,781,9,1325,10,
1011076,barcust2,0,0,0,2000,448,1,450,2,776,3,778,4,782,5,783,6,,,,,,,
1011077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011083,melee,0,0,0,0,398,2,,,,,,,,,,,,,,,,,
1011084,brake,0,0,0,0,779,5,,,,,,,,,,,,,,,,,
1011085,comp,0,0,0,0,293,1,636,2,777,5,,,,,,,,,,,,,
1011086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011124,flashhider,0,0,0,0,122,1,,,,,,,,,,,,,,,,,
1011125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,
1011134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,
