12064000,ironsight,0,0,0,0,,,,,,,
12064001,ironsdefault,0,0,0,0,,,,,,,
12064002,reflexmini,0,0,0,0,,,,,,,
12064003,reflexmini2,0,0,0,0,,,,,,,
12064004,reflexmini3,0,0,0,0,,,,,,,
12064005,reflex,0,0,0,0,,,,,,,
12064006,reflex2,0,0,0,0,,,,,,,
12064007,reflex3,0,0,0,0,,,,,,,
12064008,reflex4,0,0,0,0,,,,,,,
12064009,scope,0,0,0,0,,,,,,,
12064010,reflex5,0,0,0,0,,,,,,,
12064011,holo,0,0,0,0,,,,,,,
12064012,holo2,0,0,0,0,1175,1,,,,,
12064013,holo3,0,0,0,0,,,,,,,
12064014,acog2,0,0,0,0,,,,,,,
12064015,acog,0,0,0,0,,,,,,,
12064016,scopenorail,0,0,0,0,,,,,,,
12064017,acog3,0,0,0,0,,,,,,,
12064018,acog4,0,0,0,0,,,,,,,
12064019,thermal,0,0,0,0,,,,,,,
12064020,thermal2,0,0,0,0,,,,,,,
12064021,thermal3,0,0,0,0,,,,,,,
12064022,thermalvz,0,0,0,0,,,,,,,
12064023,hybrid,0,0,0,0,,,,,,,
12064024,hybrid2,0,0,0,0,,,,,,,
12064025,hybrid3,0,0,0,0,,,,,,,
12064026,hybrid4,0,0,0,0,,,,,,,
12064027,vzscope,0,0,0,0,,,,,,,
12064028,silencer2,0,0,0,0,1180,1,,,,,
12064029,silencer,0,0,0,0,1176,1,,,,,
12064030,silencer3,0,0,0,0,,,,,,,
12064031,silencer4,0,0,0,0,,,,,,,
12064032,brake,0,0,0,0,1178,1,,,,,
12064033,comp,0,0,0,0,,,,,,,
12064034,flashhider,0,0,0,0,1180,1,,,,,
12064035,melee,0,0,0,0,,,,,,,
12064036,melee2,0,0,0,0,,,,,,,
12064037,choke,0,0,0,0,,,,,,,
12064038,meleeub,0,0,0,0,,,,,,,
12064039,gripang,0,0,0,0,1175,1,,,,,
12064040,gripangpro,0,0,0,0,,,,,,,
12064041,gripvert,0,0,0,0,,,,,,,
12064042,gripcust,0,0,0,0,,,,,,,
12064043,gripcust2,0,0,0,0,,,,,,,
12064044,griprear,0,0,0,0,,,,,,,
12064045,gripvertpro,0,0,0,0,,,,,,,
12064046,gripdefault,0,0,0,0,,,,,,,
12064047,bipod,0,0,0,0,,,,,,,
12064048,gl,0,0,0,0,,,,,,,
12064049,ubshtgn02,0,0,0,0,,,,,,,
12064050,ubshtgn,0,0,0,0,,,,,,,
12064051,glsmoke,0,0,0,0,,,,,,,
12064052,glgas,0,0,0,0,,,,,,,
12064053,glconc,0,0,0,0,,,,,,,
12064054,glflash,0,0,0,0,,,,,,,
12064055,glincendiary,0,0,0,0,,,,,,,
12064056,glsemtex,0,0,0,0,,,,,,,
12064057,glsnap,0,0,0,0,,,,,,,
