1029000,acog,0,0,0,0,137,6,,,,,,,,,,,,,,,,,
1029001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029004,reflex,0,0,0,0,962,12,,,,,,,,,,,,,,,,,
1029005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029006,reflex2,0,0,0,0,961,13,,,,,,,,,,,,,,,,,
1029007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029008,reflex3,0,0,0,0,421,8,,,,,,,,,,,,,,,,,
1029009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029012,reflexmini,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029013,reflexmini2,0,0,0,0,516,8,,,,,,,,,,,,,,,,,
1029014,reflexmini3,0,0,0,0,422,5,517,7,,,,,,,,,,,,,,,
1029015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029017,holo2,0,0,0,0,318,9,,,,,,,,,,,,,,,,,
1029018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029019,thermal,0,0,0,0,319,1,,,,,,,,,,,,,,,,,
1029020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029027,hybrid3,0,0,0,0,423,2,,,,,,,,,,,,,,,,,
1029028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029033,vzscope,0,0,0,0,136,1,960,2,,,,,,,,,,,,,,,
1029034,silencer,0,0,0,0,517,5,,,,,,,,,,,,,,,,,
1029035,silencer2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029036,silencer3,0,0,0,0,422,12,515,13,518,1,,,,,,,,,,,,,
1029037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029038,gripang,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,
1029048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,
