1034000,acog,0,0,0,0,,,,,,,,,,,,,,,,,
1034001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,
1034002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,
1034003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,
1034004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,
1034005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,
1034006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,
1034007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,
1034008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,
1034009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,
1034010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,
1034011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,
1034012,reflexmini,0,0,0,0,364,1,,,,,,,,,,,,,,,
1034013,reflexmini2,0,0,0,0,363,4,366,2,805,12,,,,,,,,,,,
1034014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,
1034015,holo,0,0,0,0,,,,,,,,,,,,,,,,,
1034016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,
1034017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,
1034018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,
1034019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,
1034020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,
1034021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,
1034022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,
1034023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,
1034024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,
1034025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,
1034026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,
1034027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,
1034028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,
1034029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,
1034030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,
1034031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,
1034032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,
1034033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,
1034034,silencer,0,0,0,0,,,,,,,,,,,,,,,,,
1034035,silencer2,0,0,0,0,365,1,,,,,,,,,,,,,,,
1034036,silencer3,0,0,0,0,364,1,367,2,804,3,,,,,,,,,,,
1034037,gripvert,0,0,0,0,326,1,327,2,364,3,1021,4,,,,,,,,,
1034038,gripang,0,0,0,0,,,,,,,,,,,,,,,,,
1034039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,
1034040,gripcust,0,0,0,0,367,1,,,,,,,,,,,,,,,
1034041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,
1034042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1034043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,
1034044,gl,0,0,0,0,,,,,,,,,,,,,,,,,
1034045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,
1034046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,
1034047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,
1034048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,
1034049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,
1034050,xmags,0,0,0,0,804,1,,,,,,,,,,,,,,,
1034051,drums,0,0,0,0,,,,,,,,,,,,,,,,,
1034052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,
1034053,laser,0,0,0,0,157,1,365,2,,,,,,,,,,,,,
1034054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,
1034055,laserrange,0,0,0,0,155,2,326,3,363,8,803,6,1021,7,,,,,,,
1034056,laserbalanced,0,0,0,0,158,2,806,2,,,,,,,,,,,,,
1034057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,
1034058,stockl,0,0,0,0,,,,,,,,,,,,,,,,,
1034059,stockh,0,0,0,0,,,,,,,,,,,,,,,,,
1034060,stocks,0,0,0,0,,,,,,,,,,,,,,,,,
1034061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,
1034062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,
1034063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,
1034064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,
1034065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,
1034066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,
1034067,calar,0,0,0,0,,,,,,,,,,,,,,,,,
1034068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,
1034069,calcust,0,0,0,5000,,,,,,,,,,,,,,,,,
1034070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1034071,barlong,0,0,0,0,157,1,327,2,363,5,364,4,366,3,803,6,804,8,1021,7,
1034072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,
1034073,barshort,0,0,0,0,155,1,326,2,365,3,367,4,,,,,,,,,
1034074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,
1034075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,
1034076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,
1034077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,
1034078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,
1034079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,
1034080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,
1034081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,
1034082,trig,0,0,0,0,,,,,,,,,,,,,,,,,
1034083,melee,0,0,0,0,326,1,805,2,806,3,,,,,,,,,,,
1034084,brake,0,0,0,0,156,1,,,,,,,,,,,,,,,
1034085,comp,0,0,0,0,,,,,,,,,,,,,,,,,
1034086,choke,0,0,0,0,158,1,327,2,363,3,803,4,1021,5,,,,,,,
1034087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,
1034088,rack,0,0,0,0,,,,,,,,,,,,,,,,,
1034089,strap,0,0,0,0,,,,,,,,,,,,,,,,,
1034090,semi,0,0,0,0,,,,,,,,,,,,,,,,,
1034091,burst,0,0,0,0,,,,,,,,,,,,,,,,,
1034092,auto,0,0,0,0,,,,,,,,,,,,,,,,,
1034093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,
1034094,done,0,0,0,0,,,,,,,,,,,,,,,,,
1034095,scope,0,0,0,0,,,,,,,,,,,,,,,,,
1034096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,
1034097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,
1034098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,
1034099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,
1034100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,
1034101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,
1034102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,
1034103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,
1034104,bling,0,0,0,0,,,,,,,,,,,,,,,,,
1034105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,
1034106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,
1034107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,
1034108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,
1034109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,
1034110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,
1034111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,
1034112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,
1034113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,
1034114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,
1034115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,
1034116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,
1034117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,
1034118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,
1034119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,
1034120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,
1034121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,
1034122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,
1034123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,
1034124,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,
1034125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,
1034126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,
1034127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,
1034128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,
1034129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,
1034130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,
1034131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,
1034132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,
1034133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,
1034134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,
1034135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,
1034136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,
1034137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,
1034138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,
1034139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,
1034140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,
1034141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,
1034142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,
1034143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,
1034144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,
1034145,xmagslrg,0,0,0,0,,,,,,,,,,,,,,,,,
1034146,gripvertpro,0,0,0,0,,,,,,,,,,,,,,,,,
1034147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,
1034148,pistolgrip01,0,0,0,0,365,2,,,,,,,,,,,,,,,
1034149,pistolgrip02,0,0,0,0,363,3,366,2,367,4,803,5,,,,,,,,,
1034150,pistolgrip03,0,0,0,0,806,1,,,,,,,,,,,,,,,
1034151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,
1034152,pistolgrip05,0,0,0,0,,,,,,,,,,,,,,,,,
1034153,gunperk_adsup_reflex,0,0,0,0,,,,,,,,,,,,,,,,,
1034154,gunperk_adsup_holo,0,0,0,0,,,,,,,,,,,,,,,,,
1034155,gunperk_adsup_acog,0,0,0,0,,,,,,,,,,,,,,,,,
1034156,gunperk_adsup_hybrid,0,0,0,0,,,,,,,,,,,,,,,,,
1034157,gunperk_adsup_scope,0,0,0,0,,,,,,,,,,,,,,,,,
1034158,ubshtgn,0,0,0,0,,,,,,,,,,,,,,,,,
1034159,ubshtgn02,0,0,0,0,,,,,,,,,,,,,,,,,
1034160,gloves01,0,0,0,0,,,,,,,,,,,,,,,,,
1034161,gloves02,0,0,0,0,,,,,,,,,,,,,,,,,
1034162,magrelease,0,0,0,0,,,,,,,,,,,,,,,,,
1034163,hammer01,0,0,0,0,,,,,,,,,,,,,,,,,
1034164,hammer02,0,0,0,0,,,,,,,,,,,,,,,,,
1034165,hammer03,0,0,0,0,,,,,,,,,,,,,,,,,
1034166,hammer04,0,0,0,0,,,,,,,,,,,,,,,,,
1034167,guard,0,0,0,0,,,,,,,,,,,,,,,,,
1034168,mod_infil,0,0,0,0,,,,,,,,,,,,,,,,,
1034169,acog3,0,0,0,0,327,2,,,,,,,,,,,,,,,
1034170,holo3,0,0,0,0,,,,,,,,,,,,,,,,,
1034171,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,
1034172,melee2,0,0,0,0,,,,,,,,,,,,,,,,,
1034173,barcustnoguard,0,0,0,0,,,,,,,,,,,,,,,,,
1034174,stockcomb,0,0,0,0,,,,,,,,,,,,,,,,,
1034175,glflash,0,0,0,0,,,,,,,,,,,,,,,,,
1034176,glincendiary,0,0,0,0,,,,,,,,,,,,,,,,,
1034177,glsemtex,0,0,0,0,,,,,,,,,,,,,,,,,
1034178,glsnap,0,0,0,0,,,,,,,,,,,,,,,,,
1034179,guardheavy,0,0,0,0,157,1,326,2,367,3,805,4,,,,,,,,,
1034180,guardcust,0,0,0,0,155,1,158,2,366,3,,,,,,,,,,,
1034181,guardlight,0,0,0,0,156,1,365,2,,,,,,,,,,,,,
1034182,pistolgrip06,0,0,0,0,,,,,,,,,,,,,,,,,
1034183,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,
1034184,barsil,0,0,0,0,,,,,,,,,,,,,,,,,
1034185,barsil2,0,0,0,0,,,,,,,,,,,,,,,,,
1034186,cablel,0,0,0,0,,,,,,,,,,,,,,,,,
1034187,cableh,0,0,0,0,,,,,,,,,,,,,,,,,
1034188,cabletac,0,0,0,0,,,,,,,,,,,,,,,,,
1034189,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,
1034190,acog4,0,0,0,0,,,,,,,,,,,,,,,,,
1034191,bolt2,0,0,0,0,,,,,,,,,,,,,,,,,
1034192,bolt3,0,0,0,0,,,,,,,,,,,,,,,,,
1034193,bolt4,0,0,0,0,,,,,,,,,,,,,,,,,
1034194,smags,0,0,0,0,,,,,,,,,,,,,,,,,
1034195,vertmags2,0,0,0,0,,,,,,,,,,,,,,,,,
1034196,calcustmags2,0,0,0,0,,,,,,,,,,,,,,,,,
1034197,calcustmags,0,0,0,0,,,,,,,,,,,,,,,,,
1034198,barextra,0,0,0,0,,,,,,,,,,,,,,,,,
1034199,thermal3,0,0,0,0,,,,,,,,,,,,,,,,,
1034200,bolthvy,0,0,0,0,,,,,,,,,,,,,,,,,
1034201,boltl,0,0,0,0,,,,,,,,,,,,,,,,,
1034202,bolttac,0,0,0,0,,,,,,,,,,,,,,,,,
1034203,barcust3,0,0,0,0,,,,,,,,,,,,,,,,,
1034204,front,0,0,0,0,,,,,,,,,,,,,,,,,
1034205,fastmags,0,0,0,0,,,,,,,,,,,,,,,,,
1034206,fastmags2,0,0,0,0,,,,,,,,,,,,,,,,,
1034207,smags2,0,0,0,0,,,,,,,,,,,,,,,,,
1034208,lasermix,0,0,0,0,,,,,,,,,,,,,,,,,
1034209,lasermix2,0,0,0,0,,,,,,,,,,,,,,,,,
1034210,vzscope3,0,0,0,0,,,,,,,,,,,,,,,,,
1034211,vzscope2,0,0,0,0,,,,,,,,,,,,,,,,,
