470000,veh_horn_001,3,0,0,4000,0,# RIDE_OF_THE_VALKYRIES,
470001,veh_horn_002,2,0,0,0,0,# CHARGE,
470002,veh_horn_003,3,0,0,4000,0,# LA_CUCARACHA,
470003,veh_horn_004,3,0,0,4000,0,# RACE_COUNTDOWN,
470004,veh_horn_005,2,0,0,4001,0,# CLOWN,
470005,veh_horn_006,3,0,0,4001,0,# HOCKEYGOAL,
470006,veh_horn_007,4,0,0,4001,0,# STARS_AND_STRIPES,
470007,veh_horn_008,4,0,0,4001,0,# 1812_OVERTURE,
470008,veh_horn_009,3,0,0,5000,0,# MARS,
470009,veh_horn_010,3,0,0,5000,0,# MOUNTAINKING,
470010,veh_horn_011,3,0,0,5000,0,# SYMPHONYNO5,
470011,veh_horn_012,3,0,0,5000,0,# TOCCATA,
470012,veh_horn_013,3,0,0,5000,0,# BALDMOUNTAIN,
470013,veh_horn_014,2,0,0,5000,0,# ENTERTAINER,
470014,veh_horn_015,2,0,0,5000,0,# VUVUZELA,
470015,veh_horn_016,2,0,0,5000,0,# BASKETBALLBUZZER,
470016,veh_horn_017,3,0,0,5001,0,# CARMEN,
470017,veh_horn_018,3,0,0,5001,0,# ZARATHUSTRA,
470018,veh_horn_019,3,0,0,5001,0,# FIRETRUCK,
470019,veh_horn_020,3,0,0,5001,0,# BUMBLEBEE,
470020,veh_horn_021,3,0,0,5001,0,# WILLIAMTELL,
470021,veh_horn_022,2,0,0,5001,0,# PITFALL,
470022,veh_horn_023,2,0,0,5001,0,# OLDTIMEHORN,
470023,veh_horn_024,4,0,0,6001,0,# HORRORPIG,
23361097,veh_horn_025,3,0,0,7000,0,# 115,
22713391,veh_horn_026,3,0,0,7000,0,# ALONE,
26346790,veh_horn_028,3,0,0,7000,0,# CABANA,
23471219,veh_horn_029,3,0,0,7000,0,# COUNTDOWN,
27906979,veh_horn_033,3,0,0,7000,0,# TREYARCH,
