12066000,ironsight,0,0,0,0,,,
12066001,ironsdefault,0,0,0,0,,,
12066002,reflexmini,0,0,0,0,,,
12066003,reflexmini2,0,0,0,0,,,
12066004,reflexmini3,0,0,0,0,,,
12066005,reflex,0,0,0,0,,,
12066006,reflex2,0,0,0,0,,,
12066007,reflex3,0,0,0,0,,,
12066008,reflex4,0,0,0,0,,,
12066009,scope,0,0,0,0,,,
12066010,reflex5,0,0,0,0,,,
12066011,holo,0,0,0,0,,,
12066012,holo2,0,0,0,0,,,
12066013,holo3,0,0,0,0,,,
12066014,acog2,0,0,0,0,,,
12066015,acog,0,0,0,0,,,
12066016,scopenorail,0,0,0,0,,,
12066017,acog3,0,0,0,0,,,
12066018,acog4,0,0,0,0,,,
12066019,thermal,0,0,0,0,,,
12066020,thermal2,0,0,0,0,,,
12066021,thermal3,0,0,0,0,,,
12066022,thermalvz,0,0,0,0,,,
12066023,hybrid,0,0,0,0,,,
12066024,hybrid2,0,0,0,0,,,
12066025,hybrid3,0,0,0,0,,,
12066026,hybrid4,0,0,0,0,,,
12066027,vzscope,0,0,0,0,,,
12066028,silencer2,0,0,0,0,,,
12066029,silencer,0,0,0,0,1231,1,
12066030,silencer3,0,0,0,0,,,
12066031,silencer4,0,0,0,0,,,
12066032,brake,0,0,0,0,1198,1,
12066033,comp,0,0,0,0,,,
12066034,flashhider,0,0,0,0,,,
12066035,melee,0,0,0,0,,,
12066036,melee2,0,0,0,0,,,
12066037,choke,0,0,0,0,,,
12066038,meleeub,0,0,0,0,,,
12066039,gripang,0,0,0,0,,,
12066040,gripangpro,0,0,0,0,,,
12066041,gripvert,0,0,0,0,,,
12066042,gripcust,0,0,0,0,,,
12066043,gripcust2,0,0,0,0,,,
12066044,griprear,0,0,0,0,,,
12066045,gripvertpro,0,0,0,0,,,
12066046,gripdefault,0,0,0,0,,,
12066047,bipod,0,0,0,0,,,
12066048,gl,0,0,0,0,,,
12066049,ubshtgn02,0,0,0,0,,,
12066050,ubshtgn,0,0,0,0,,,
12066051,glsmoke,0,0,0,0,,,
12066052,glgas,0,0,0,0,,,
12066053,glconc,0,0,0,0,,,
12066054,glflash,0,0,0,0,,,
12066055,glincendiary,0,0,0,0,,,
12066056,glsemtex,0,0,0,0,,,
12066057,glsnap,0,0,0,0,,,
12066058,akimbo,0,0,0,0,,,
12066059,fmj,0,0,0,0,,,
12066060,xmags,0,0,0,0,1231,1,
12066061,drums,0,0,0,0,,,
12066062,xmagslrg,0,0,0,0,,,
12066063,vertmags,0,0,0,0,,,
12066064,calcust,0,0,0,0,,,
12066065,smags,0,0,0,0,,,
12066066,calcust2,0,0,0,0,,,
12066067,laser,0,0,0,0,,,
12066068,laserir,0,0,0,0,,,
12066069,laserrange,0,0,0,0,1231,1,
12066070,laserbalanced,0,0,0,0,,,
12066071,laserads,0,0,0,0,,,
12066072,stockl,0,0,0,0,,,
12066073,stockcust,0,0,0,0,,,
12066074,stocks,0,0,0,0,,,
12066075,pistolgrip02,0,0,0,0,,,
12066076,stockno,0,0,0,0,,,
12066077,guardlight,0,0,0,0,,,
12066078,stockh,0,0,0,0,,,
12066079,stockfold,0,0,0,0,,,
12066080,pistolgrip03,0,0,0,0,,,
12066081,pistolgrip01,0,0,0,0,,,
12066082,pistolgrip06,0,0,0,0,,,
12066083,pistolgrip04,0,0,0,0,,,
12066084,guardheavy,0,0,0,0,,,
12066085,guardcust,0,0,0,0,,,
12066086,calsmg,0,0,0,0,,,
12066087,calsmgdrums,0,0,0,0,,,
12066088,calar,0,0,0,0,,,
12066089,calsnpr,0,0,0,0,,,
12066090,vertmags2,0,0,0,0,,,
12066091,calcustmags,0,0,0,0,,,
12066092,calcustmags2,0,0,0,0,,,
12066093,bolt,0,0,0,0,,,
12066094,bolt2,0,0,0,0,,,
12066095,bolt3,0,0,0,0,,,
12066096,bolt4,0,0,0,0,,,
12066097,barcust3,0,0,0,0,,,
12066098,barlong,0,0,0,0,,,
12066099,barcust,0,0,0,0,,,
12066100,barmid,0,0,0,0,,,
12066101,barshort,0,0,0,0,,,
12066102,barcust2,0,0,0,0,,,
12066103,barsil,0,0,0,0,,,
12066104,barsil2,0,0,0,0,,,
12066105,barcustnoguard,0,0,0,0,,,
12066106,barextra,0,0,0,0,,,
12066107,barshortnoguard,0,0,0,0,1231,1,
12066108,pistolgrip05,0,0,0,0,,,
12066109,linearbrake,0,0,0,0,,,
12066110,cabletac,0,0,0,0,,,
12066111,triggripcust,0,0,0,0,,,
12066112,trigcust,0,0,0,0,,,
12066113,trigcust02,0,0,0,0,,,
12066114,trigcust03,0,0,0,0,,,
12066115,trig,0,0,0,0,,,
12066116,triggrip,0,0,0,0,,,
12066117,rack,0,0,0,0,,,
12066118,strap,0,0,0,0,,,
12066119,semi,0,0,0,0,,,
12066120,burst,0,0,0,0,,,
12066121,auto,0,0,0,0,,,
12066122,done,0,0,0,0,,,
12066123,scopenvg,0,0,0,0,,,
12066124,toprailcust,0,0,0,0,,,
12066125,recstocks,0,0,0,0,,,
12066126,recstockl,0,0,0,0,,,
12066127,recstockh,0,0,0,0,,,
12066128,adsmove,0,0,0,0,,,
12066129,adsidle,0,0,0,0,,,
12066130,bling,0,0,0,0,,,
12066131,crouchrecoil,0,0,0,0,,,
12066132,fastswap,0,0,0,0,,,
12066133,fastreload,0,0,0,0,,,
12066134,flinch,0,0,0,0,,,
12066135,hipaim,0,0,0,0,,,
12066136,maxammo,0,0,0,0,,,
12066137,gunperk_semi,0,0,0,0,,,
12066138,gunperk_auto,0,0,0,0,,,
12066139,gunperk_burst,0,0,0,0,,,
12066140,gunperk_ricochet,0,0,0,0,,,
12066141,gunperk_recoil,0,0,0,0,,,
12066142,gunperk_rof,0,0,0,0,,,
12066143,gunperk_adsup,0,0,0,0,,,
12066144,gunperk_xmags,0,0,0,0,,,
12066145,gunperk_fastmelee,0,0,0,0,,,
12066146,gunperk_range,0,0,0,0,,,
12066147,gunperk_stalker,0,0,0,0,,,
12066148,muzzlestable,0,0,0,0,,,
12066149,muzzlestable2,0,0,0,0,,,
12066150,gunperk_burst3fast,0,0,0,0,,,
12066151,gunperk_burst4,0,0,0,0,,,
12066152,gunperk_burst4fast,0,0,0,0,,,
12066153,gunperk_xp,0,0,0,0,,,
12066154,gunperk_dexterity,0,0,0,0,,,
12066155,gunperk_enemytag,0,0,0,0,,,
12066156,gunperk_callout,0,0,0,0,,,
12066157,gunperk_glintreduce,0,0,0,0,,,
12066158,gunperk_hardmelee,0,0,0,0,,,
12066159,gunperk_holdbreath,0,0,0,0,,,
12066160,gunperk_marksman,0,0,0,0,,,
12066161,gunperk_stancespeed,0,0,0,0,,,
12066162,gunperk_binarytrigger,0,0,0,0,,,
12066163,ammomod_impact,0,0,0,0,,,
12066164,ammomod_slow,0,0,0,0,,,
12066165,ammomod_subsonic,0,0,0,0,,,
12066166,ammomod_wound,0,0,0,0,,,
12066167,ammomod_incendiary,0,0,0,0,,,
12066168,ammomod_762,0,0,0,0,,,
12066169,ammomod_exitdamage,0,0,0,0,,,
12066170,reargrip,0,0,0,0,,,
12066171,gunperk_adsup_reflex,0,0,0,0,,,
12066172,gunperk_adsup_holo,0,0,0,0,,,
12066173,gunperk_adsup_acog,0,0,0,0,,,
12066174,gunperk_adsup_hybrid,0,0,0,0,,,
12066175,gunperk_adsup_scope,0,0,0,0,,,
12066176,magrelease,0,0,0,0,,,
12066177,hammer01,0,0,0,0,,,
12066178,hammer02,0,0,0,0,,,
12066179,hammer03,0,0,0,0,,,
12066180,hammer04,0,0,0,0,,,
12066181,mod_infil,0,0,0,0,,,
12066182,stockcomb,0,0,0,0,,,
12066183,cablel,0,0,0,0,,,
12066184,cableh,0,0,0,0,,,
12066185,bolthvy,0,0,0,0,,,
12066186,boltl,0,0,0,0,,,
12066187,bolttac,0,0,0,0,,,
12066188,front,0,0,0,0,,,
