1003000,acog,0,0,0,0,405,2,,,,,,,,,,,,,,,,,,,,,,,
1003001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003002,acog2,0,0,0,0,403,1,,,,,,,,,,,,,,,,,,,,,,,
1003003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003006,reflex2,0,0,0,0,223,1,,,,,,,,,,,,,,,,,,,,,,,
1003007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003008,reflex3,0,0,0,0,476,1,,,,,,,,,,,,,,,,,,,,,,,
1003009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003010,reflex4,0,0,0,0,198,1,,,,,,,,,,,,,,,,,,,,,,,
1003011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003012,reflexmini,0,0,0,0,647,6,,,,,,,,,,,,,,,,,,,,,,,
1003013,reflexmini2,0,0,0,0,87,4,648,2,,,,,,,,,,,,,,,,,,,,,
1003014,reflexmini3,0,0,0,0,404,4,477,5,,,,,,,,,,,,,,,,,,,,,
1003015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003034,silencer,0,0,0,0,478,10,,,,,,,,,,,,,,,,,,,,,,,
1003035,silencer2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003036,silencer3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003038,gripang,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003048,akimbo,0,0,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,
1003049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003050,xmags,0,0,0,0,87,1,223,2,476,3,647,4,648,5,1126,6,,,,,,,,,,,,,
1003051,drums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003053,laser,0,0,0,0,647,2,1126,9,,,,,,,,,,,,,,,,,,,,,
1003054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003055,laserrange,0,0,0,0,198,1,223,9,477,8,479,12,650,13,1023,14,,,,,,,,,,,,,
1003056,laserbalanced,0,0,0,0,405,7,476,8,478,11,480,10,,,,,,,,,,,,,,,,,
1003057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003058,stockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003059,stockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003060,stocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003071,barlong,0,0,0,0,87,1,405,3,406,2,478,4,649,5,,,,,,,,,,,,,,,
1003072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003073,barshort,0,0,0,0,404,1,648,2,650,3,1023,4,1126,5,,,,,,,,,,,,,,,
1003074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003079,trigcust,0,0,0,0,88,2,223,1,403,3,404,4,477,5,479,6,480,7,647,8,648,9,650,10,1023,11,1126,12,
1003080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003081,trigcust03,0,0,0,0,198,1,406,2,,,,,,,,,,,,,,,,,,,,,
1003082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1003084,brake,0,0,0,0,223,1,405,3,406,2,477,4,479,5,649,7,935,6,1126,8,,,,,,,,,
1003085,comp,0,0,0,0,89,3,404,4,,,,,,,,,,,,,,,,,,,,,
1003086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
