19870595,t9talent_resistance,0,TALENT/RESISTANCE,TALENT/RESISTANCE_DESC,LOOT_MP/PERK,ui_icon_perk_resistance,ui_icon_perk_resistance_large,7000,
29394022,t9talent_engineer,0,TALENT/ENGINEER,TALENT/ENGINEER_DESC,LOOT_MP/PERK,ui_icon_perk_engineer,ui_icon_perk_engineer_large,7000,
29002428,t9talent_flakjacket,0,TALENT/FLAK_JACKET,TALENT/FLAK_JACKET_DESC,LOOT_MP/PERK,ui_icon_perk_flakjacket,ui_icon_perk_flakjacket_large,7000,
28706273,t9talent_coldblooded,0,TALENT/COLD_BLOODED,TALENT/COLD_BLOODED_DESC,LOOT_MP/PERK,ui_icon_perk_coldblooded,ui_icon_perk_coldblooded_large,7000,
30821463,t9talent_deadsilence,0,TALENT/DEAD_SILENCE,TALENT/DEAD_SILENCE_DESC,LOOT_MP/PERK,ui_icon_perk_ninja,ui_icon_perk_ninja_large,7000,
18279359,t9talent_ghost,0,TALENT/GHOST,TALENT/GHOST_DESC,LOOT_MP/PERK,ui_icon_perk_ghost,ui_icon_perk_ghost_large,7000,
32285514,t9talent_scavenger,0,TALENT/SCAVENGER,TALENT/SCAVENGER_DESC,LOOT_MP/PERK,ui_icon_perk_scavenger,ui_icon_perk_scavenger_large,7000,
32995262,t9talent_gungho,0,TALENT/GUNG_HO,TALENT/GUNG_HO_DESC,LOOT_MP/PERK,ui_icon_perk_gungho,ui_icon_perk_gungho,7000,
18454591,t9talent_tracker,0,TALENT/TRACKER,TALENT/TRACKER_DESC,LOOT_MP/PERK,ui_icon_perk_tracker,ui_icon_perk_tracker_large,7000,
19592561,t9talent_espionage,0,TALENT/ESPIONAGE,TALENT/ESPIONAGE_DESC,LOOT_MP/PERK,ui_icon_perk_espionage,ui_icon_perk_espionage_large,7000,
24894728,t9talent_highvaluetarget,0,TALENT/HIGH_VALUE_TARGET,TALENT/HIGH_VALUE_TARGET_DESC,LOOT_MP/PERK,ui_icon_perk_assassin,ui_icon_perk_assassin_large,7000,
18949144,t9talent_quartermaster,0,TALENT/QUARTERMASTER,TALENT/QUARTERMASTER_DESC,LOOT_MP/PERK,ui_icon_perk_quartermaster,ui_icon_perk_quartermaster_large,7000,
24103044,t9talent_spycraft,0,TALENT/SPYCRAFT,TALENT/SPYCRAFT_DESC,LOOT_MP/PERK,ui_icon_perk_spycraft,ui_icon_perk_spycraft_large,7000,
24303088,t9talent_threatperception,0,TALENT/THREAT_PERCEPTION,TALENT/THREAT_PERCEPTION_DESC,LOOT_MP/PERK,ui_icon_perk_threat_perception,ui_icon_perk_threat_perception_large,7000,
30597793,t9talent_logistics,0,TALENT/LOGISTICS,TALENT/LOGISTICS_DESC,LOOT_MP/PERK,ui_icon_perk_logistics,ui_icon_perk_logistics_large,7000,
29026506,t9willy_pete,0,WEAPON/WILLY_PETE,WEAPON/WILLY_PETE_DESC,LOOT_MP/ITEM_TYPE_TACTICAL,ui_icon_equipment_willy_pete,ui_icon_equipment_willy_pete,7000,
19102714,t9satchel_charge,0,WEAPON/SATCHEL_CHARGE,WEAPON/SATCHEL_CHARGE_DESC,LOOT_MP/ITEM_TYPE_LETHAL,ui_icon_equipment_satchel_charge,ui_icon_equipment_satchel_charge,7000,
23444091,t9nightingale,0,WEAPON/NIGHTINGALE,WEAPON/NIGHTINGALE_DESC,LOOT_MP/ITEM_TYPE_TACTICAL,ui_icon_equipment_decoy_grenade,ui_icon_equipment_decoy_grenade,7000,
20230388,t9gadget_jammer,0,WEAPON/HERO_JAMMER,WEAPON/HERO_JAMMER_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_disruptor,ui_icon_equipment_disruptor,7000,
26006032,t9eq_molotov,0,WEAPON/MOLOTOV,WEAPON/MOLOTOV_DESC,LOOT_MP/ITEM_TYPE_TACTICAL,ui_icon_equipment_molotov,ui_icon_equipment_molotov,7000,
28981892,t9hatchet,0,WEAPON/HATCHET,WEAPON/HATCHET_DESC,LOOT_MP/ITEM_TYPE_LETHAL,ui_icon_equipment_hatchet_t9,ui_icon_equipment_hatchet_t9,7000,
25643785,t9trophy_system,0,WEAPON/TROPHY_SYSTEM,WEAPON/TROPHY_SYSTEM_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_trophy_system,ui_icon_equipment_trophy_system,7000,
33343023,t9tear_gas,0,WEAPON/TEAR_GAS,WEAPON/TEAR_GAS_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_tear_gas,ui_icon_equipment_tear_gas,7000,
25097239,t9eq_sticky_grenade,0,WEAPON/STICKY_GRENADE,WEAPON/EQ_STICKY_GRENADE_DESC,LOOT_MP/ITEM_TYPE_LETHAL,ui_icon_equipment_sticky_grenade,ui_icon_equipment_sticky_grenade,7000,
18539149,t9gadget_supplypod,0,WEAPON/SUPPLY_POD,WEAPON/SUPPLY_POD_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_assault_pack,ui_icon_equipment_assault_pack,7000,
26011609,t9eq_flash_grenade,0,WEAPON/FLASHBANG,WEAPON/FLASHBANG_DESC,LOOT_MP/ITEM_TYPE_TACTICAL,ui_icon_equipment_flash_bang,ui_icon_equipment_flash_bang,7000,
19373206,t9land_mine,0,WEAPON/LAND_MINE,WEAPON/LAND_MINE_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_land_mine,ui_icon_equipment_land_mine,7000,
23854196,t9eq_stimshot,0,WEAPON/EQ_STIMSHOT,WEAPON/EQ_STIMSHOT_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_stim_shot,ui_icon_equipment_stim_shot,7000,
19492373,t9listening_device,0,WEAPON/LISTENING_DEVICE,WEAPON/LISTENING_DEVICE_DESC,LOOT_MP/FIELD_UPGRADE,ui_icon_equipment_listening_device,ui_icon_equipment_listening_device,7000,
23485636,t9cymbal_monkey,0,ZOMBIE/CYMBAL_MONKEY,ZOMBIE/CYMBAL_MONKEY_WZ_DESC,LOOT_MP/ITEM_TYPE_TACTICAL,ui_icon_zombie_purchasemenu_monkeybomb,ui_icon_zombie_purchasemenu_monkeybomb,7000,
31765797,t9weapon_armor,0,WEAPON/ARMOR,WEAPON/ARMOR_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_body_armor,ui_icon_scorestreaks_widget_body_armor_large,7000,
28256440,t9hero_pineapplegun,0,WEAPON/HERO_PINEAPPLEGUN,WEAPON/HERO_PINEAPPLEGUN_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_grenadelauncher,ui_icon_scorestreaks_widget_grenadelauncher_large,7000,
20675048,t9sig_bow_flame,0,WEAPON/SIG_BOW_FLAME,WEAPON/SIG_BOW_FLAME_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_combatbow,ui_icon_scorestreaks_widget_explosivebow_large,7000,
21713219,t9recon_car,0,RECONCAR/NAME,RECONCAR/DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_rcxd,ui_icon_scorestreaks_widget_rcxd_large,7000,
20177499,t9uav,0,KILLSTREAK/UAV,KILLSTREAK/UAV_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_uav,ui_icon_scorestreaks_widget_uav_large,7000,
25131087,t9supplydrop_marker,0,WEAPON/SUPPLY_DROP,WEAPON/SUPPLY_DROP_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_carepackage,ui_icon_scorestreaks_widget_carepackage_large,7000,
23185474,t9counteruav,0,KILLSTREAK/CUAV,KILLSTREAK/CUAV_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_cuav,ui_icon_scorestreaks_widget_cuav_large,7000,
29027105,t9planemortar,0,KILLSTREAK/PLANEMORTAR,KILLSTREAK/PLANEMORTAR_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_artillerystrike,ui_icon_scorestreaks_widget_artillerystrike_large,7000,
32306450,t9remote_missile,0,KILLSTREAK/REMOTE_MISSILE,KILLSTREAK/REMOTE_MISSILE_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_controllablemissile,ui_icon_scorestreaks_widget_controllablemissile_large,7000,
20542397,t9ultimate_turret,0,WEAPON/ULTIMATE_TURRET,WEAPON/ULTIMATE_TURRET_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_sentry_turret,ui_icon_scorestreaks_widget_sentryturret_large,7000,
29293758,t9helicopter_comlink,0,KILLSTREAK/ATTACK_HELICOPTER,KILLSTREAK/ATTACK_HELICOPTER_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_lightattackchopper,ui_icon_scorestreaks_widget_lightattackchopper_large,7000,
26238292,t9ac130,0,KILLSTREAK/AC130,KILLSTREAK/AC130_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_gunship,ui_icon_scorestreaks_widget_gunship_large,7000,
22386988,t9jetfighter,0,KILLSTREAK/JETFIGHTER,KILLSTREAK/JETFIGHTER_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_jetfightersweep,ui_icon_scorestreaks_widget_jetfightersweep_large,7000,
22090625,t9napalm_strike,0,KILLSTREAK/NAPALM_STRIKE,KILLSTREAK/NAPALM_STRIKE_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_napalmstrike,ui_icon_scorestreaks_widget_napalmstrike_large,7000,
26134618,t9hoverjet,0,KILLSTREAK/HOVERJET,KILLSTREAK/HOVERJET_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_hoverjet,ui_icon_scorestreaks_widget_hoverjet_large,7000,
30382296,t9chopper_gunner,0,KILLSTREAK/CHOPPER_GUNNER,KILLSTREAK/CHOPPER_GUNNER_DESC,LOOT_MP/STREAK,ui_icon_scorestreaks_widget_choppergunner,ui_icon_scorestreaks_widget_choppergunner_large,7000,
