1234000,ironsight,0,0,0,0,,,,,,,
1234001,ironsdefault,0,0,0,0,,,,,,,
1234002,reflexmini,0,0,0,0,685,8,,,,,
1234003,reflexmini2,0,0,0,0,,,,,,,
1234004,reflexmini3,0,0,0,0,236,2,,,,,
1234005,reflex,0,0,0,0,1039,11,,,,,
1234006,reflex2,0,0,0,0,237,9,,,,,
1234007,reflex3,0,0,0,0,238,9,,,,,
1234008,reflex4,0,0,0,0,683,5,,,,,
1234009,scope,0,0,0,0,,,,,,,
1234010,holo,0,0,0,0,687,13,1040,1,,,
1234011,holo2,0,0,0,0,,,,,,,
1234012,holo3,0,0,0,0,235,11,,,,,
1234013,acog2,0,0,0,0,,,,,,,
1234014,acog,0,0,0,0,,,,,,,
1234015,scopenorail,0,0,0,0,,,,,,,
1234016,acog3,0,0,0,0,,,,,,,
1234017,thermal,0,0,0,0,,,,,,,
1234018,thermal2,0,0,0,0,,,,,,,
1234019,thermalvz,0,0,0,0,,,,,,,
1234020,hybrid,0,0,0,0,,,,,,,
1234021,hybrid2,0,0,0,0,,,,,,,
1234022,hybrid3,0,0,0,0,,,,,,,
1234023,hybrid4,0,0,0,0,,,,,,,
1234024,vzscope,0,0,0,0,,,,,,,
1234025,silencer2,0,0,0,0,235,7,,,,,
1234026,silencer,0,0,0,0,,,,,,,
1234027,silencer3,0,0,0,0,687,4,,,,,
1234028,silencer4,0,0,0,0,,,,,,,
1234029,brake,0,0,0,0,237,3,,,,,
1234030,comp,0,0,0,0,684,1,685,11,686,3,
1234031,flashhider,0,0,0,0,,,,,,,
1234032,melee,0,0,0,0,,,,,,,
1234033,melee2,0,0,0,0,,,,,,,
1234034,choke,0,0,0,0,,,,,,,
1234035,meleeub,0,0,0,0,,,,,,,
1234036,gripang,0,0,0,0,236,8,685,14,1040,7,
1234037,gripangpro,0,0,0,0,238,4,,,,,
1234038,gripvert,0,0,0,0,687,13,1039,2,,,
1234039,gripcust,0,0,0,0,235,11,237,14,,,
1234040,gripcust2,0,0,0,0,,,,,,,
1234041,griprear,0,0,0,0,,,,,,,
1234042,gripvertpro,0,0,0,0,683,2,684,4,686,1,
1234043,gripdefault,0,0,0,0,,,,,,,
1234044,bipod,0,0,0,0,,,,,,,
1234045,gl,0,0,0,0,,,,,,,
1234046,ubshtgn02,0,0,0,0,,,,,,,
1234047,ubshtgn,0,0,0,0,,,,,,,
1234048,glsmoke,0,0,0,0,,,,,,,
1234049,glgas,0,0,0,0,,,,,,,
1234050,glconc,0,0,0,0,,,,,,,
1234051,glflash,0,0,0,0,,,,,,,
1234052,glincendiary,0,0,0,0,,,,,,,
1234053,glsemtex,0,0,0,0,,,,,,,
1234054,glsnap,0,0,0,0,,,,,,,
1234055,akimbo,0,0,0,0,,,,,,,
1234056,fmj,0,0,0,0,,,,,,,
1234057,xmags,0,0,0,0,,,,,,,
1234058,xmagslrg,0,0,0,0,238,1,684,3,686,2,
1234059,vertmags,0,0,0,0,,,,,,,
1234060,drums,0,0,0,0,,,,,,,
1234061,calcust,0,0,0,0,,,,,,,
1234062,laser,0,0,0,0,,,,,,,
1234063,laserir,0,0,0,0,,,,,,,
1234064,laserrange,0,0,0,0,235,4,684,12,,,
1234065,laserbalanced,0,0,0,0,685,4,687,9,,,
1234066,laserads,0,0,0,0,,,,,,,
1234067,stockl,0,0,0,0,236,1,685,2,,,
1234068,stockcust,0,0,0,0,,,,,,,
1234069,stocks,0,0,0,0,237,1,1039,2,1040,3,
1234070,pistolgrip02,0,0,0,0,683,1,,,,,
1234071,stockno,0,0,0,0,,,,,,,
1234072,guardlight,0,0,0,0,,,,,,,
1234073,stockh,0,0,0,0,238,1,,,,,
1234074,pistolgrip03,0,0,0,0,235,1,684,3,686,2,
1234075,pistolgrip01,0,0,0,0,237,1,,,,,
1234076,pistolgrip04,0,0,0,0,,,,,,,
1234077,guardheavy,0,0,0,0,,,,,,,
1234078,pistolgrip06,0,0,0,0,,,,,,,
1234079,stockfold,0,0,0,0,,,,,,,
1234080,guardcust,0,0,0,0,,,,,,,
1234081,bolt,0,0,0,0,,,,,,,
1234082,calsmg,0,0,0,0,,,,,,,
1234083,calsmgdrums,0,0,0,0,,,,,,,
1234084,calar,0,0,0,0,,,,,,,
1234085,calsnpr,0,0,0,0,,,,,,,
1234086,calcust2,0,0,0,0,,,,,,,
1234087,barlong,0,0,0,0,236,1,683,2,,,
1234088,barcust,0,0,0,0,,,,,,,
1234089,barmid,0,0,0,0,238,1,686,2,,,
1234090,barshort,0,0,0,0,1039,1,,,,,
1234091,barcust2,0,0,0,0,,,,,,,
1234092,barsil,0,0,0,0,,,,,,,
1234093,barsil2,0,0,0,0,,,,,,,
1234094,barcustnoguard,0,0,0,0,,,,,,,
1234095,barshortnoguard,0,0,0,0,,,,,,,
1234096,pistolgrip05,0,0,0,0,,,,,,,
1234097,linearbrake,0,0,0,0,,,,,,,
1234098,triggripcust,0,0,0,0,,,,,,,
1234099,trigcust,0,0,0,0,,,,,,,
1234100,trigcust02,0,0,0,0,,,,,,,
1234101,trigcust03,0,0,0,0,,,,,,,
1234102,trig,0,0,0,0,,,,,,,
1234103,triggrip,0,0,0,0,,,,,,,
1234104,rack,0,0,0,0,,,,,,,
1234105,strap,0,0,0,0,,,,,,,
1234106,semi,0,0,0,0,,,,,,,
1234107,burst,0,0,0,0,,,,,,,
1234108,auto,0,0,0,0,,,,,,,
1234109,done,0,0,0,0,,,,,,,
1234110,scopenvg,0,0,0,0,,,,,,,
1234111,toprailcust,0,0,0,0,,,,,,,
1234112,recstocks,0,0,0,0,,,,,,,
1234113,recstockl,0,0,0,0,,,,,,,
1234114,recstockh,0,0,0,0,,,,,,,
1234115,adsmove,0,0,0,0,,,,,,,
1234116,adsidle,0,0,0,0,,,,,,,
1234117,bling,0,0,0,0,,,,,,,
1234118,crouchrecoil,0,0,0,0,,,,,,,
1234119,fastswap,0,0,0,0,,,,,,,
1234120,fastreload,0,0,0,0,,,,,,,
1234121,flinch,0,0,0,0,,,,,,,
1234122,hipaim,0,0,0,0,,,,,,,
1234123,maxammo,0,0,0,0,,,,,,,
1234124,gunperk_semi,0,0,0,0,,,,,,,
1234125,gunperk_auto,0,0,0,0,,,,,,,
1234126,gunperk_burst,0,0,0,0,,,,,,,
1234127,gunperk_ricochet,0,0,0,0,,,,,,,
1234128,gunperk_recoil,0,0,0,0,,,,,,,
1234129,gunperk_rof,0,0,0,0,,,,,,,
1234130,gunperk_adsup,0,0,0,0,,,,,,,
1234131,gunperk_xmags,0,0,0,0,,,,,,,
1234132,gunperk_fastmelee,0,0,0,0,,,,,,,
1234133,gunperk_range,0,0,0,0,,,,,,,
1234134,gunperk_stalker,0,0,0,0,,,,,,,
1234135,muzzlestable,0,0,0,0,,,,,,,
1234136,muzzlestable2,0,0,0,0,,,,,,,
1234137,gunperk_burst3fast,0,0,0,0,,,,,,,
1234138,gunperk_burst4,0,0,0,0,,,,,,,
1234139,gunperk_burst4fast,0,0,0,0,,,,,,,
1234140,gunperk_xp,0,0,0,0,,,,,,,
1234141,gunperk_dexterity,0,0,0,0,,,,,,,
1234142,gunperk_enemytag,0,0,0,0,,,,,,,
1234143,gunperk_callout,0,0,0,0,,,,,,,
1234144,gunperk_glintreduce,0,0,0,0,,,,,,,
1234145,gunperk_hardmelee,0,0,0,0,,,,,,,
1234146,gunperk_holdbreath,0,0,0,0,,,,,,,
1234147,gunperk_marksman,0,0,0,0,,,,,,,
1234148,gunperk_stancespeed,0,0,0,0,,,,,,,
1234149,gunperk_binarytrigger,0,0,0,0,,,,,,,
1234150,ammomod_impact,0,0,0,0,,,,,,,
1234151,ammomod_slow,0,0,0,0,,,,,,,
1234152,ammomod_subsonic,0,0,0,0,,,,,,,
1234153,ammomod_wound,0,0,0,0,,,,,,,
1234154,ammomod_incendiary,0,0,0,0,,,,,,,
1234155,ammomod_762,0,0,0,0,,,,,,,
1234156,ammomod_exitdamage,0,0,0,0,,,,,,,
1234157,reargrip,0,0,0,0,,,,,,,
1234158,gunperk_adsup_reflex,0,0,0,0,,,,,,,
1234159,gunperk_adsup_holo,0,0,0,0,,,,,,,
1234160,gunperk_adsup_acog,0,0,0,0,,,,,,,
1234161,gunperk_adsup_hybrid,0,0,0,0,,,,,,,
1234162,gunperk_adsup_scope,0,0,0,0,,,,,,,
1234163,magrelease,0,0,0,0,,,,,,,
