1430000,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430001,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430002,reflexmini,0,0,0,0,801,3,802,4,,,,,,,,,,,,,,,,,,,
1430003,reflexmini2,0,0,0,0,1034,3,,,,,,,,,,,,,,,,,,,,,
1430004,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430005,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430007,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430008,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430009,scope,0,0,0,0,434,1,,,,,,,,,,,,,,,,,,,,,
1430010,reflex5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430011,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430012,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430013,holo3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430014,acog2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430015,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430016,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430017,acog3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430018,acog4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430022,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430023,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430024,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430025,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430026,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430027,silencer2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430028,silencer,0,0,0,0,799,11,801,12,,,,,,,,,,,,,,,,,,,
1430029,silencer3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430030,silencer4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430031,brake,0,0,0,0,1034,8,,,,,,,,,,,,,,,,,,,,,
1430032,comp,0,0,0,0,431,1,433,2,434,3,798,4,1022,5,1190,6,,,,,,,,,,,
1430033,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430034,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430035,melee2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430036,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1430037,meleeub,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
