1020000,acog,0,0,0,0,495,9,,,,,,,,,,,,,,,,,,,,,
1020001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020002,acog2,0,0,0,0,67,2,,,,,,,,,,,,,,,,,,,,,
1020003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020004,reflex,0,0,0,0,576,7,577,6,,,,,,,,,,,,,,,,,,,
1020005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020012,reflexmini,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020013,reflexmini2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020014,reflexmini3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020015,holo,0,0,0,0,1105,11,,,,,,,,,,,,,,,,,,,,,
1020016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020023,hybrid,0,0,0,0,496,7,575,8,,,,,,,,,,,,,,,,,,,
1020024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020025,hybrid2,0,0,0,0,65,2,352,11,766,15,,,,,,,,,,,,,,,,,
1020026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020027,hybrid3,0,0,0,0,769,5,,,,,,,,,,,,,,,,,,,,,
1020028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020029,hybrid4,0,0,0,0,305,1,768,5,,,,,,,,,,,,,,,,,,,
1020030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020033,vzscope,0,0,0,0,304,4,,,,,,,,,,,,,,,,,,,,,
1020034,silencer,0,0,0,0,769,8,,,,,,,,,,,,,,,,,,,,,
1020035,silencer2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020036,silencer3,0,0,0,0,766,6,1105,12,,,,,,,,,,,,,,,,,,,
1020037,gripvert,0,0,0,0,1127,13,,,,,,,,,,,,,,,,,,,,,
1020038,gripang,0,0,0,0,66,2,305,5,353,6,544,9,767,1,,,,,,,,,,,,,
1020039,gripangpro,0,0,0,0,67,3,197,2,351,14,437,4,,,,,,,,,,,,,,,
1020040,gripcust,0,0,0,0,65,3,496,11,575,15,,,,,,,,,,,,,,,,,
1020041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020044,gl,0,0,0,0,576,4,577,3,,,,,,,,,,,,,,,,,,,
1020045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020048,akimbo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020050,xmags,0,0,0,0,303,2,437,1,,,,,,,,,,,,,,,,,,,
1020051,drums,0,0,0,0,65,1,352,2,436,3,544,4,1127,5,,,,,,,,,,,,,
1020052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020053,laser,0,0,0,0,303,2,495,3,,,,,,,,,,,,,,,,,,,
1020054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020055,laserrange,0,0,0,0,436,6,437,7,576,2,577,1,,,,,,,,,,,,,,,
1020056,laserbalanced,0,0,0,0,305,7,766,7,768,11,1105,13,1127,1,,,,,,,,,,,,,
1020057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020058,stockl,0,0,0,0,769,1,,,,,,,,,,,,,,,,,,,,,
1020059,stockh,0,0,0,0,66,1,304,2,305,3,351,6,352,5,353,4,495,7,496,8,768,9,1105,10,1127,11,
1020060,stocks,0,0,0,0,64,1,67,2,436,3,437,4,544,5,575,6,576,7,766,8,767,9,,,,,
1020061,stockno,0,0,0,0,303,1,577,2,,,,,,,,,,,,,,,,,,,
1020062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020071,barlong,0,0,0,0,65,1,197,2,351,3,352,4,496,5,1105,6,1127,7,,,,,,,,,
1020072,barmid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020073,barshort,0,0,0,0,304,2,495,3,769,4,,,,,,,,,,,,,,,,,
1020074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020075,barcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020079,trigcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020080,trigcust02,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020081,trigcust03,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020084,brake,0,0,0,0,304,5,353,7,495,11,544,12,576,13,577,14,768,1,,,,,,,,,
1020085,comp,0,0,0,0,197,1,351,14,767,2,,,,,,,,,,,,,,,,,
1020086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020124,flashhider,0,0,0,0,67,2,,,,,,,,,,,,,,,,,,,,,
1020125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1020145,xmagslrg,0,0,0,0,305,1,768,2,,,,,,,,,,,,,,,,,,,
1020146,gripvertpro,0,0,0,0,304,10,766,3,769,14,,,,,,,,,,,,,,,,,
