1980000,ironsight,0,0,0,0,,,,,,,,,
1980001,ironsdefault,0,0,0,0,,,,,,,,,
1980002,reflexmini,0,0,0,0,,,,,,,,,
1980003,reflexmini2,0,0,0,0,,,,,,,,,
1980004,reflexmini3,0,0,0,0,,,,,,,,,
1980005,reflex,0,0,0,0,,,,,,,,,
1980006,reflex2,0,0,0,0,,,,,,,,,
1980007,reflex3,0,0,0,0,,,,,,,,,
1980008,reflex4,0,0,0,0,,,,,,,,,
1980009,scope,0,0,0,0,,,,,,,,,
1980010,reflex5,0,0,0,0,,,,,,,,,
1980011,holo,0,0,0,0,984,5,,,,,,,
1980012,holo2,0,0,0,0,,,,,,,,,
1980013,holo3,0,0,0,0,,,,,,,,,
1980014,acog2,0,0,0,0,982,3,,,,,,,
1980015,acog,0,0,0,0,,,,,,,,,
1980016,scopenorail,0,0,0,0,,,,,,,,,
1980017,acog3,0,0,0,0,,,,,,,,,
1980018,acog4,0,0,0,0,,,,,,,,,
1980019,thermal,0,0,0,0,,,,,,,,,
1980020,thermal2,0,0,0,0,,,,,,,,,
1980021,thermal3,0,0,0,0,,,,,,,,,
1980022,thermalvz,0,0,0,0,,,,,,,,,
1980023,hybrid,0,0,0,0,,,,,,,,,
1980024,hybrid2,0,0,0,0,,,,,,,,,
1980025,hybrid3,0,0,0,0,,,,,,,,,
1980026,hybrid4,0,0,0,0,,,,,,,,,
1980027,vzscope,0,0,0,0,,,,,,,,,
1980028,silencer2,0,0,0,0,,,,,,,,,
1980029,silencer,0,0,0,0,,,,,,,,,
1980030,silencer3,0,0,0,0,,,,,,,,,
1980031,silencer4,0,0,0,0,,,,,,,,,
1980032,brake,0,0,0,0,982,1,984,2,,,,,
1980033,comp,0,0,0,0,981,9,,,,,,,
1980034,flashhider,0,0,0,0,,,,,,,,,
1980035,melee,0,0,0,0,983,8,,,,,,,
1980036,melee2,0,0,0,0,,,,,,,,,
1980037,choke,0,0,0,0,,,,,,,,,
1980038,meleeub,0,0,0,0,,,,,,,,,
1980039,gripang,0,0,0,0,,,,,,,,,
