1229000,ironsight,0,0,0,0,,,,,,,
1229001,ironsdefault,0,0,0,0,,,,,,,
1229002,reflexmini,0,0,0,0,1035,12,1037,15,,,
1229003,reflexmini2,0,0,0,0,,,,,,,
1229004,reflexmini3,0,0,0,0,,,,,,,
1229005,reflex,0,0,0,0,,,,,,,
1229006,reflex2,0,0,0,0,1020,14,,,,,
1229007,reflex3,0,0,0,0,232,5,,,,,
1229008,reflex4,0,0,0,0,,,,,,,
1229009,scope,0,0,0,0,,,,,,,
1229010,holo,0,0,0,0,,,,,,,
1229011,holo2,0,0,0,0,,,,,,,
1229012,holo3,0,0,0,0,,,,,,,
1229013,acog2,0,0,0,0,,,,,,,
1229014,acog,0,0,0,0,,,,,,,
1229015,scopenorail,0,0,0,0,,,,,,,
1229016,acog3,0,0,0,0,,,,,,,
1229017,thermal,0,0,0,0,,,,,,,
1229018,thermal2,0,0,0,0,,,,,,,
1229019,thermalvz,0,0,0,0,,,,,,,
1229020,hybrid,0,0,0,0,,,,,,,
1229021,hybrid2,0,0,0,0,,,,,,,
1229022,hybrid3,0,0,0,0,,,,,,,
1229023,hybrid4,0,0,0,0,,,,,,,
1229024,vzscope,0,0,0,0,,,,,,,
1229025,silencer2,0,0,0,0,,,,,,,
1229026,silencer,0,0,0,0,,,,,,,
1229027,silencer3,0,0,0,0,,,,,,,
1229028,silencer4,0,0,0,0,,,,,,,
1229029,brake,0,0,0,0,,,,,,,
1229030,comp,0,0,0,0,233,7,,,,,
1229031,flashhider,0,0,0,0,,,,,,,
1229032,melee,0,0,0,0,,,,,,,
1229033,melee2,0,0,0,0,,,,,,,
1229034,choke,0,0,0,0,,,,,,,
1229035,meleeub,0,0,0,0,,,,,,,
1229036,gripang,0,0,0,0,232,11,1036,1,,,
1229037,gripangpro,0,0,0,0,,,,,,,
1229038,gripvert,0,0,0,0,,,,,,,
1229039,gripcust,0,0,0,0,,,,,,,
1229040,gripcust2,0,0,0,0,,,,,,,
1229041,griprear,0,0,0,0,,,,,,,
1229042,gripvertpro,0,0,0,0,,,,,,,
1229043,gripdefault,0,0,0,0,,,,,,,
1229044,bipod,0,0,0,0,,,,,,,
1229045,gl,0,0,0,0,,,,,,,
1229046,ubshtgn02,0,0,0,0,,,,,,,
1229047,ubshtgn,0,0,0,0,,,,,,,
1229048,glsmoke,0,0,0,0,,,,,,,
1229049,glgas,0,0,0,0,,,,,,,
1229050,glconc,0,0,0,0,,,,,,,
1229051,glflash,0,0,0,0,,,,,,,
1229052,glincendiary,0,0,0,0,,,,,,,
1229053,glsemtex,0,0,0,0,,,,,,,
1229054,glsnap,0,0,0,0,,,,,,,
1229055,akimbo,0,0,0,0,,,,,,,
1229056,fmj,0,0,0,0,,,,,,,
1229057,xmags,0,0,0,0,232,1,1035,2,1037,3,
1229058,xmagslrg,0,0,0,0,,,,,,,
1229059,vertmags,0,0,0,0,,,,,,,
1229060,drums,0,0,0,0,233,1,1036,2,,,
1229061,calcust,0,0,0,0,,,,,,,
1229062,laser,0,0,0,0,,,,,,,
1229063,laserir,0,0,0,0,,,,,,,
1229064,laserrange,0,0,0,0,1037,1,,,,,
1229065,laserbalanced,0,0,0,0,1020,1,,,,,
1229066,laserads,0,0,0,0,,,,,,,
1229067,stockl,0,0,0,0,1020,1,,,,,
1229068,stockcust,0,0,0,0,,,,,,,
1229069,stocks,0,0,0,0,232,1,1035,2,1036,3,
1229070,pistolgrip02,0,0,0,0,,,,,,,
1229071,stockno,0,0,0,0,233,1,,,,,
1229072,guardlight,0,0,0,0,,,,,,,
1229073,stockh,0,0,0,0,,,,,,,
1229074,pistolgrip03,0,0,0,0,1035,1,1036,2,1037,3,
1229075,pistolgrip01,0,0,0,0,,,,,,,
1229076,pistolgrip04,0,0,0,0,,,,,,,
1229077,guardheavy,0,0,0,0,,,,,,,
1229078,pistolgrip06,0,0,0,0,,,,,,,
1229079,stockfold,0,0,0,0,,,,,,,
1229080,guardcust,0,0,0,0,,,,,,,
1229081,bolt,0,0,0,0,,,,,,,
1229082,calsmg,0,0,0,0,,,,,,,
1229083,calsmgdrums,0,0,0,0,,,,,,,
1229084,calar,0,0,0,0,,,,,,,
1229085,calsnpr,0,0,0,0,,,,,,,
1229086,calcust2,0,0,0,0,,,,,,,
1229087,barlong,0,0,0,0,232,1,1020,2,,,
1229088,barcust,0,0,0,0,,,,,,,
1229089,barmid,0,0,0,0,233,2,,,,,
1229090,barshort,0,0,0,0,,,,,,,
1229091,barcust2,0,0,0,0,,,,,,,
1229092,barsil,0,0,0,0,1035,1,1036,2,1037,3,
1229093,barsil2,0,0,0,0,,,,,,,
1229094,barcustnoguard,0,0,0,0,,,,,,,
1229095,barshortnoguard,0,0,0,0,,,,,,,
1229096,pistolgrip05,0,0,0,0,,,,,,,
1229097,linearbrake,0,0,0,0,,,,,,,
1229098,triggripcust,0,0,0,0,,,,,,,
1229099,trigcust,0,0,0,0,,,,,,,
1229100,trigcust02,0,0,0,0,,,,,,,
1229101,trigcust03,0,0,0,0,,,,,,,
1229102,trig,0,0,0,0,,,,,,,
1229103,triggrip,0,0,0,0,,,,,,,
1229104,rack,0,0,0,0,,,,,,,
1229105,strap,0,0,0,0,,,,,,,
1229106,semi,0,0,0,0,,,,,,,
1229107,burst,0,0,0,0,,,,,,,
1229108,auto,0,0,0,0,,,,,,,
1229109,done,0,0,0,0,,,,,,,
1229110,scopenvg,0,0,0,0,,,,,,,
1229111,toprailcust,0,0,0,0,,,,,,,
1229112,recstocks,0,0,0,0,,,,,,,
1229113,recstockl,0,0,0,0,,,,,,,
1229114,recstockh,0,0,0,0,,,,,,,
1229115,adsmove,0,0,0,0,,,,,,,
1229116,adsidle,0,0,0,0,,,,,,,
1229117,bling,0,0,0,0,,,,,,,
1229118,crouchrecoil,0,0,0,0,,,,,,,
1229119,fastswap,0,0,0,0,,,,,,,
1229120,fastreload,0,0,0,0,,,,,,,
1229121,flinch,0,0,0,0,,,,,,,
1229122,hipaim,0,0,0,0,,,,,,,
1229123,maxammo,0,0,0,0,,,,,,,
1229124,gunperk_semi,0,0,0,0,,,,,,,
1229125,gunperk_auto,0,0,0,0,,,,,,,
1229126,gunperk_burst,0,0,0,0,,,,,,,
1229127,gunperk_ricochet,0,0,0,0,,,,,,,
1229128,gunperk_recoil,0,0,0,0,,,,,,,
1229129,gunperk_rof,0,0,0,0,,,,,,,
1229130,gunperk_adsup,0,0,0,0,,,,,,,
1229131,gunperk_xmags,0,0,0,0,,,,,,,
1229132,gunperk_fastmelee,0,0,0,0,,,,,,,
1229133,gunperk_range,0,0,0,0,,,,,,,
1229134,gunperk_stalker,0,0,0,0,,,,,,,
1229135,muzzlestable,0,0,0,0,,,,,,,
1229136,muzzlestable2,0,0,0,0,,,,,,,
1229137,gunperk_burst3fast,0,0,0,0,,,,,,,
1229138,gunperk_burst4,0,0,0,0,,,,,,,
1229139,gunperk_burst4fast,0,0,0,0,,,,,,,
1229140,gunperk_xp,0,0,0,0,,,,,,,
1229141,gunperk_dexterity,0,0,0,0,,,,,,,
1229142,gunperk_enemytag,0,0,0,0,,,,,,,
1229143,gunperk_callout,0,0,0,0,,,,,,,
1229144,gunperk_glintreduce,0,0,0,0,,,,,,,
1229145,gunperk_hardmelee,0,0,0,0,,,,,,,
1229146,gunperk_holdbreath,0,0,0,0,,,,,,,
1229147,gunperk_marksman,0,0,0,0,,,,,,,
1229148,gunperk_stancespeed,0,0,0,0,,,,,,,
1229149,gunperk_binarytrigger,0,0,0,0,,,,,,,
1229150,ammomod_impact,0,0,0,0,,,,,,,
1229151,ammomod_slow,0,0,0,0,,,,,,,
1229152,ammomod_subsonic,0,0,0,0,,,,,,,
1229153,ammomod_wound,0,0,0,0,,,,,,,
1229154,ammomod_incendiary,0,0,0,0,,,,,,,
1229155,ammomod_762,0,0,0,0,,,,,,,
1229156,ammomod_exitdamage,0,0,0,0,,,,,,,
1229157,reargrip,0,0,0,0,,,,,,,
1229158,gunperk_adsup_reflex,0,0,0,0,,,,,,,
1229159,gunperk_adsup_holo,0,0,0,0,,,,,,,
1229160,gunperk_adsup_acog,0,0,0,0,,,,,,,
1229161,gunperk_adsup_hybrid,0,0,0,0,,,,,,,
1229162,gunperk_adsup_scope,0,0,0,0,,,,,,,
