1002000,acog,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002001,acoglight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002002,acog2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002003,acog2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002004,reflex,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002005,reflexlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002006,reflex2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002007,reflex2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002008,reflex3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002009,reflex3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002010,reflex4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002011,reflex4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002012,reflexmini,0,0,0,0,83,4,307,1,457,6,458,2,689,7,,,,,,,,,,,,,
1002013,reflexmini2,0,0,0,0,81,2,901,6,902,5,,,,,,,,,,,,,,,,,
1002014,reflexmini3,0,0,0,0,85,3,306,5,412,6,688,8,691,9,,,,,,,,,,,,,
1002015,holo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002016,hololight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002017,holo2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002018,holo2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002019,thermal,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002020,thermal2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002021,thermalvz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002022,thermal2vz,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002023,hybrid,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002024,hybridlight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002025,hybrid2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002026,hybrid2light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002027,hybrid3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002028,hybrid3light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002029,hybrid4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002030,hybrid4light,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002031,ironsight,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002032,ironsdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002033,vzscope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002034,silencer,0,0,0,0,83,1,307,6,458,9,,,,,,,,,,,,,,,,,
1002035,silencer2,0,0,0,0,902,2,,,,,,,,,,,,,,,,,,,,,
1002036,silencer3,0,0,0,0,459,2,,,,,,,,,,,,,,,,,,,,,
1002037,gripvert,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002038,gripang,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002039,gripangpro,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002040,gripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002041,gripdefault,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002042,gripcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002043,bipod,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002044,gl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002045,glsmoke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002046,glgas,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002047,glconc,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002048,akimbo,0,0,0,2000,,,,,,,,,,,,,,,,,,,,,,,
1002049,fmj,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002050,xmags,0,0,0,0,82,2,84,1,459,3,692,4,,,,,,,,,,,,,,,
1002051,drums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002052,vertmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002053,laser,0,0,0,0,457,12,460,15,,,,,,,,,,,,,,,,,,,
1002054,laserir,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002055,laserrange,0,0,0,0,83,3,221,10,306,6,412,11,690,1,,,,,,,,,,,,,
1002056,laserbalanced,0,0,0,0,81,2,458,9,688,12,691,13,692,1,900,14,901,5,902,3,1025,4,,,,,
1002057,laserads,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002058,stockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002059,stockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002060,stocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002061,stockno,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002062,stockfold,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002063,stockcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002064,bolt,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002065,calsmg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002066,calsmgdrums,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002067,calar,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002068,calsnpr,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002069,calcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002070,calcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002071,barlong,0,0,0,0,222,1,306,2,307,3,690,4,901,7,902,5,1025,6,,,,,,,,,
1002072,barmid,0,0,0,0,221,1,412,2,457,3,459,4,900,5,,,,,,,,,,,,,
1002073,barshort,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002074,barshortnoguard,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002075,barcust,0,0,0,0,85,1,460,2,688,4,689,3,691,5,692,7,899,6,,,,,,,,,
1002076,barcust2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002077,triggripcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002078,triggrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002079,trigcust,0,0,0,0,82,2,83,1,221,4,306,3,457,5,458,6,689,7,690,8,899,9,900,10,1025,11,
1002080,trigcust02,0,0,0,0,222,1,688,2,691,3,,,,,,,,,,,,,,,,,
1002081,trigcust03,0,0,0,0,85,1,307,2,412,3,,,,,,,,,,,,,,,,,
1002082,trig,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002083,melee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002084,brake,0,0,0,0,222,1,,,,,,,,,,,,,,,,,,,,,
1002085,comp,0,0,0,0,460,7,689,8,899,9,,,,,,,,,,,,,,,,,
1002086,choke,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002087,linearbrake,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002088,rack,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002089,strap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002090,semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002091,burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002092,auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002093,griprear,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002094,done,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002095,scope,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002096,scopenvg,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002097,scopenorail,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002098,toprailcust,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002099,recstocks,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002100,recstockl,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002101,recstockh,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002102,adsmove,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002103,adsidle,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002104,bling,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002105,crouchrecoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002106,fastswap,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002107,fastreload,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002108,flinch,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002109,hipaim,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002110,maxammo,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002111,gunperk_semi,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002112,gunperk_auto,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002113,gunperk_burst,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002114,gunperk_ricochet,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002115,gunperk_recoil,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002116,gunperk_rof,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002117,gunperk_adsup,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002118,gunperk_xmags,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002119,gunperk_fastmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002120,gunperk_range,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002121,gunperk_stalker,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002122,muzzlestable,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002123,muzzlestable2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002124,flashhider,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002125,gunperk_burst3fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002126,gunperk_burst4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002127,gunperk_burst4fast,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002128,gunperk_xp,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002129,gunperk_dexterity,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002130,gunperk_enemytag,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002131,gunperk_callout,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002132,gunperk_glintreduce,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002133,gunperk_hardmelee,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002134,gunperk_holdbreath,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002135,gunperk_marksman,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002136,gunperk_stancespeed,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002137,gunperk_binarytrigger,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002138,ammomod_impact,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002139,ammomod_slow,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002140,ammomod_subsonic,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002141,ammomod_wound,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002142,ammomod_incendiary,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002143,ammomod_762,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002144,ammomod_exitdamage,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002145,xmagslrg,0,0,0,0,85,1,306,2,307,3,412,4,458,5,688,6,691,7,902,8,,,,,,,
1002146,gripvertpro,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002147,reargrip,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1002148,pistolgrip01,0,0,0,0,221,3,222,2,457,4,,,,,,,,,,,,,,,,,
1002149,pistolgrip02,0,0,0,0,459,2,460,1,899,3,,,,,,,,,,,,,,,,,
1002150,pistolgrip03,0,0,0,0,84,1,690,2,,,,,,,,,,,,,,,,,,,
1002151,pistolgrip04,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
