iw8_ar_mike4_mp,0,0,-1.3,0,0,0,0,1,4,,,
iw8_ar_akilo47_mp,-1,0,-1.3,0,0,0,0,2,5,,,
iw8_ar_asierra12_mp,-0.5,2,-1,0,0,0,-2,3.5,4,,,
iw8_ar_falpha_mp,-3.5,-5,-1.3,0,0,0,-3.5,2.5,9,,,
iw8_ar_mcharlie_mp,-1,-1,-1.3,0,0,0,-2.5,3.5,4,,,
iw8_ar_falima_mp,-0.5,2.5,-1.3,0,0,0,-2.5,3.5,12,,,
iw8_ar_scharlie_mp,-1,0,-1.3,0,0,0,-4,1,5,,,
iw8_ar_kilo433_mp,0.8,-3,-1.2,0,0,0,-1,4.9,8,,,
iw8_sm_mpapa7_mp,0,-6,-1.5,0,0,0,-3.5,4,0,,,
iw8_sm_papa90_mp,0.5,-9.5,-1,0,0,0,-2,5,-4,,,
iw8_sm_augolf_mp,-2,-4,-1,0,0,0,-2,3,8,,,
iw8_sm_beta_mp,0,-6,-1,0,0,0,-3,3.8,8,,,
iw8_sm_mpapa5_mp,0,0,-1,0,0,0,-3.5,3,-1,,,
iw8_lm_kilo121_mp,-0.75,0.8,-0.6,0,0,0,-3.5,4,11,,,
iw8_lm_pkilo_mp,0.5,-2.7,6.05,0,0,0,-5,18.5,-80,,,
iw8_lm_lima86_mp,-1,-1.25,0,0,0,0,-5,3.75,0,,,
iw8_sn_alpha50_mp,-1,2.5,0,0,0,0,-3,4.2,0,,,
iw8_sn_delta_mp,0.5,1,-1.1,0,0,0,-4,2,13,,,
iw8_sn_mike14_mp,-1.5,1.4,-1,0,0,0,2.9,3.2,4,,,
iw8_sn_sbeta_mp,0.5,1.2,-1,0,0,0,2.9,4.5,9,,,
iw8_sh_romeo870_mp,-1.3,0.8,-1.1,0,0,0,-2.5,3.4,13,,,
iw8_sh_charlie725_mp,-0.5,-2,-1.2,0,0,0,-1,3.4,13,,,
iw8_sh_dpapa12_mp,-0.6,-1,-0.25,0,0,0,-1,3.7,-3,,,
iw8_la_rpapa7_mp,-2,-4,1.2,0,0,0,-5,-2.6,-4,,,
iw8_la_kgolf_mp,-2.5,-5,0,0,0,0,-8,-2.2,-3,,,
iw8_pi_golf21_mp,-0.2,0.7,0.2,0,0,0,0,0,1,,,
iw8_pi_mike911_mp,-0.2,0,0.2,0,0,0,0,1,6,,,
iw8_pi_decho_mp,-0.2,0.38,0.18,0,0,0,0,0,3,,,
iw8_pi_cpapa_mp,-0.55,0.89,0.16,0,0,0,0,1,3,,,
iw8_pi_papa320_mp,0,0.55,0.18,0,0,0,0,0,5,,,
acog,0,0,-1.3,0,0,0,0,1,4,iw8_ar_mike4_mp,,
iw8_ar_sierra552_mp,-2,2,-1.3,0,0,0,0,1,4,,,
iw8_sm_smgolf45_mp,-2,2,-1.3,0,0,0,0,1,4,,,
iw8_sh_mike26_mp,-2,2,-1.3,0,0,0,0,1,4,,,
iw8_sn_crossbow_mp,-2,2,-1.3,0,0,0,0,1,4,,,
stock_golf21,-2,0.7,0.2,0,0,0,0,0,1,iw8_pi_golf21_mp,2,
iw8_sn_sksierra_mp,-1.5,1.4,-5,0,0,0,2.9,3.2,4,,,
gripvert_mike9,-5,0.7,0.2,-7,0,0,0,0,1,iw8_pi_mike9_mp,2,
stocks_mike9,-5,0.7,0.2,-7,0,0,0,0,1,iw8_pi_mike9_mp,3,
iw8_lm_mkilo3_mp,0.5,-2.7,6.05,0,0,0,-5,18.5,-80,,,
