iw8_ar_mike4_mp,-8,5,0,-3.5,0,0.235,0,0,0,iw8_ar_mike4#This is dummy data. Game asserts if this column is empty. Please remove when this column has content.,,
iw8_ar_akilo47_mp,-8,9,0,-2,0,0,0,0,0,,,
iw8_ar_asierra12_mp,-14,11,-1,-3.5,0,0.5,0,0,0,,,
iw8_ar_falpha_mp,0,0,0,-7.5,0,-2,0,0,0,,,
iw8_ar_mcharlie_mp,0,1.25,0,-4,0,0,0,0,0,,,
iw8_ar_falima_mp,-5,6.5,-1.5,1,0,1.25,0,0,0,,,
iw8_ar_scharlie_mp,0,3,-0.5,-2,0,0,0,0,0,,,
iw8_ar_kilo433_mp,0,-0.5,-0.5,-6.4,0,0.55,0,0,0,,,
iw8_ar_tango21_mp,-5,1.5,-1,-5,0,0,0,0,0,,,
iw8_sm_beta_mp,0,-2.5,-1,-8.7,0,1.25,0,0,0,,,
iw8_sm_mpapa5_mp,0,1.5,-1,-3,0,1,0,0,0,,,
iw8_sm_mpapa7_mp,0,-2,-1.5,-6.5,0,0.4,0,0,0,,,
iw8_sm_papa90_mp,0,-3,-1.7,-9.25,0,0.85,0,0,0,,,
iw8_sm_augolf_mp,-1,5,-1.4,-3,0,0.5,0,0,0,,,
iw8_sm_uzulu_mp,0,-1,-2,-6,0,1.59,0,0,0,,,
iw8_lm_mgolf34_mp,0,0,-1,3.75,0,0.5,0,0,0,,,
iw8_lm_kilo121_mp,0,0,0.25,3.5,0,0,0,0,0,,,
iw8_lm_pkilo_mp,-8,-1,0.1,-1,0,0.5,0,0,0,,,
iw8_lm_lima86_mp,0,0,-0.5,-2,0,-0.5,0,0,0,,,
iw8_lm_mgolf36_mp,0,-5,-2,0,0,0,0,0,0,,,
iw8_sn_alpha50_mp,-15,5,-1,7,0,0.5,0,0,0,,,
iw8_sn_crossbow_mp,-2,2,-1.5,-3.5,0,0.235,0,0,0,,,
iw8_sn_delta_mp,-5,2,-2,2,0,2,0,0,0,,,
iw8_sn_mike14_mp,-5,6.5,-0.5,-2,0,0.75,0,0,0,,,
iw8_sn_sbeta_mp,-4.5,9,-3,-1,0,1.75,0,0,0,,,
iw8_sn_kilo98_mp,-20,9,0,1,0,0.2,0,0,0,,,
iw8_sn_hdromeo_mp,-16,7.5,-1,7,0,1,0,0,0,,,
iw8_sh_romeo870_mp,-4,7.5,-0.75,-2.4,0,0.4,0,0,0,,,
iw8_sh_charlie725_mp,-10,5,-0.5,-2.5,0,0.35,0,0,0,,,
iw8_sh_dpapa12_mp,0,0,-1,-5,0,0,0,0,0,,,
iw8_sh_oscar12_mp,-10,5,-0.5,-6.5,0,-0.25,0,0,0,,,
iw8_knife_mp,0,9,3,0,0,0,-90,0,0,,,
iw8_pi_golf21_mp,-1,2,0.5,-7,0,0.25,0,0,0,,,
iw8_pi_mike1911_mp,0,0.25,0.25,-7.25,0,0.3,0,0,0,,,
iw8_pi_decho_mp,0,2,0.25,-6.25,0,0.3,0,0,0,,,
iw8_pi_cpapa_mp,0,2,0.25,-6,0,0.5,0,0,0,,,
iw8_pi_papa320_mp,0,0,0.5,-7,0,0,0,0,0,,,
iw8_la_rpapa7_mp,-6,1,-1,5,0,0.25,0,0,0,,,
iw8_la_juliet_mp,5,-12,-2,-5,-4.75,-5,0,0,0,,,
iw8_la_gromeo_mp,-20,-12.5,0,-7,0,0,0,0,0,,,
iw8_la_kgolf_mp,12,-9.5,-1,-2.75,0,0.85,0,0,0,,,
iw8_me_riotshield_mp_frontend,20,0,-5,0,0,0,90,0,0,,,
iw8_acc_weapon_watch_analog_1,0,-2.5,-2.5,0,0,0,8,175,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_1,0,-2.5,-2.5,0,0,0,8,175,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_a,0,-2.5,-2.5,0,0,0,8,175,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_c,0,-2.5,-2.5,0,0,0,6,174,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_c_1,0,-2.5,-2.5,0,0,0,6,174,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_c_1_white,0,-2.5,-2.5,0,0,0,6,174,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_d,0,-2.5,-2.5,0,0,0,6,172,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_d_1,0,-2.5,-2.5,0,0,0,6,172,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_e,0,-2.5,-2.5,0,0,0,8,175,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_e_1,0,-2.5,-2.5,0,0,0,8,175,-70,iw8_acc_attach_base,,
iw8_acc_weapon_watch_digital_vac,0,-2.5,-2.5,0,0,0,7,175,-70,iw8_acc_attach_base,,
