bipod_akilo47,-4,-7,0.45,0,0,0,0,0,0,iw8_ar_akilo47_mp,2,
drums_akilo47,-4,-7,0.4,0,0,0,2,0,18,iw8_ar_akilo47_mp,3,
bipod_pkilo,0,-2.8,7.9,0,0,0,4,9.6,-88,iw8_lm_pkilo_mp,2,
drums_augolf,-4.5,-5.5,0.7,0,0,0,4,0,10,iw8_sm_augolf_mp,2,
silencerpstl_oil,-5,0,0.5,0,0,0,-30,2,1,iw8_pi_golf21_mp,2,
silencerpstl_oil,-5,0,0.5,0,0,0,-30,2,1,iw8_pi_mike1911_mp,2,
silencerpstl_oil,-5,0,0.5,0,0,0,-30,2,1,iw8_pi_papa320_mp,2,
iw8_la_rpapa7_mp,-1,0,1.2,0,0,0,3,0,-11,,,
iw8_la_kgolf_mp,-2.5,-7,1.6,0,0,0,-17,-1,20,,,
iw8_pi_golf21_mp,-5,0,0.1,0,0,0,-30,-1,2,,,
iw8_pi_mike1911_mp,-5,0,0.3,0,0,0,-30,0.5,6,,,
iw8_pi_decho_mp,-5,0,0.18,0,0,0,-30,0,3,,,
holo_east01_pstl,-5,0,0.18,0,0,0,-30,0,1,iw8_pi_decho_mp,2,
acog_west02_pstl,-5,0,0.4,0,0,0,-30,0,-5,iw8_pi_decho_mp,3,
silencerpstl_oil,-5,0,0.4,0,0,0,-30,0,-5,iw8_pi_decho_mp,4,
iw8_pi_cpapa_mp,-5,0,0.4,0,0,0,-30,0,-2.5,,,
acog_west01_pstl,-5,0,0.5,0,0,0,-30,0,-2.5,iw8_pi_cpapa_mp,3,
acog_west02_pstl,-5,0,0.5,0,0,0,-30,0,-2.5,iw8_pi_cpapa_mp,4,
acog_east01_pstl,-5,0,0.5,0,0,0,-30,0,-2.5,iw8_pi_cpapa_mp,5,
iw8_pi_papa320_mp,-5,0,0.18,0,0,0,-30,0,5,,,
iw8_ar_mike4_mp,-5.5,-4,0.4,0,0,0,0,0.4,0,,,
iw8_ar_akilo47_mp,-4,-7,0.4,0,0,0,0,0,0,,,
iw8_ar_asierra12_mp,-4.4,-4.28,0.4,0,0,0,0,0,0,,,
bipod,-4.4,-4.28,1.2,0,0,0,0,2.5,9,iw8_ar_asierra12_mp,2,
iw8_ar_falpha_mp,-7,-6.8,0.4,0,0,0,0,0,0,,,
bipod_falpha,-7,-6.8,0.4,0,0,0,0,0,5,iw8_ar_falpha_mp,2,
iw8_ar_mcharlie_mp,-5.1,-3.9,0.4,0,0,0,0,0.4,0,,,
bipod,-5.1,-3.9,0.9,0,0,0,0,2.2,13,iw8_ar_mcharlie_mp,2,
iw8_ar_falima_mp,-4.4,-4,0.4,0,0,0,0,0.5,0,,,
bipod_falima,-4.4,-4,0.9,0,0,0,0,1.5,-5,iw8_ar_falima_mp,2,
iw8_ar_scharlie_mp,-4.7,-3.8,0.4,0,0,0,0,0.4,0,,,
bipodgrip,-4.7,-3.8,0.9,0,0,0,0,2,14,iw8_ar_scharlie_mp,2,
iw8_ar_kilo433_mp,-5.2,-6,0.4,0,0,0,0,0,0,,,
bipod,-4,-8,6,0,0,0,-5,5.5,-90,iw8_ar_kilo433_mp,3,
drums_kilo433,-4,-8,4,0,0,0,-5,-5,-90,iw8_ar_kilo433_mp,2,
iw8_ar_tango21_mp,-5,-5,0.4,0,0,0,0,0,-0.2,,,
drums_tango21,-5,-5,0.4,0,0,0,0,0,15.8,,,
iw8_sm_mpapa7_mp,-5,-8,0.4,0,0,0,4,1,0,,,
iw8_sm_papa90_mp,-5,-12,0.4,0,0,0,4,0,0,,,
iw8_sm_augolf_mp,-4.5,-5.5,0.4,0,0,0,4,0,0,,,
iw8_sm_beta_mp,-7,-12,0.7,0,0,0,4,1,5,,,
iw8_sm_mpapa5_mp,-4.5,-4.1,0.65,0,0,0,4,1,0,,,
iw8_lm_kilo121_mp,-4.5,-4.1,0.7,0,0,0,3,0,11,,,
bipod_kilo121,-4.5,-6,0.7,0,0,0,3,0,11,iw8_lm_kilo121_mp,2,
iw8_lm_pkilo_mp,0,-2.8,7.8,0,0,0,4,9.5,-88,,,
iw8_lm_lima86_mp,-5.5,-4.1,0.6,0,0,0,3,0,2,,,
bipod_lima86,-5.5,-4.1,0.8,0,0,0,3,2,2,iw8_lm_lima86_mp,3,
iw8_sn_alpha50_mp,-2,-0.09,0.7,0,0,0,7.5,0,-5,,,
bipodsnpr,-2,-5,0.7,0,0,0,7.5,0,-1,iw8_sn_alpha50_mp,2,
iw8_sn_delta_mp,-2.5,-0.09,0.4,0,0,0,5,0,-5,,,
bipod_delta,-0.5,-5,0.4,0,0,0,5,0,0,iw8_sn_delta_mp,2,
iw8_sn_mike14_mp,-5,-3,0.4,0,0,0,2.5,0,-2,,,
bipoddmr,-5,-3,0.9,0,0,0,2.5,2.2,14,iw8_sn_mike14_mp,2,
iw8_sn_sbeta_mp,-3.4,-3.5,0.4,0,0,0,2.5,0,-4,,,
iw8_sh_romeo870_mp,-4.8,-5,0.4,0,0,0,0,0,0,,,
iw8_sh_charlie725_mp,-4.8,-7.25,0.4,0,0,0,0,0,0,,,
iw8_sh_dpapa12_mp,-4.8,-8,0.9,0,0,0,0,0,0,,,
iw8_la_juliet_mp,-1.5,-13,6,0,0,0,-14,0,-90,,,
iw8_la_gromeo_mp,0,0,2,0,0,0,-8,0,0,,,
iw8_knife_mp,-1,7.5,-0.15,0,0,0,-95,0,-1,,,
acog,-5.5,-4,0.4,0,0,0,0,0.4,0,,,
acog,-5.5,-4,0.4,0,0,0,0,0.4,0,,,
iw8_sm_uzulu_mp,-4.5,-6.2,0.4,0,0,0,4,0.3,-1,,,
iw8_sh_oscar12_mp,-7,-8,0.7,0,0,0,0,0,0,,,
drums_oscar12,-7,-8,0.9,0,0,0,0,0,23,iw8_sh_oscar12_mp,2,
iw8_lm_mgolf34_mp,-3,-2,1.8,0,0,0,1,-6,-35,,,
bipod_mgolf34,-3,-5,1.8,0,0,0,1,-6,-35,iw8_lm_mgolf34_mp,3,
iw8_lm_mgolf36_mp,0,-4,3.7,0,0,0,0,-6,-97,,,
calcust_mgolf36,-4,-4,0.6,0,0,0,0,0,-2,iw8_lm_mgolf36_mp,2,
iw8_sn_kilo98_mp,-4.2,0,0.4,0,0,0,1.5,0,0,,,
vzscope_kilo98,-4.2,0,0.7,0,0,0,1.5,0,-6,iw8_sn_kilo98_mp,2,
iw8_sn_hdromeo_mp,2,-5.5,0.8,0,0,0,0,0,-4,,,
bipod_hdromeo,0,-4,0.8,0,0,0,0,0,-4,iw8_sn_hdromeo_mp,2,
iw8_me_riotshield_mp_frontend,-7,-9,-0.09,0,0,0,5,-3,-3.75,,,
iw8_sn_crossbow_mp,0,-6,5.5,0,0,0,0,-10,-98,,,
