include,omnvars/mp/omnvars_ac130.csv,,,,,,,,
ui_score_streak_index_0,1,1,c,i,0,0,63,,
ui_score_streak_index_1,1,1,c,i,0,0,63,,
ui_score_streak_index_2,1,1,c,i,0,0,63,,
ui_score_streak_index_3,1,1,c,i,0,0,63,,
ui_score_streak_available_0,1,1,c,i,0,-1,1,,
ui_score_streak_available_1,1,1,c,i,0,-1,1,,
ui_score_streak_available_2,1,1,c,i,0,-1,1,,
ui_score_streak_available_3,1,1,c,i,0,-1,1,,
ui_score_streak_selected_slot,1,1,c,i,-1,-1,3,,
ui_score_streak,1,1,c,i,0,0,65535,,
ui_score_streak_cost,1,1,c,i,0,0,8192,,
ui_score_streak_two_cost,1,1,c,i,0,0,8192,,
ui_score_streak_three_cost,1,1,c,i,0,0,8192,,
ui_score_streak_is_specialist,1,1,c,b,0,0,1,,
ui_map_select_uses,1,1,c,i,-1,-1,4,,
ui_map_select_count,1,,c,i,-1,-1,4,,
ui_nuke_countdown_active,1,,g,i,0,-1,1,,
ui_rcd_controls,1,1,c,i,0,0,4,,
ui_rcd_outer_ring,1,,c,i,0,0,1,,
ui_rcd_target_notify,1,,c,i,0,0,2,,
ui_rcd_notification,1,,c,i,0,0,3,,
ui_apache_controls,1,,c,i,0,0,2,,
ui_apache_missiles_left,1,,c,i,-1,-1,8,,
ui_apache_thermal_mode,1,,c,i,-1,-1,5,,
ui_cluster_controls,1,,c,i,0,0,3,,
ui_cluster_missiles_left,1,,c,i,-1,-1,3,,
ui_pac_sentry_controls,1,,c,i,0,0,2,,
ui_pac_sentry_speed,1,,c,i,0,0,1000,,
ui_pac_sentry_degrees,1,,c,d,0,0,360,1,
ui_mobile_turret_controls,1,,c,i,0,0,1,,
ui_mobile_turret_ammo,1,,c,i,500,0,500,,
ui_scrambler_strength,1,,c,i,0,0,5,,
ui_out_of_range,1,,c,f,0,0,1,,
ui_exit_progress,1,,c,f,0,0,1,,
ui_specialist_bonus_active,1,1,c,b,0,0,1,,
ui_nuke_timer_type,1,,g,i,0,0,2,,
ui_nuke_timer_time,1,,g,i,30,0,120,,
