include,omnvars/omnvars_shared_mp_cp.csv,,,,,,,,,,,,,
include,omnvars/mp/omnvars_brcircle.csv,,,,,,,,,,,,,
ui_objective_text,1,,c,i,-1,-1,1,,,,,,,
ui_match_status_hint_text,1,,c,i,-1,-1,128,,,,,,,
ui_spectator_selected,1,,c,i,-1,-1,1,,,,,,,
ui_nuke_end_milliseconds,1,,g,t,0,,,,,,,,,
ui_killcam_end_milliseconds,1,,c,t,0,,,,,,,,,
ui_killcam_killedby_id,1,,c,i,-1,-1,200,,,,,,,
ui_killcam_victim_id,1,,c,i,-1,-1,200,,,,,,,
ui_killcam_killedby_weapon_rarity,1,,c,i,-1,-1,3,,,,,,,
ui_killcam_killedby_weapon_rarity_notify,1,,c,n,0,,,,,,,,,
ui_killcam_killedby_loot_variant_id,1,,c,i,-1,-1,10042,,,,,,,
ui_killcam_killedby_attachment1,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment2,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment3,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment4,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment5,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment6,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment7,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_attachment8,1,,c,i,-1,-1,2056,,,,,,,
ui_killcam_killedby_perk0,1,,c,i,-1,-1,46,,,,,,,
ui_killcam_killedby_perk1,1,,c,i,-1,-1,46,,,,,,,
ui_killcam_killedby_perk2,1,,c,i,-1,-1,46,,,,,,,
ui_killcam_killedby_perk3,1,,c,i,-1,-1,46,,,,,,,
ui_killcam_killedby_perk4,1,,c,i,-1,-1,46,,,,,,,
ui_killcam_killedby_perk5,1,,c,i,-1,-1,46,,,,,,,
ui_killcam_text,,,c,s,none,,,,,,,,,
ui_killcam_killedby_item_type,1,,c,i,-1,-1,5,,,,,,# -1 = none; 0 = weapon; 1 = killcam; 2 = super; 3 = power (lethal/tactical); 4 = execution; 5 = misc;,
ui_killcam_killedby_item_id,1,,c,i,-1,-1,200,,,,,,# context-specific ID. Meaning changes depending on ui_killcam_killdby_item_type,
ui_killcam_victim_or_attacker,1,,c,i,-1,-1,1,,,,,,,
ui_spawn_perk_0,1,,c,i,-1,-1,46,,,,,1,,
ui_spawn_perk_1,1,,c,i,-1,-1,46,,,,,1,,
ui_spawn_perk_2,1,,c,i,-1,-1,46,,,,,1,,
ui_spawn_perk_3,1,,c,i,-1,-1,46,,,,,1,,
ui_spawn_perk_4,1,,c,i,-1,-1,46,,,,,1,,
ui_spawn_perk_5,1,,c,i,-1,-1,46,,,,,1,,
ui_cranked_bomb_timer_end_milliseconds,1,,c,t,0,,,,,,,,,
ui_cranked_bomb_timer_final_seconds,1,,c,b,0,0,1,,,,,,#this could be done clientside,
ui_game_type_kill_value,,,g,i,0,0,999999,,,,,,# the score value that you get from a kill in the current game type,
ui_points_popup,1,,c,i,-1,-1,99999,,,,,,,
ui_points_popup_notify,1,,c,n,,,,,,,,,# notify to trigger points popup,
ui_mlg_announcement,1,,g,i,-1,-1,2147483646,,,,,,,
ui_power_recharge,1,,c,i,0,-1,1000,1,,,,,,
ui_power_secondary_recharge,1,,c,i,0,-1,1000,1,,,,,,
ui_power_num_charges,1,,c,i,0,-1,1000,,,,,,,
ui_power_secondary_num_charges,1,,c,i,0,-1,1000,,,,,,,
ui_power_max_charges,1,,c,i,0,-1,1000,,,,,,,
ui_power_secondary_max_charges,1,,c,i,0,-1,1000,,,,,,,
ui_power_id,1,,c,i,-1,-1,1000,,,,,,,
ui_power_id_secondary,1,,c,i,-1,-1,1000,,,,,,,
ui_power_consume,1,,c,b,0,,,,,,,,,
ui_power_secondary_consume,1,,c,b,0,,,,,,,,,
ui_scorelimit,1,,g,i,0,0,99999999,,,,,,,
ui_super_progress,1,1,c,f,0,0,1,1,,,,,,
ui_super_state,1,1,c,i,0,0,7,,,,,,# 0 = off, 1 = charging up, 2 = charged, 3 = in use, 4 = used,
ui_super_ref,1,1,c,s,none,,,,,,,,,
ui_super_reminder,1,,c,b,0,1,1,,,,,,#show splash to remind player to upgrade to or use super,
ui_stopping_power_notification,1,,c,b,0,1,1,,,,,,#show a splash to inform the user that stopping power is loaded,
ui_damage_event,1,1,c,n,0,0,1,,,,,,,
ui_edge_glow,1,1,c,a,0,0,256,,,,,,,
ui_edge_glow_trials,1,,c,a,0,0,256,,,,,,,
ui_death_details_enemy_health,1,,c,f,-1,-1,1000,,,,,,,
ui_death_details_hits_0,1,,c,i,0,0,10,,,,,,,
ui_death_details_hits_1,1,,c,i,0,0,10,,,,,,,
ui_death_details_hits_2,1,,c,i,0,0,10,,,,,,,
ui_death_details_hits_3,1,,c,i,0,0,10,,,,,,,
ui_death_details_attacker_0,1,,c,i,-1,-1,200,,,,,,,
ui_death_details_attacker_1,1,,c,i,-1,-1,200,,,,,,,
ui_death_details_attacker_2,1,,c,i,-1,-1,200,,,,,,,
ui_death_details_attacker_3,1,,c,i,-1,-1,200,,,,,,,
ui_callout_area_id,1,,c,i,-1,-1,100,,,,,1,,
ui_remote_control_sequence,1,1,c,i,-1,-1,99,,,,,,,
ui_score_event_list_0,1,,c,i,-1,-1,2047,,,,,,,
ui_score_event_list_1,1,,c,i,-1,-1,2047,,,,,,,
ui_score_event_list_2,1,,c,i,-1,-1,2047,,,,,,,
ui_score_event_list_3,1,,c,i,-1,-1,2047,,,,,,,
ui_score_event_list_4,1,,c,i,-1,-1,2047,,,,,,,
ui_score_event_control,1,,c,i,-1,-1,16,,,,,,,
ui_killstreak_connection,1,,c,i,0,0,4,,,,,,,
ui_player_splash_id_0,1,,c,i,-1,-1,4095,,,,,,,
ui_player_splash_id_1,1,,c,i,-1,-1,4095,,,,,,,
ui_player_splash_id_2,1,,c,i,-1,-1,4095,,,,,,,
ui_player_splash_id_3,1,,c,i,-1,-1,4095,,,,,,,
ui_player_splash_id_4,1,,c,i,-1,-1,4095,,,,,,,
ui_player_splash_id_5,1,,c,i,-1,-1,4095,,,,,,,
ui_player_splash_param_0,1,,c,i,-1,-1,524287,,,,,,,
ui_player_splash_param_1,1,,c,i,-1,-1,524287,,,,,,,
ui_player_splash_param_2,1,,c,i,-1,-1,524287,,,,,,,
ui_player_splash_param_3,1,,c,i,-1,-1,524287,,,,,,,
ui_player_splash_param_4,1,,c,i,-1,-1,524287,,,,,,,
ui_player_splash_param_5,1,,c,i,-1,-1,524287,,,,,,,
ui_player_splash_cardClientId_0,1,,c,i,-1,-1,200,,,,,,,
ui_player_splash_cardClientId_1,1,,c,i,-1,-1,200,,,,,,,
ui_player_splash_cardClientId_2,1,,c,i,-1,-1,200,,,,,,,
ui_player_splash_cardClientId_3,1,,c,i,-1,-1,200,,,,,,,
ui_player_splash_cardClientId_4,1,,c,i,-1,-1,200,,,,,,,
ui_player_splash_cardClientId_5,1,,c,i,-1,-1,200,,,,,,,
ui_player_splash_use_alt_0,1,,c,i,0,0,5,,,,,,,
ui_player_splash_use_alt_1,1,,c,i,0,0,5,,,,,,,
ui_player_splash_use_alt_2,1,,c,i,0,0,5,,,,,,,
ui_player_splash_use_alt_3,1,,c,i,0,0,5,,,,,,,
ui_player_splash_use_alt_4,1,,c,i,0,0,5,,,,,,,
ui_player_splash_use_alt_5,1,,c,i,0,0,5,,,,,,,
ui_total_fade,1,,c,f,0,0,1,1,,,,,,
ui_mp_error_trigger,1,,c,n,,,,,,,,,,
ui_mp_error_message_id,1,,c,i,-1,-1,128,,,,,,,
ui_mp_error_message_param,1,,c,i,-1,-1,1022,,,,,,,
ui_misc_message_id,1,,c,i,-1,-1,128,,,,,,,
ui_misc_message_trigger,1,,c,n,,,,,,,,,,
