1,execution_mp_western_wyatt_default,wyatt_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
2,execution_mp_western_spetsnaz_default,spetsnaz_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
3,execution_mp_western_murphy_default,murphy_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
4,execution_mp_western_dday_default,dday_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
5,execution_mp_western_charly_default,charly_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
6,execution_mp_western_alice_default,alice_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
7,execution_mp_eastern_syd_default,syd_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
8,execution_mp_eastern_bale_default,bale_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
9,execution_mp_western_domino_default,domino_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
10,execution_mp_western_otter_default,otter_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
11,execution_mp_western_quin_default,quin_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
12,execution_mp_western_kato_default,kato_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
13,execution_mp_western_zedra_default,zedra_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
14,execution_mp_western_golem_default,golem_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
15,execution_mp_western_farah_default,farah_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
16,execution_mp_western_ghost_default,ghost_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
17,execution_mp_western_lynch_default,lynch_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
18,execution_mp_western_hooper_default,hooper_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
19,execution_mp_eastern_stohli_default,stohli_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
20,execution_mp_eastern_rodion_default,rodion_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
21,execution_mp_eastern_trigg_default,trigg_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
22,execution_mp_eastern_grinch_default,grinch_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
23,execution_mp_eastern_iskra_default,iskra_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
24,execution_mp_eastern_yegor_default,yegor_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
25,execution_mp_eastern_kreuger_default,kreuger_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
26,execution_mp_eastern_dingo_default,dingo_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
27,execution_mp_eastern_azur_default,azur_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
28,execution_mp_eastern_yolandi_default,yolandi_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
29,execution_mp_eastern_zane_default,zane_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
30,execution_mp_eastern_minotavr_default,minotavr_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
31,execution_mp_western_raines_default,raines_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
32,execution_mp_eastern_t9kgb_default,t9kgb_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_EXECUTION_DESC,mp_streak_tutorial_uav,
