chance,point,50,#     % of non-clustered points that will be populated,,
chance,cluster,60,#     % of clusters that will be populated,,
chance,clusterSolo,80,#     % of clusters that will become invalid after spawning one item (with dependencies),,
req,,ammo,1,,
req,brloot_armor_plate,health,1,,
req,,tablet,,2,
chance,ammo,400,,,
chance,health,80,,,
chance,plunder,200,,,
chance,perkpoint,0,,,
chance,killstreak,0,,,
chance,lethal,90,,,
chance,tactical,90,,,
chance,super,0,,,
chance,weapon,90,,,
chance,token,0,,,
chance,gear,0,,,
chance,tablet,40,,,
item,brloot_ammo_12g,20,#common,#ammo,
item,brloot_ammo_50cal,20,#common,#ammo,
item,brloot_ammo_762,30,#common,#ammo,
item,brloot_ammo_919,20,#common,#ammo,
item,brloot_ammo_rocket,10,#common,#ammo,
item,brloot_equip_gasmask,0,#legendary,#gear,
item,brloot_offhand_atmine,8,#rare,#lethal,
item,brloot_offhand_claymore,8,#rare,#lethal,
item,brloot_offhand_c4,14,#uncommon,#lethal,
item,brloot_offhand_frag,18,#common,#lethal,
item,brloot_offhand_molotov,14,#common,#lethal,
item,brloot_offhand_semtex,18,#common,#lethal,
item,brloot_offhand_thermite,14,#uncommon,#lethal,
item,brloot_offhand_throwingknife,18,#common,#lethal,
item,brloot_health_adrenaline,15,#common,#tactical,
item,brloot_offhand_binoculars,15,#uncommon,#tactical,
item,brloot_offhand_concussion,12,#common,#tactical,
item,brloot_offhand_decoy,15,#common,#tactical,
item,brloot_offhand_flash,12,#common,#tactical,
item,brloot_offhand_gas,15,#uncommon,#tactical,
item,brloot_offhand_heartbeatsensor,8,#rare,#tactical,
item,brloot_offhand_smoke,12,#common,#tactical,
item,brloot_offhand_snapshot,8,#uncommon,#tactical,
item,brloot_plunder_extract,15,#uncommon,#super,
item,brloot_offhand_taccover,30,#rare,#super,
item,brloot_offhand_trophysystem,15,#rare,#super,
item,brloot_killstreak_recondrone,30,#epic,#super,
item,brloot_super_deadsilence,20,#rare,#super,
item,brloot_super_stoppingpower,5,#legendary,#super,
item,brloot_super_munitionsbox,25,#legendary,#super,
item,brloot_super_weapondrop,10,#rare,#super,
item,brloot_super_empdrone,5,#epic,#super,
item,brloot_super_tacinsert,15,#rare,#super,
item,brloot_super_armorbox,0,#legendary,#super,
item,brloot_weapon_ar_mcharlie_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_mcharlie_rare,5,#rare,#weapon,
item,brloot_weapon_ar_kilo433_epic,10,#epic,#weapon,
item,brloot_weapon_ar_kilo433_lege,10,#legendary,#weapon,
item,brloot_weapon_ar_falima_comm,0,#common,#weapon,
item,brloot_weapon_ar_falima_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_falima_rare,5,#rare,#weapon,
item,brloot_weapon_ar_mike4_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_mike4_rare,5,#rare,#weapon,
item,brloot_weapon_ar_tango21_comm,0,#common,#weapon,
item,brloot_weapon_ar_tango21_unco,0,#uncommon,#weapon,
item,brloot_weapon_ar_tango21_rare,5,#rare,#weapon,
item,brloot_weapon_ar_sierra552_epic,10,#epic,#weapon,
item,brloot_weapon_ar_sierra552_lege,10,#legendary,#weapon,
item,brloot_weapon_ar_galima_lege,10,#legendary,#weapon,
item,brloot_weapon_sm_beta_comm,0,#common,#weapon,
item,brloot_weapon_sm_beta_unco,0,#uncommon,#weapon,
item,brloot_weapon_sm_beta_rare,0,#rare,#weapon,
item,brloot_weapon_sm_mpapa7_comm,0,#common,#weapon,
item,brloot_weapon_sm_mpapa7_unco,0,#uncommon,#weapon,
item,brloot_weapon_sm_mpapa7_rare,5,#rare,#weapon,
item,brloot_weapon_sm_mpapa5_epic,10,#epic,#weapon,
item,brloot_weapon_sm_mpapa5_lege,10,#legendary,#weapon,
item,brloot_weapon_sm_victor_lege,10,#legendary,#weapon,
item,brloot_weapon_lm_kilo121_comm,0,#common,#weapon,
item,brloot_weapon_lm_kilo121_unco,0,#uncommon,#weapon,
item,brloot_weapon_lm_kilo121_rare,0,#rare,#weapon,
item,brloot_weapon_lm_pkilo_epic,10,#epic,#weapon,
item,brloot_weapon_lm_pkilo_lege,10,#legendary,#weapon,
item,brloot_weapon_lm_mkilo3_unco,0,#uncommon,#weapon,
item,brloot_weapon_lm_mkilo3_rare,5,#rare,#weapon,
item,brloot_weapon_lm_mgolf36_epic,10,#epic,#weapon,
item,brloot_weapon_lm_mgolf36_lege,10,#legendary,#weapon,
item,brloot_weapon_sh_mike26_unco,0,#uncommon,#weapon,
item,brloot_weapon_sh_mike26_rare,5,#rare,#weapon,
item,brloot_weapon_sh_dpapa12_epic,10,#epic,#weapon,
item,brloot_weapon_sh_dpapa12_lege,10,#legendary,#weapon,
item,brloot_weapon_sh_romeo870_epic,10,#epic,#weapon,
item,brloot_weapon_sh_romeo870_lege,10,#legendary,#weapon,
item,brloot_weapon_sn_sksierra_rare,5,#rare,#weapon,
item,brloot_weapon_sn_mike14_epic,0,#epic,#weapon,
item,brloot_weapon_sn_mike14_lege,10,#legendary,#weapon,
item,brloot_weapon_sn_kilo98_epic,10,#epic,#weapon,
item,brloot_weapon_sn_kilo98_lege,10,#legendary,#weapon,
item,brloot_weapon_sn_sbeta_unco,0,#uncommon,#weapon,
item,brloot_weapon_sn_sbeta_rare,5,#rare,#weapon,
item,brloot_weapon_sn_hdromeo_epic,10,#epic,#weapon,
item,brloot_weapon_sn_hdromeo_lege,10,#legendary,#weapon,
item,brloot_weapon_pi_papa320_comm,0,#common,#weapon,
item,brloot_weapon_pi_papa320_unco,0,#uncommon,#weapon,
item,brloot_weapon_pi_papa320_rare,0,#rare,#weapon,
item,brloot_weapon_pi_mike9_epic,10,#epic,#weapon,
item,brloot_weapon_pi_mike9_lege,10,#legendary,#weapon,
item,brloot_weapon_pi_decho_unco,0,#uncommon,#weapon,
