1,weapon_pistol,weapon_pistol,WEAPON/PI_GOLF21,iw8_pi_golf21,iw8_pi_golf21_mp,icon_weapon_pi_golf21,PERKS/PI_GOLF21,1,rec front mag back ironsdefault,,2,undermount,,,,,,,,,,,,,,,,,,55,57,42,58,81,70,icon_weapon_pi_golf21,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,1,100,1,,semi_auto_fire_mode,,4,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_pi_golf21,700,0,1,
2,weapon_pistol,weapon_pistol,WEAPON/PI_PAPA320,iw8_pi_papa320,iw8_pi_papa320_mp,icon_weapon_pi_papa320,PERKS/PI_PAPA320,1,rec front mag ironsdefault,,2,undermount|backpiece,,,,,,,,,,,,,,,,,,57,55,40,60,82,72,icon_weapon_pi_papa320,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,4,100,1,,semi_auto_fire_mode,,1,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_4,WEAPON/SUBCLASS_ID_4,icon_cac_weapon_pi_papa320,700,0,1,
3,weapon_pistol,weapon_pistol,WEAPON/PI_DECHO,iw8_pi_decho,iw8_pi_decho_mp,icon_weapon_pi_decho,PERKS/PI_DECHO,1,rec front mag triggrip ironsdefault,,1,undermount|backpiece,,,,,,,,,,,,,,,,,,54,65,52,53,77,60,icon_weapon_pi_decho,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,5,100,1,,semi_auto_fire_mode,,5,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_5,WEAPON/SUBCLASS_ID_5,icon_cac_weapon_pi_decho,1000,0,1,
4,weapon_pistol,weapon_pistol,WEAPON/PI_MIKE1911,iw8_pi_mike1911,iw8_pi_mike1911_mp,icon_weapon_pi_mike_1911,PERKS/PI_MIKE1911,1,rec front mag triggrip ironsdefault,,1,undermount|backpiece,,,,,,,,,,,,,,,,,,55,59,44,55,80,69,icon_weapon_pi_mike_1911,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,2,100,1,,semi_auto_fire_mode,,3,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_2,WEAPON/SUBCLASS_ID_2,icon_cac_weapon_pi_mike_1911,700,0,1,
5,weapon_pistol,weapon_pistol,WEAPON/PI_CPAPA,iw8_pi_cpapa,iw8_pi_cpapa_mp,icon_weapon_pi_cpapa,PERKS/PI_CPAPA,1,rec front mag back ironsdefault,,1,undermount,,,,,,,,,,,,,,,,,,60,63,56,44,76,65,icon_weapon_pi_cpapa,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,3,100,1,,semi_auto_fire_mode,,2,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_3,WEAPON/SUBCLASS_ID_3,icon_cac_weapon_pi_cpapa,700,0,1,
6,weapon_pistol,weapon_pistol,WEAPON/PI_MIKE9,iw8_pi_mike9,iw8_pi_mike9_mp,icon_weapon_pi_mike9,PERKS/PI_MIKE9,1,rec front mag back ironsdefault,,1,undermount,,,,,,,,,,,,,,,,,,60,55,41,62,80,70,icon_weapon_pi_mike9,weapon_profile_p226_f,assault,run_and_gun|cqb|camper,recruit|regular|hardened|veteran,6,100,1,,semi_auto_fire_mode,,6,1,,0.98,,0,0,1,WEAPON/SUBCLASS_ID_6,WEAPON/SUBCLASS_ID_6,icon_cac_weapon_pi_mike9,700,0,1,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,weapon_smg,weapon_smg,WEAPON/SM_MPAPA5,iw8_sm_mpapa5,iw8_sm_mpapa5_mp,icon_weapon_sm_mpapa5,PERKS/SM_MPAPA5,1,rec front back mag selectsemi ironsdefault,,3,,,,,,,,,,,,,,,,,,,63,52,55,73,73,75,icon_weapon_sm_mpapa5,weapon_profile_kriss_f,assault,run_and_gun|cqb,hardened|veteran,3,100,1,,full_auto_fire_mode,,1,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_3,WEAPON/SUBCLASS_ID_3,icon_cac_weapon_sm_mpapa5,1500,0,1,
9,weapon_smg,weapon_smg,WEAPON/SM_BETA,iw8_sm_beta,iw8_sm_beta_mp,icon_weapon_sm_beta,PERKS/SM_BETA,1,rec front back mag selectsemi ironsdefault,,4,undermount,,,,,,,,,,,,,,,,,,61,56,53,71,68,73,icon_weapon_sm_beta,weapon_profile_kriss_f,assault,run_and_gun|cqb,hardened|veteran,5,100,1,,full_auto_fire_mode,,2,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_5,WEAPON/SUBCLASS_ID_5,icon_cac_weapon_sm_beta,1500,0,1,
10,weapon_smg,weapon_smg,WEAPON/SM_AUGOLF,iw8_sm_augolf,iw8_sm_augolf_mp,icon_weapon_sm_augolf,PERKS/SM_AUGOLF,1,rec front mag gripdefault selectsemi ironsdefault,,4,,,,,,,,,,,,,,,,,,,65,54,58,75,63,70,icon_weapon_sm_augolf,weapon_profile_kriss_f,assault,run_and_gun|cqb,hardened|veteran,1,100,1,,full_auto_fire_mode,,3,1,,0.95,,0,0,1,WEAPON/SUBCLASS_ID_1,WEAPON/SUBCLASS_ID_1,icon_cac_weapon_sm_augolf,1500,0,1,
