0,weapon_assault,1,LUA_MENU/WEAPTYPE_SINGLE_AR,LUA_MENU/WEAPTYPE_AR,1,assault,1,cp_wepbuild_ar_icon,1,loadout_showcase_preview,,,,icon_weapon_ar_mike4,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|gunperk,1,,
1,weapon_smg,1,LUA_MENU/WEAPTYPE_SINGLE_SMG,LUA_MENU/WEAPTYPE_SMG,1,smg,1,cp_wepbuild_smg_icon,1,loadout_showcase_preview,,,,icon_weapon_sm_mpapa5,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|gunperk,1,,
4,weapon_shotgun,1,LUA_MENU/WEAPTYPE_SINGLE_SHOTGUN,LUA_MENU/WEAPTYPE_SHOTGUN,1,shotgun,1,cp_wepbuild_shotgun_icon,1,loadout_showcase_preview,,,,icon_weapon_sh_dpapa12,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|pump|guard|pumpgrip|gunperk,1,,
2,weapon_lmg,1,LUA_MENU/WEAPTYPE_SINGLE_LMG,LUA_MENU/WEAPTYPE_LMG,1,lmg,1,cp_wepbuild_lmg_icon,1,loadout_showcase_preview_large,,,,icon_weapon_lm_kilo121,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|gunperk,1,,
9,weapon_tactical,1,LUA_MENU/WEAPTYPE_SINGLE_TACTICAL,LUA_MENU/WEAPTYPE_TACTICAL,1,sniper,1,cp_wepbuild_sr_icon,1,loadout_showcase_preview,,,,icon_weapon_ar_t9longburst,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|cable|arms|bolt|boltaction|gunperk,1,1,
3,weapon_dmr,1,LUA_MENU/WEAPTYPE_SINGLE_DMR,LUA_MENU/WEAPTYPE_DMR,1,sniper,1,cp_wepbuild_sr_icon,1,loadout_showcase_preview,,,,icon_weapon_sn_mike14,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|cable|arms|bolt|boltaction|gunperk,1,,
4,weapon_sniper,1,LUA_MENU/WEAPTYPE_SINGLE_SNIPER,LUA_MENU/WEAPTYPE_SNIPER,1,sniper,1,cp_wepbuild_sr_icon,1,loadout_showcase_preview_large,,,,icon_weapon_sn_alpha50,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extra|gunperk,1,,
5,weapon_pistol,2,LUA_MENU/WEAPTYPE_SINGLE_HANDGUN,LUA_MENU/WEAPTYPE_HANDGUNS,1,pistol,1,cp_wepbuild_secondaries_icon,1,loadout_showcase_preview_small,,,,icon_weapon_pi_golf21,1,optic|muzzle|frontpiece|undermount|magazine|reargrip|backpiece|extrapstl|trigger|gunperk,1,,
6,weapon_projectile,2,LUA_MENU/WEAPTYPE_SINGLE_LAUNCHER,LUA_MENU/WEAPTYPE_LAUNCHERS,1,projectile,1,weapon_glprox_sml,1,loadout_showcase_preview_large,,,,icon_weapon_la_rpapa7,0,,1,,
7,weapon_melee,1,LUA_MENU/WEAPTYPE_SINGLE_MELEE,LUA_MENU/WEAPTYPE_MELEES,1,melee,1,weapon_knife_primary,1,loadout_showcase_preview_riot,,,,icon_weapon_me_soscar_knife,0,,1,,
8,weapon_melee2,2,LUA_MENU/WEAPTYPE_SINGLE_MELEE,LUA_MENU/WEAPTYPE_MELEES,1,melee,1,weapon_knife_primary,0,loadout_showcase_preview_small,,,,icon_weapon_me_soscar_knife,0,,1,,
