iw6_riotshield,weapon,0,ch_riotshield_purchase,,,
iw7_nrg,weapon,0,ch_nrg_purchase,,,
iw7_g18,weapon,0,ch_g18_purchase,,,
iw7_emc,weapon,0,ch_emc_purchase,,,
iw7_revolver,weapon,0,ch_revolver_purchase,,,
iw7_erad,weapon,0,ch_erad_purchase,,,
iw7_crb,weapon,0,ch_crb_purchase,,,
iw7_ripper,weapon,0,ch_ripper_purchase,,,
iw7_ump45,weapon,0,ch_ump45_purchase,,,
iw7_fhr,weapon,0,ch_fhr_purchase,,,
iw8_knife,weapon,0,ch_knife_purchase,,,
iw8_fists,weapon,0,ch_fists_purchase,,,
iw7_reaperblade,weapon,0,ch_reaperblade_purchase,,,
iw7_ar57,weapon,0,ch_ar57_purchase,,,
iw7_ake,weapon,0,ch_ake_purchase,,,
iw7_m4,weapon,0,ch_m4_purchase,,,
iw7_acr,weapon,0,ch_acr_purchase,,,
iw7_fmg,weapon,0,ch_fmg_purchase,,,
iw7_kbs,weapon,0,ch_kbs_purchase,,,
iw7_cheytac,weapon,0,ch_cheytac_purchase,,,
iw7_m8,weapon,0,ch_m8_purchase,,,
iw7_m1,weapon,0,ch_m1_purchase,,,
iw7_devastator,weapon,0,ch_devastator_purchase,,,
iw7_spas,weapon,0,ch_spas_purchase,,,
iw7_sonic,weapon,0,ch_sonic_purchase,,,
iw7_sdfshotty,weapon,0,ch_sdfshotty_purchase,,,
iw7_mauler,weapon,0,ch_mauler_purchase,,,
iw7_ameli,weapon,0,ch_ameli_purchase,,,
iw7_sdflmg,weapon,0,ch_sdflmg_purchase,,,
iw7_lockon,weapon,0,ch_lockon_purchase,,,
iw7_glprox,weapon,0,ch_glprox_purchase,,,
iw7_chargeshot,weapon,0,ch_chargeshot_purchase,,,
ch_riotshield_purchase,unlockCosts,,,0,,
ch_nrg_purchase,unlockCosts,,,0,,
ch_g18_purchase,unlockCosts,,,0,,
ch_emc_purchase,unlockCosts,,,0,,
ch_revolver_purchase,unlockCosts,,,0,,
ch_erad_purchase,unlockCosts,,,0,,
ch_crb_purchase,unlockCosts,,,0,,
ch_ripper_purchase,unlockCosts,,,0,,
ch_ump45_purchase,unlockCosts,,,0,,
ch_fhr_purchase,unlockCosts,,,0,,
ch_knife_purchase,unlockCosts,,,0,,
ch_fists_purchase,unlockCosts,,,0,,
ch_fistslethal_purchase,unlockCosts,,,0,,
ch_fistsperk_purchase,unlockCosts,,,0,,
ch_reaperblade_purchase,unlockCosts,,,0,,
ch_ar57_purchase,unlockCosts,,,0,,
ch_ake_purchase,unlockCosts,,,0,,
ch_m4_purchase,unlockCosts,,,0,,
ch_acr_purchase,unlockCosts,,,0,,
ch_fmg_purchase,unlockCosts,,,0,,
ch_kbs_purchase,unlockCosts,,,0,,
ch_cheytac_purchase,unlockCosts,,,0,,
ch_m8_purchase,unlockCosts,,,0,,
ch_m1_purchase,unlockCosts,,,0,,
ch_devastator_purchase,unlockCosts,,,0,,
ch_spas_purchase,unlockCosts,,,0,,
ch_sonic_purchase,unlockCosts,,,0,,
ch_sdfshotty_purchase,unlockCosts,,,0,,
ch_mauler_purchase,unlockCosts,,,0,,
ch_ameli_purchase,unlockCosts,,,0,,
ch_sdflmg_purchase,unlockCosts,,,0,,
ch_lockon_purchase,unlockCosts,,,0,,
ch_glprox_purchase,unlockCosts,,,0,,
ch_chargeshot_purchase,unlockCosts,,,0,,
nrg_akimbo,attachment,0,ch_nrg_akimbo_purchase,,,
nrg_barrelrange,attachment,0,ch_nrg_barrelrange_purchase,,,
nrg_fastaim,attachment,0,ch_nrg_fastaim_purchase,,,
nrg_highcal,attachment,0,ch_nrg_highcal_purchase,,,
nrg_hipaim,attachment,0,ch_nrg_hipaim_purchase,,,
nrg_reflect,attachment,0,ch_nrg_reflect_purchase,,,
nrg_rof,attachment,0,ch_nrg_rof_purchase,,,
nrg_silencer,attachment,0,ch_nrg_silencer_purchase,,,
nrg_stock,attachment,0,ch_nrg_stock_purchase,,,
nrg_xmagse,attachment,0,ch_nrg_xmagse_purchase,,,
nrg_reflex,attachment,0,ch_nrg_reflex_purchase,,,
nrg_phase,attachment,0,ch_nrg_phase_purchase,,,
nrg_elo,attachment,0,ch_nrg_elo_purchase,,,
g18_akimbo,attachment,0,ch_g18_akimbo_purchase,,,
g18_barrelrange,attachment,0,ch_g18_barrelrange_purchase,,,
g18_fastaim,attachment,0,ch_g18_fastaim_purchase,,,
g18_fmj,attachment,0,ch_g18_fmj_purchase,,,
g18_highcal,attachment,0,ch_g18_highcal_purchase,,,
g18_hipaim,attachment,0,ch_g18_hipaim_purchase,,,
g18_rof,attachment,0,ch_g18_rof_purchase,,,
g18_silencer,attachment,0,ch_g18_silencer_purchase,,,
g18_stock,attachment,0,ch_g18_stock_purchase,,,
g18_xmags,attachment,0,ch_g18_xmags_purchase,,,
g18_reflex,attachment,0,ch_g18_reflex_purchase,,,
g18_phase,attachment,0,ch_g18_phase_purchase,,,
g18_elo,attachment,0,ch_g18_elo_purchase,,,
emc_akimbo,attachment,0,ch_emc_akimbo_purchase,,,
emc_barrelrange,attachment,0,ch_emc_barrelrange_purchase,,,
emc_fastaim,attachment,0,ch_emc_fastaim_purchase,,,
emc_firetypeauto,attachment,0,ch_emc_firetypeauto_purchase,,,
emc_highcal,attachment,0,ch_emc_highcal_purchase,,,
emc_hipaim,attachment,0,ch_emc_hipaim_purchase,,,
emc_reflect,attachment,0,ch_emc_reflect_purchase,,,
emc_rof,attachment,0,ch_emc_rof_purchase,,,
emc_silencer,attachment,0,ch_emc_silencer_purchase,,,
emc_stock,attachment,0,ch_emc_stock_purchase,,,
emc_xmagse,attachment,0,ch_emc_xmagse_purchase,,,
emc_reflex,attachment,0,ch_emc_reflex_purchase,,,
emc_phase,attachment,0,ch_emc_phase_purchase,,,
emc_elo,attachment,0,ch_emc_elo_purchase,,,
revolver_akimbo,attachment,0,ch_revolver_akimbo_purchase,,,
revolver_barrelrange,attachment,0,ch_revolver_barrelrange_purchase,,,
revolver_fastaim,attachment,0,ch_revolver_fastaim_purchase,,,
revolver_fmj,attachment,0,ch_revolver_fmj_purchase,,,
revolver_highcal,attachment,0,ch_revolver_highcal_purchase,,,
revolver_hipaim,attachment,0,ch_revolver_hipaim_purchase,,,
revolver_rof,attachment,0,ch_revolver_rof_purchase,,,
revolver_silencer,attachment,0,ch_revolver_silencer_purchase,,,
revolver_stock,attachment,0,ch_revolver_stock_purchase,,,
revolver_xmags,attachment,0,ch_revolver_xmags_purchase,,,
revolver_reflex,attachment,0,ch_revolver_reflex_purchase,,,
revolver_phase,attachment,0,ch_revolver_phase_purchase,,,
revolver_elo,attachment,0,ch_revolver_elo_purchase,,,
erad_barrelrange,attachment,0,ch_erad_barrelrange_purchase,,,
erad_fastaim,attachment,0,ch_erad_fastaim_purchase,,,
erad_grip,attachment,0,ch_erad_grip_purchase,,,
erad_highcal,attachment,0,ch_erad_highcal_purchase,,,
erad_hipaim,attachment,0,ch_erad_hipaim_purchase,,,
