assault_1,MP_FRONTEND_ONLY/WARFIGHTER_PACKAGE_1,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,assault_1,archetype_assault,
assault_2,MP_FRONTEND_ONLY/WARFIGHTER_PACKAGE_2,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,assault_2,archetype_assault,
assault_3,MP_FRONTEND_ONLY/WARFIGHTER_PACKAGE_3,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,assault_3,archetype_assault,
heavy_1,MP_FRONTEND_ONLY/HEAVY_PACKAGE_1,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,heavy_1,archetype_heavy,
heavy_2,MP_FRONTEND_ONLY/HEAVY_PACKAGE_2,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,heavy_2,archetype_heavy,
heavy_3,MP_FRONTEND_ONLY/HEAVY_PACKAGE_3,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,heavy_3,archetype_heavy,
scout_1,MP_FRONTEND_ONLY/SCOUT_PACKAGE_1,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,scout_1,archetype_scout,
scout_2,MP_FRONTEND_ONLY/SCOUT_PACKAGE_2,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,scout_2,archetype_scout,
scout_3,MP_FRONTEND_ONLY/SCOUT_PACKAGE_3,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,scout_3,archetype_scout,
assassin_1,MP_FRONTEND_ONLY/ASSASSIN_PACKAGE_1,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,assassin_1,archetype_assassin,
assassin_2,MP_FRONTEND_ONLY/ASSASSIN_PACKAGE_2,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,assassin_2,archetype_assassin,
assassin_3,MP_FRONTEND_ONLY/ASSASSIN_PACKAGE_3,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,assassin_3,archetype_assassin,
engineer_1,MP_FRONTEND_ONLY/ENGINEER_PACKAGE_1,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,engineer_1,archetype_engineer,
engineer_2,MP_FRONTEND_ONLY/ENGINEER_PACKAGE_2,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,engineer_2,archetype_engineer,
engineer_3,MP_FRONTEND_ONLY/ENGINEER_PACKAGE_3,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,engineer_3,archetype_engineer,
sniper_1,MP_FRONTEND_ONLY/GHOST_PACKAGE_1,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,sniper_1,archetype_sniper,
sniper_2,MP_FRONTEND_ONLY/GHOST_PACKAGE_2,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,sniper_2,archetype_sniper,
sniper_3,MP_FRONTEND_ONLY/GHOST_PACKAGE_3,MP_FRONTEND_ONLY/RIG_PACKAGE_DESC,white,sniper_3,archetype_sniper,
