gesture000,iw8_ges_plyr_gesture000,LUA_MENU/GESTURE000,,ui_gesture_thumbs_up,0,,,0,loot,,ui_gesture_thumbs_up,ui_loot_gesture_thumbs_up,1,
gesture001,iw8_ges_plyr_gesture001,LUA_MENU/GESTURE001,,ui_gesture_crush,0,,,1,loot,,ui_gesture_crush,ui_loot_gesture_crush,0,
gesture002,iw8_ges_plyr_gesture002,LUA_MENU/GESTURE002,,ui_gesture_doubletime,0,,,2,loot,,ui_gesture_doubletime,ui_loot_gesture_doubletime,0,
gesture003,iw8_ges_plyr_gesture003,LUA_MENU/GESTURE003,,ui_gesture_hold,0,,,3,loot,,ui_gesture_hold,ui_loot_gesture_hold,0,
gesture004,iw8_ges_plyr_gesture004,LUA_MENU/GESTURE004,,ui_gesture_rally_up,0,,,4,loot,,ui_gesture_rally_up,ui_loot_gesture_rally_up,0,
gesture005,iw8_ges_plyr_gesture005,LUA_MENU/GESTURE005,,ui_gesture_thumbs_down,0,,,5,loot,,ui_gesture_thumbs_down,ui_loot_gesture_thumbs_down,0,
gesture006,iw8_ges_plyr_gesture006,LUA_MENU/GESTURE006,,ui_gesture_salute,0,,,6,loot,,ui_gesture_salute,ui_loot_gesture_salute,0,
gesture007,iw8_ges_plyr_gesture007,LUA_MENU/GESTURE007,,ui_gesture_come,0,,,7,loot,,ui_gesture_come,ui_loot_gesture_come,0,
gesture008,iw8_ges_plyr_gesture008,LUA_MENU/GESTURE008,,ui_gesture_thank_you,0,,,8,loot,,ui_gesture_thank_you,ui_loot_gesture_thank_you,0,
gesture009,iw8_ges_plyr_gesture009,LUA_MENU/GESTURE009,,ui_gesture_eyes_on_you,0,,,9,loot,,ui_gesture_eyes_on_you,ui_loot_gesture_eyes_on_you,0,
gesture010,iw8_ges_plyr_gesture010,LUA_MENU/GESTURE010,,ui_gesture_chest_beat,0,,,10,loot,,ui_gesture_chest_beat,ui_loot_gesture_chest_beat,0,
gesture011,iw8_ges_plyr_gesture011,LUA_MENU/GESTURE011,,ui_gesture_devil_horns,0,,,11,loot,,ui_gesture_devil_horns,ui_loot_gesture_devil_horns,0,
gesture012,iw8_ges_plyr_gesture012,LUA_MENU/GESTURE012,,ui_gesture_hang_loose,0,,,12,loot,,ui_gesture_hang_loose,ui_loot_gesture_hang_loose,0,
gesture013,iw8_ges_plyr_gesture013,LUA_MENU/GESTURE013,,ui_gesture_live,0,,,13,loot,,ui_gesture_live,ui_loot_gesture_live,0,
gesture014,iw8_ges_plyr_gesture014,LUA_MENU/GESTURE014,,ui_gesture_kill,0,,,14,loot,,ui_gesture_kill,ui_loot_gesture_kill,0,
gesture015,iw8_ges_plyr_gesture015,LUA_MENU/GESTURE015,,ui_gesture_sniper,0,,,15,loot,,ui_gesture_sniper,ui_loot_gesture_sniper,0,
gesture016,iw8_ges_plyr_gesture016,LUA_MENU/GESTURE016,,ui_gesture_west_side,0,,,16,loot,,ui_gesture_west_side,ui_loot_gesture_west_side,0,
gesture017,iw8_ges_plyr_gesture017,LUA_MENU/GESTURE017,,ui_gesture_ok,0,,,17,loot,,ui_gesture_ok,ui_loot_gesture_ok,0,
gesture018,iw8_ges_plyr_gesture018,LUA_MENU/GESTURE018,,ui_gesture_lights_on,0,,,18,loot,,ui_gesture_lights_on,ui_loot_gesture_lights_on,0,
gesture019,iw8_ges_plyr_gesture019,LUA_MENU/GESTURE019,,ui_gesture_lights_off,0,,,19,loot,,ui_gesture_lights_off,ui_loot_gesture_lights_off,0,
gesture023,iw8_ges_plyr_gesture023,LUA_MENU/GESTURE023,,ui_gesture_watch_interact,0,,,20,loot,,ui_gesture_watch_interact,ui_loot_gesture_watch_interact,1,
gesture024,iw8_ges_plyr_gesture024,LUA_MENU/GESTURE024,,ui_gesture_watch_shake,0,,,21,loot,,ui_gesture_watch_shake,ui_loot_gesture_watch_shake,0,
