chance,ammo,2,#Ammo should be spawned dependent on weapons that pop out of cache or at random,
chance,health,31,,
chance,plunder,2,,
chance,killstreak,3,,
chance,lethal,14,,
chance,tactical,14,,
chance,super,22,,
chance,weapon,7,,
chance,gear,4,,
chance,tablet,0,,
item,brloot_ammo_12g,20,#common,
item,brloot_ammo_50cal,20,#common,
item,brloot_ammo_762,30,#common,
item,brloot_ammo_919,20,#common,
item,brloot_ammo_rocket,10,#common,
item,brloot_offhand_atmine,8,#rare,
item,brloot_offhand_claymore,8,#rare,
item,brloot_offhand_c4,14,#uncommon,
item,brloot_offhand_frag,18,#common,
item,brloot_offhand_molotov,14,#common,
item,brloot_offhand_semtex,18,#common,
item,brloot_offhand_thermite,14,#uncommon,
item,brloot_offhand_throwingknife,18,#common,
item,brloot_health_adrenaline,15,#common,
item,brloot_offhand_binoculars,0,#uncommon,
item,brloot_offhand_concussion,12,#common,
item,brloot_offhand_decoy,15,#common,
item,brloot_offhand_flash,12,#common,
item,brloot_offhand_gas,15,#uncommon,
item,brloot_offhand_heartbeatsensor,8,#rare,
item,brloot_offhand_smoke,12,#common,
item,brloot_offhand_snapshot,8,#uncommon,
item,brloot_offhand_taccover,20,#rare,
item,brloot_offhand_trophysystem,24,#rare,
item,brloot_killstreak_recondrone,15,#epic,
item,brloot_super_deadsilence,20,#rare,
item,brloot_super_stoppingpower,10,#legendary,
item,brloot_super_munitionsbox,6,#legendary,
item,brloot_super_armorbox,5,#legendary,
item,brloot_weapon_mcx_unco,253,#uncommon,
item,brloot_weapon_mcx_rare,211,#rare,
item,brloot_weapon_kilo141_epic,91,#epic,
item,brloot_weapon_kilo141_lege,37,#legendary,
item,brloot_weapon_fal_comm,0,#common,
item,brloot_weapon_fal_unco,253,#uncommon,
item,brloot_weapon_fal_rare,211,#rare,
item,brloot_weapon_m4_unco,253,#uncommon,
item,brloot_weapon_m4_rare,211,#rare,
item,brloot_weapon_ram7_comm,0,#common,
item,brloot_weapon_ram7_unco,253,#uncommon,
item,brloot_weapon_ram7_rare,211,#rare,
item,brloot_weapon_grau_epic,91,#epic,
item,brloot_weapon_grau_lege,37,#legendary,
item,brloot_weapon_ar_galima_lege,37,#legendary,
item,brloot_weapon_bizon_comm,0,#common,
item,brloot_weapon_bizon_unco,253,#uncommon,
item,brloot_weapon_bizon_rare,211,#rare,
item,brloot_weapon_mp7_comm,0,#common,
item,brloot_weapon_mp7_unco,253,#uncommon,
item,brloot_weapon_mp7_rare,211,#rare,
item,brloot_weapon_mp5_epic,91,#epic,
item,brloot_weapon_mp5_lege,37,#legendary,
item,brloot_weapon_sm_victor_lege,37,#legendary,
item,brloot_weapon_m91_comm,0,#common,
item,brloot_weapon_m91_unco,253,#uncommon,
item,brloot_weapon_m91_rare,211,#rare,
item,brloot_weapon_pkm_epic,91,#epic,
item,brloot_weapon_pkm_lege,37,#legendary,
item,brloot_weapon_mk9_unco,253,#uncommon,
item,brloot_weapon_mk9_rare,211,#rare,
item,brloot_weapon_holger_epic,91,#epic,
item,brloot_weapon_holger_lege,37,#legendary,
item,brloot_weapon_mike26_unco,253,#uncommon,
item,brloot_weapon_mike26_rare,211,#rare,
item,brloot_weapon_dp12_epic,91,#epic,
item,brloot_weapon_dp12_lege,37,#legendary,
item,brloot_weapon_m870_epic,91,#epic,
item,brloot_weapon_m870_lege,37,#legendary,
item,brloot_weapon_sn_sksierra_rare,211,#rare,
item,brloot_weapon_m14_epic,91,#epic,
item,brloot_weapon_m14_lege,37,#legendary,
item,brloot_weapon_kar98_epic,91,#epic,
item,brloot_weapon_kar98_lege,37,#legendary,
item,brloot_weapon_marlin_unco,253,#uncommon,
item,brloot_weapon_marlin_rare,211,#rare,
item,brloot_weapon_hdr_epic,91,#epic,
item,brloot_weapon_hdr_lege,37,#legendary,
item,brloot_weapon_p320_comm,0,#common,
item,brloot_weapon_p320_unco,253,#uncommon,
item,brloot_weapon_p320_rare,211,#rare,
item,brloot_weapon_pi_mike9_epic,91,#epic,
item,brloot_weapon_pi_mike9_lege,37,#legendary,
item,brloot_weapon_deagle_unco,253,#uncommon,
item,brloot_weapon_deagle_rare,211,#rare,
item,brloot_weapon_riotshield_epic,91,#epic,
item,brloot_weapon_rpg7_unco,253,#uncommon,
item,brloot_weapon_carlg_epic,91,#epic,
item,brloot_weapon_juliet_lege,37,#legendary,
item,brloot_weapon_mgl32_lege,6,#legendary,
item,brloot_weapon_crossbow_lege,37,#legendary,
item,brloot_weapon_lm_dblmg_lege,0,#legendary,
item,brloot_armor_plate,94,#common,
item,brloot_plate_pouch,6,#legendary,
item,brloot_plunder_cash_uncommon_1,0,#uncommon,
item,brloot_plunder_cash_uncommon_2,20,#uncommon,
item,brloot_plunder_cash_uncommon_3,12,#uncommon,
item,brloot_plunder_cash_rare_1,8,#rare,
item,brloot_equip_gasmask,100,#legendary,
item,brloot_killstreak_uav,15,#legendary,
item,brloot_killstreak_clusterstrike,25,#epic,
item,brloot_killstreak_precision_airstrike,15,#legendary,
item,brloot_killstreak_shieldturret,45,#rare,
