1,intro_mp_western_wyatt_default,wyatt_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
2,intro_mp_western_spetsnaz_default,spetsnaz_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
3,intro_mp_western_murphy_default,murphy_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
4,intro_mp_western_dday_default,dday_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
5,intro_mp_western_charly_default,charly_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
6,intro_mp_western_alice_default,alice_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
7,intro_mp_eastern_syd_default,syd_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
8,intro_mp_eastern_bale_default,bale_eastern,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
9,intro_mp_western_domino_default,domino_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
10,intro_mp_western_otter_default,otter_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
11,intro_mp_western_quin_default,quin_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
12,intro_mp_western_kato_default,kato_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
13,intro_mp_western_zedra_default,zedra_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,500,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
14,intro_mp_western_golem_default,golem_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,300,1,,ui_default_white,2,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
15,intro_mp_western_farah_default,farah_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,800,0,,ui_default_white,1,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
16,intro_mp_western_ghost_default,ghost_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,100,1,,ui_default_white,3,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
17,intro_mp_western_lynch_default,lynch_western,LUA_MENU/DEFAULT_OPERATOR_LOOT,,200,0,,ui_default_white,4,LUA_MENU/WYATT_DEFAULT_INTRO_DESC,image_mp_map_faridah,
