80309814778506886,t9_ch_global_satchel_charge_ground_vehicle_destructions_s1,1,1,CHALLENGES_T9/SEASONAL_MP_C4_GROUND_VEHICLE_DESTRUCTIONS,CHALLENGES_T9/SEASONAL_MP_C4_GROUND_VEHICLE_DESTRUCTIONS_DESC,1,0,0,10,2500,,,,,,,,,ui_playercard_t9593,
136294984908169459,t9_ch_global_multikill_s1,1,2,CHALLENGES_T9/SEASONAL_MP_DOUBLE_KILLS,CHALLENGES_T9/SEASONAL_MP_DOUBLE_KILLS_DESC,10,0,0,25,2500,,,,,,,,,ui_playercard_t9191,
85251623578890897,t9_ch_global_kill_detected_enemies_s1,1,3,CHALLENGES_T9/SEASONAL_MP_KILL_UAV_OR_FIELD_MIC_DETECTED_ENEMIES,CHALLENGES_T9/SEASONAL_MP_KILL_UAV_OR_FIELD_MIC_DETECTED_ENEMIES_DESC,20,0,0,25,1000,50,2500,100,5000,,,,,ui_playercard_t9262,
75284778765025080,t9_ch_global_survive_or_kill_most_wanted_contracts_s1_wz,1,4,CHALLENGES_T9/SEASONAL_MP_WZ_MOST_WANTED_CONTRACTS,CHALLENGES_T9/SEASONAL_MP_WZ_MOST_WANTED_CONTRACTS_DESC,30,0,0,1,1000,3,2500,5,5000,,,,,ui_playercard_t9649,
124135904528142338,t9_ch_global_ekia_s1,1,5,CHALLENGES_T9/SEASONAL_MP_ELIMINATIONS,CHALLENGES_T9/SEASONAL_MP_ELIMINATIONS_DESC,40,0,0,100,1000,250,2000,500,3000,750,4000,1000,5000,ui_playercard_t9269,
78580494574569524,t9_ch_global_scorestreak_kill_two_or_more_s1,1,6,CHALLENGES_T9/SEASONAL_MP_SCORESTREAK_AND_KILLSTREAK_DOUBLE_KILLS,CHALLENGES_T9/SEASONAL_MP_SCORESTREAK_AND_KILLSTREAK_DOUBLE_KILLS_DESC,50,0,0,5,2500,,,,,,,,,ui_playercard_t9607,
102569008326201493,t9_ch_global_ekia_while_in_vehicle_s1,1,7,CHALLENGES_T9/SEASONAL_MP_SEATED_IN_VEHICLE_ELIMINATIONS,CHALLENGES_T9/SEASONAL_MP_SEATED_IN_VEHICLE_ELIMINATIONS_DESC,60,0,0,25,2500,,,,,,,,,ui_playercard_t9590,
134204482645332654,t9_ch_global_win_one_on_one_prison_fights_s1_wz,1,8,CHALLENGES_T9/SEASONAL_MP_PRISONER_WINS,CHALLENGES_T9/SEASONAL_MP_PRISONER_WINS_DESC,70,0,0,5,1000,15,2500,25,5000,,,,,ui_playercard_t9629,
75567721529060806,t9_ch_global_finishing_moves_s1,1,9,CHALLENGES_T9/SEASONAL_MP_FINISHING_MOVES,CHALLENGES_T9/SEASONAL_MP_FINISHING_MOVES_DESC,80,0,0,5,1000,10,2500,15,5000,,,,,ui_playercard_t9635,
115189016728001544,t9_ch_global_kill_with_scorestreak_s1,1,10,CHALLENGES_T9/SEASONAL_MP_SCORESTREAK_AND_KILLSTREAK_KILLS,CHALLENGES_T9/SEASONAL_MP_SCORESTREAK_AND_KILLSTREAK_KILLS_DESC,90,0,0,10,1000,20,2000,30,3000,40,4000,50,5000,ui_playercard_t9642,
93397610236435142,t9_ch_global_quad_feed_s1,1,11,CHALLENGES_T9/SEASONAL_MP_QUAD_FEED,CHALLENGES_T9/SEASONAL_MP_QUAD_FEED_DESC,100,0,0,3,2500,,,,,,,,,ui_playercard_t9588,
135054494493792268,t9_ch_global_land_mine_kills_s1,1,12,CHALLENGES_T9/SEASONAL_MP_PROXIMITY_MINE_KILLS,CHALLENGES_T9/SEASONAL_MP_PROXIMITY_MINE_KILLS_DESC,110,0,0,10,1000,20,2000,30,3000,,,,,ui_playercard_t9205,
88284344996582016,t9_ch_global_kill_scrambled_enemies_s1,1,13,CHALLENGES_T9/SEASONAL_MP_COUNTER_UAV_OR_JAMMER_KILLS,CHALLENGES_T9/SEASONAL_MP_COUNTER_UAV_OR_JAMMER_KILLS_DESC,120,0,0,10,1000,20,2000,30,3000,,,,,ui_playercard_t9217,
114858046019700591,t9_ch_global_complete_three_contracts_one_match_s1_wz,1,14,CHALLENGES_T9/SEASONAL_MP_WZ_CONTRACTS_IN_ONE_MATCH,CHALLENGES_T9/SEASONAL_MP_WZ_CONTRACTS_IN_ONE_MATCH_DESC,130,0,0,3,1000,10,2000,15,3000,,,,,ui_playercard_t9645,
73259018368949820,t9_ch_global_ekia_assault_s1,1,15,CHALLENGES_T9/SEASONAL_MP_AR_ELIMINATIONS,CHALLENGES_T9/SEASONAL_MP_AR_ELIMINATIONS_DESC,140,0,0,100,1000,250,2500,500,5000,,,,,ui_playercard_t9268,
90290453104873988,t9_ch_global_teargas_kills_s1,1,16,CHALLENGES_T9/SEASONAL_MP_GAS_KILLS,CHALLENGES_T9/SEASONAL_MP_GAS_KILLS_DESC,150,0,0,25,2500,,,,,,,,,ui_playercard_t9610,
131804847672067163,t9_ch_global_destroy_aircraft_s1,1,17,CHALLENGES_T9/SEASONAL_MP_DESTROY_AERIAL_VEHICLES_OR_STREAKS,CHALLENGES_T9/SEASONAL_MP_DESTROY_AERIAL_VEHICLES_OR_STREAKS_DESC,160,0,0,15,2500,,,,,,,,,ui_playercard_t9215,
85394967533957196,t9_ch_global_ekia_downed_s1,1,18,CHALLENGES_T9/SEASONAL_MP_DOWNED_ENEMY_ELIMINATIONS,CHALLENGES_T9/SEASONAL_MP_DOWNED_ENEMY_ELIMINATIONS_DESC,170,0,0,25,2500,,,,,,,,,ui_playercard_t9236,
97794208831619712,t9_ch_global_killstreak_5_s1,1,19,CHALLENGES_T9/SEASONAL_MP_5_KILLS_WITHOUT_DYING,CHALLENGES_T9/SEASONAL_MP_5_KILLS_WITHOUT_DYING_DESC,180,0,0,5,1000,10,2500,20,5000,,,,,ui_playercard_t9246,
110924141760258778,t9_ch_global_place_top3_ft_s1,1,20,CHALLENGES_T9/SEASONAL_MP_WZ_OR_FIRETEAM_TOP_3,CHALLENGES_T9/SEASONAL_MP_WZ_OR_FIRETEAM_TOP_3_DESC,190,0,0,1,1000,3,2500,5,5000,,,,,ui_playercard_t9648,
73153894861156191,t9_ch_global_season_mastery_s1,1,21,CHALLENGES_T9/SEASONAL_SEASON_ONE_MASTERY,CHALLENGES_T9/SEASONAL_SEASON_ONE_MASTERY_DESC,0,1,0,20,10000,,,,,,,,,ui_playercard_t9589,
