101,1452,mp_t_gun_course,gun,cqb,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_CQB_WEAPONS,,320000|320000|320000,trial_thumbnail_gcourse_cqb,loading_mp_t_gun_course_bg,,0,0,
302,1453,mp_spear,clear,assault,axis,time,ENEMY,240000,180000,120000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_ASSAULT,,320000|320000|320000,trial_thumbnail_clear_spear_assault,loading_mp_spear_bg,compass_map_mp_spear_trial,0,1,
201,1454,mp_t_sn_reflex,sniper,sniper,axis,score,STOPWATCH,2500,2750,3000,3,MPUI/TRIAL_MARKSMAN_NAME,MPUI/TRIAL_MARKSMAN_DESC_AX50,,320000|320000|320000,trial_thumbnail_marksman_sniper,loading_mp_t_sn_reflex_bg,,0,2,
102,1458,mp_t_gun_course,gun,assault,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_ASSAULT,,320000|320000|320000,trial_thumbnail_gcourse_assault,loading_mp_t_gun_course_bg,,0,3,
311,1459,mp_spear_pm,clear,cqb,axis,time,ENEMY,240000,180000,120000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_CQB_NVG,,320000|320000|320000,trial_thumbnail_clear_spearpm_cqb,loading_mp_spear_pm_bg,compass_map_mp_spear_trial,0,4,
202,1460,mp_t_sn_reflex,sniper,pistol,axis,score,STOPWATCH,2500,2750,3000,3,MPUI/TRIAL_MARKSMAN_NAME,MPUI/TRIAL_MARKSMAN_DESC_SCOPED,,320000|320000|320000,trial_thumbnail_marksman_pistol,loading_mp_t_sn_reflex_bg,,0,5,
103,1464,mp_t_gun_course,gun,marksman,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_GUN_COURSE_NAME,MPUI/TRIAL_GUN_COURSE_DESC_MARKSMAN,,320000|320000|320000,trial_thumbnail_gcourse_marksman,loading_mp_t_gun_course_bg,,0,6,
303,1465,mp_spear,clear,heavy,axis,time,ENEMY,240000,180000,120000,3,MPUI/TRIAL_BEHIND_ENEMY_LINE_NAME,MPUI/TRIAL_BEHIND_ENEMY_LINE_DESC_HEAVY,,320000|320000|320000,trial_thumbnail_clear_spear_heavy,loading_mp_spear_bg,compass_map_mp_spear_trial,0,7,
501,1455,mp_petrograd,lava,knife,axis,time,WAYPOINT,65000,55000,45000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_lava_knife,loading_mp_petrograd_bg,,1,8,
601,1457,mp_m_speed,jugg,,allies,score,STOPWATCH,100000,200000,300000,3,MPUI/TRIAL_JUGGERNAUT_NAME,MPUI/TRIAL_JUGGERNAUT_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_juggernaut_speed,loading_mp_m_speed_bg,,1,9,
701,1456,mp_m_speedball,gun_nonlinear,fast,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_CLAY_TARGET_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_ASSORTED,,320000|320000|320000,trial_thumbnail_clay_speedball_wall,loading_mp_m_speedball_bg,,1,10,
502,1461,mp_petrograd,lava,shield,axis,time,WAYPOINT,90000,75000,65000,3,MPUI/TRIAL_LAVA_NAME,MPUI/TRIAL_LAVA_DESC_RIOT_SHIELD,,320000|320000|320000,trial_thumbnail_lava_shield,loading_mp_petrograd_bg,,1,11,
602,1463,mp_deadzone,jugg,,allies,score,STOPWATCH,75000,150000,225000,3,MPUI/TRIAL_JUGGERNAUT_NAME,MPUI/TRIAL_JUGGERNAUT_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_juggernaut_deadzone,loading_mp_deadzone_bg,,1,12,
702,1462,mp_m_speedball,gun_nonlinear,pickup,allies,time,TARGET,90000,60000,40000,3,MPUI/TRIAL_CLAY_TARGET_NAME,MPUI/TRIAL_CLAY_TARGET_DESC_OSP,,320000|320000|320000,trial_thumbnail_clay_speedball_pickup,loading_mp_m_speedball_bg,,1,13,
801,1466,mp_t_reflex,pitcher,,axis,score,STOPWATCH,2000,2750,3250,3,MPUI/TRIAL_PITCHER_NAME,MPUI/TRIAL_PITCHER_DESC_FRAG,,320000|320000|320000,trial_thumbnail_pitcher_frag_all,loading_mp_t_reflex_bg,,2,14,
901,1467,mp_raid,race,,axis,time,,64000,58000,54000,3,MPUI/TRIAL_QUADRACE_NAME,MPUI/TRIAL_QUADRACE_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_quadrace_raid,loading_mp_raid_bg,,2,15,
1001,1468,mp_t_reflex,gunslinger,reflex,axis,score,STOPWATCH,4000,5000,6000,3,MPUI/TRIAL_GUNSLINGER_NAME,MPUI/TRIAL_GUNSLINGER_DESC_1911,,320000|320000|320000,trial_thumbnail_gunslinger_1911,loading_mp_t_reflex_bg,,2,16,
802,1469,mp_t_reflex,pitcher,mover,axis,score,STOPWATCH,1750,2250,2750,3,MPUI/TRIAL_PITCHER_NAME,MPUI/TRIAL_PITCHER_DESC_FRAG_ROUND,,320000|320000|320000,trial_thumbnail_pitcher_frag_specific,loading_mp_t_reflex_bg,,2,17,
902,1470,mp_aniyah,race,,axis,time,,100000,93000,89000,3,MPUI/TRIAL_QUADRACE_NAME,MPUI/TRIAL_QUADRACE_DESC_SIMPLE,,320000|320000|320000,trial_thumbnail_quadrace_aniyah,loading_mp_aniyah_bg,,2,18,
1002,1471,mp_t_reflex,gunslinger,riffle,axis,score,STOPWATCH,3250,4000,5750,3,MPUI/TRIAL_GUNSLINGER_NAME,MPUI/TRIAL_GUNSLINGER_DESC_MK2,,320000|320000|320000,trial_thumbnail_gunslinger_MK2,loading_mp_t_reflex_bg,,2,19,
