loadoutName,AK47,AK47,AK-Modern conversion,AK-LMG conversion,AK-SMG conversion,SCAR,SCAR,SCAR - CQB,SCAR - DMR,M4,M4,M4 - SMG conversion,M4 - Socom conversion,Famas,Famas,Famas - GL,Famas - Range,MCX,MCX,MCX - CQB,MCX - Range,MCX - Honey conversion,FAL,FAL,FAL - Accurate,FAL - CQB,FAL - Burst,ASH12,ASH12 - Burst,ASH12 - CQB,ASH12 - VKS conversion,Kilo433,Kilo433,Kilo433 - CQB,Kilo433 - Range,Tango21,Tango21,Tango21 - SMG conversion,Tango21 - Range,Sierra552,Sierra552,Sierra552,Sierra552,GALIMA,GALIMA,GALIMA,GALIMA,A94-GL,A94-Base,A94-Mid,A94-Long,A94-SMG conversion,VALPHA,VALPHA-Base,VALPHA-Mid,VALPHA-Long,VALPHA-SMG conversion,P90,P90,P90 - Range,P90 - CQB,MP5 - 10mm conversion,MP5,MP5 - CQB,MP5 - Integrated supp,PP19,PP19,PP19 - Ranged,PP19 - CQB,Aug,Aug - HBAR conversion,Aug - CQB,Aug - AR conversion,MP7,MP7,MP7 - Ranged,MP7 - CQB,Uzi,Uzi,Uzi - Range,Uzi - CQB,SMGOLF45,SMGOLF45,SMGOLF45,SMGOLF45,SMVICTOR,SMVICTOR,SMVICTOR,SMVICTOR,SMCHARLIE9,SMCHARLIE9,SMCHARLIE9,SMCHARLIE9,Glock,Glock,Glock,Glock,Glock,M1911,M1911,M1911,M1911,M1911,Colt,Colt,Colt - CQB,Colt - Range,Colt - Range,DE,DE,DE,DE - Range,DE,P320,P320,P320,P320,P320,M9,M9,M9,M9,M9,Citori,Citori,Citori,Citori,R870,R870,R870,R870,DP12,DP12,DP12,DP12,Origin12,Origin12,Origin12,Origin12,Mike26,Mike26,Mike26,Mike26,AALPHA12,AALPHA12,AALPHA12,AALPHA12,M14,M14,M14,M14,Marlin,Marlin,Marlin,Marlin,Crossbow,Crossbow,Crossbow,Crossbow,Kar98,Kar98,Kar98,Kar98,SKSierra,SKSierra,SKSierra,SKSierra,R700,R700-cqb,R700-hybrid,R700-sniper,R700-sniper,AX-50,AX-50,AX-50,AX-50,Dragunov,Dragunov,Dragunov,Dragunov,HDR,HDR,HDR,HDR,XMike109,XMike109,XMike109,XMike109,HK121,HK121,HK121,HK121,PKM,PKM,PKM,PKM,L86,L86,L86,L86,MG34,MG34,MG34,MG34,MG36,MG36,MG36 - AR CQB,MG36,MG36 - AR mid,MKILO3,MKILO3,MKILO3,MKILO3,SIERRAX,SIERRAX,SIERRAX,SIERRAX - adverse,SIERRAX -  adverse,SIERRAX - saw,SIERRAX - saw CQB,
loadoutPrimaryAddBlueprintAttachments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
loadoutPrimary,iw8_ar_akilo47,iw8_ar_akilo47,iw8_ar_akilo47,iw8_ar_akilo47,iw8_ar_akilo47,iw8_ar_scharlie,iw8_ar_scharlie,iw8_ar_scharlie,iw8_ar_scharlie,iw8_ar_mike4,iw8_ar_mike4,iw8_ar_mike4,iw8_ar_mike4,iw8_ar_falpha,iw8_ar_falpha,iw8_ar_falpha,iw8_ar_falpha,iw8_ar_mcharlie,iw8_ar_mcharlie,iw8_ar_mcharlie,iw8_ar_mcharlie,iw8_ar_mcharlie,iw8_ar_falima,iw8_ar_falima,iw8_ar_falima,iw8_ar_falima,iw8_ar_falima,iw8_ar_asierra12,iw8_ar_asierra12,iw8_ar_asierra12,iw8_ar_asierra12,iw8_ar_kilo433,iw8_ar_kilo433,iw8_ar_kilo433,iw8_ar_kilo433,iw8_ar_tango21,iw8_ar_tango21,iw8_ar_tango21,iw8_ar_tango21,iw8_ar_sierra552,iw8_ar_sierra552,iw8_ar_sierra552,iw8_ar_sierra552,iw8_ar_galima,iw8_ar_galima,iw8_ar_galima,iw8_ar_galima,iw8_ar_anovember94,iw8_ar_anovember94,iw8_ar_anovember94,iw8_ar_anovember94,iw8_ar_anovember94,iw8_ar_valpha,iw8_ar_valpha,iw8_ar_valpha,iw8_ar_valpha,iw8_ar_valpha,iw8_sm_papa90,iw8_sm_papa90,iw8_sm_papa90,iw8_sm_papa90,iw8_sm_mpapa5,iw8_sm_mpapa5,iw8_sm_mpapa5,iw8_sm_mpapa5,iw8_sm_beta,iw8_sm_beta,iw8_sm_beta,iw8_sm_beta,iw8_sm_augolf,iw8_sm_augolf,iw8_sm_augolf,iw8_sm_augolf,iw8_sm_mpapa7,iw8_sm_mpapa7,iw8_sm_mpapa7,iw8_sm_mpapa7,iw8_sm_uzulu,iw8_sm_uzulu,iw8_sm_uzulu,iw8_sm_uzulu,iw8_sm_smgolf45,iw8_sm_smgolf45,iw8_sm_smgolf45,iw8_sm_smgolf45,iw8_sm_victor,iw8_sm_victor,iw8_sm_victor,iw8_sm_victor,iw8_sm_charlie9,iw8_sm_charlie9,iw8_sm_charlie9,iw8_sm_charlie9,iw8_pi_golf21,iw8_pi_golf21,iw8_pi_golf21,iw8_pi_golf21,iw8_pi_golf21,iw8_pi_mike1911,iw8_pi_mike1911,iw8_pi_mike1911,iw8_pi_mike1911,iw8_pi_mike1911,iw8_pi_cpapa,iw8_pi_cpapa,iw8_pi_cpapa,iw8_pi_cpapa,iw8_pi_cpapa,iw8_pi_decho,iw8_pi_decho,iw8_pi_decho,iw8_pi_decho,iw8_pi_decho,iw8_pi_papa320,iw8_pi_papa320,iw8_pi_papa320,iw8_pi_papa320,iw8_pi_papa320,iw8_pi_mike9,iw8_pi_mike9,iw8_pi_mike9,iw8_pi_mike9,iw8_pi_mike9,iw8_sh_charlie725,iw8_sh_charlie725,iw8_sh_charlie725,iw8_sh_charlie725,iw8_sh_romeo870,iw8_sh_romeo870,iw8_sh_romeo870,iw8_sh_romeo870,iw8_sh_dpapa12,iw8_sh_dpapa12,iw8_sh_dpapa12,iw8_sh_dpapa12,iw8_sh_oscar12,iw8_sh_oscar12,iw8_sh_oscar12,iw8_sh_oscar12,iw8_sh_mike26,iw8_sh_mike26,iw8_sh_mike26,iw8_sh_mike26,iw8_sh_aalpha12,iw8_sh_aalpha12,iw8_sh_aalpha12,iw8_sh_aalpha12,iw8_sn_mike14,iw8_sn_mike14,iw8_sn_mike14,iw8_sn_mike14,iw8_sn_sbeta,iw8_sn_sbeta,iw8_sn_sbeta,iw8_sn_sbeta,iw8_sn_crossbow,iw8_sn_crossbow,iw8_sn_crossbow,iw8_sn_crossbow,iw8_sn_kilo98,iw8_sn_kilo98,iw8_sn_kilo98,iw8_sn_kilo98,iw8_sn_sksierra,iw8_sn_sksierra,iw8_sn_sksierra,iw8_sn_sksierra,iw8_sn_romeo700,iw8_sn_romeo700,iw8_sn_romeo700,iw8_sn_romeo700,iw8_sn_romeo700,iw8_sn_alpha50,iw8_sn_alpha50,iw8_sn_alpha50,iw8_sn_alpha50,iw8_sn_delta,iw8_sn_delta,iw8_sn_delta,iw8_sn_delta,iw8_sn_hdromeo,iw8_sn_hdromeo,iw8_sn_hdromeo,iw8_sn_hdromeo,iw8_sn_xmike109,iw8_sn_xmike109,iw8_sn_xmike109,iw8_sn_xmike109,iw8_lm_kilo121,iw8_lm_kilo121,iw8_lm_kilo121,iw8_lm_kilo121,iw8_lm_pkilo,iw8_lm_pkilo,iw8_lm_pkilo,iw8_lm_pkilo,iw8_lm_lima86,iw8_lm_lima86,iw8_lm_lima86,iw8_lm_lima86,iw8_lm_mgolf34,iw8_lm_mgolf34,iw8_lm_mgolf34,iw8_lm_mgolf34,iw8_lm_mgolf36,iw8_lm_mgolf36,iw8_lm_mgolf36,iw8_lm_mgolf36,iw8_lm_mgolf36,iw8_lm_mkilo3,iw8_lm_mkilo3,iw8_lm_mkilo3,iw8_lm_mkilo3,iw8_lm_sierrax,iw8_lm_sierrax,iw8_lm_sierrax,iw8_lm_sierrax,iw8_lm_sierrax,iw8_lm_sierrax,iw8_lm_sierrax,
loadoutPrimaryAttachment1,reflex4,none,reflex3,barlong,reflexmini2,holo3,none,brake,vzscope,reflex,none,reflexmini,hybrid2,holo2,gripang,reflex3,acog2,reflex,gripvert,barshort,holo2,hybrid4,holo2,none,reflex4,reflexmini2,hybrid,holo2,acog2,stockl,vzscope,reflex2,none,reflex3,holo,reflex2,laser,xmags,holo,reflex2,laser,xmags,holo,reflex2,laser,xmags,holo,reflex4,none,reflex3,reflexmini2,laserbalanced,holo3,none,reflex3,acog2,laser,none,reflexmini3,holo,laserbalanced,holo2,none,stockno,reflexmini,reflex,none,reflexmini,xmagslrg,laser,scopenorail,reflexmini,holo3,reflex,none,holo,reflexmini,reflex,none,reflex4,stockno,reflex,none,reflex4,hybrid2,reflex,none,holo2,hybrid2,reflex,none,holo,reflexmini,none,silencer,reflexmini,xmagslrg,akimbo,barlong,silencer,brake,reflexmini3,reflexmini3,reflex,laser,barshort,scope,laser,barshort,silencer,trigcust,acog2,trigcust,reflexmini,none,barlong,reflexmini,akimbo,reflexmini,none,xmags,reflexmini,akimbo,none,barcust,barshort,scope,none,stockno,stocks,reflex2,none,guardlight,laser,choke,none,reflexmini,barlong,drums,none,reflexmini,barmid,smags,none,reflex2,reflexmini,drums,none,hybrid,holo2,scope,none,holo2,hybrid2,reflexmini3,fastreload,thermal,reflexmini,scope,none,scope,flinch,acog2,scope,scope,barshort,acog2,none,barshort,hybrid2,scope,scope,scope,scope,scope,acog2,scope,scope,scope,acog2,scope,scope,scope,acog2,scope,scope,scope,acog2,reflex,holo2,barshort,holo3,none,holo2,reflex4,stockno,gripvert,reflex,hybrid2,barlong,reflex,none,reflex4,stockno,holo3,none,barshort,holo2,reflexmini,none,barshort,holo2,reflexmini,none,holo3,reflex2,barshortnoguard,reflexmini3,barlong,barshortnoguard,
loadoutPrimaryAttachment2,gl,none,gripvertpro,bipod,barshort,none,none,barshort,stocks,gl,none,barshort,calcust,none,none,glincendiary,barlong,none,none,stockl,comp,barsil,none,none,gripcust,barshort,barmid,none,gunperk_burst,gripvert,silencer2,none,none,stocks,brake,none,none,stocks,brake,none,none,barshort,brake,none,none,barshort,brake,gl,none,gripvertpro,barlong,barshort,xmags,none,gripvertpro,barcust,barshort,none,none,barcust,comp,calcust,none,barshort,barsil2,none,none,pistolgrip03,stockno,none,barlong,xmags,calcust,none,none,brake,laser,none,none,barlong,xmagslrg,none,none,barlong,stockl,none,none,barlong,stockh,xmags,none,brake,laser,none,trigcust03,barmid,trigcust,none,none,xmags,xmags,comp,comp,none,fmj,trigcust,stocks,fmj,laser,none,xmags,barlong,xmags,none,none,xmags,xmagslrg,none,none,none,trigcust,xmagslrg,barcust,none,none,stockno,guardheavy,none,laser,gripcust2,stockh,none,barmid,guardcust,guardlight,none,laserbalanced,choke,laser,none,laserbalanced,choke,laser,none,laserbalanced,barlong,laser,none,none,pistolgrip03,barmid,none,none,laserbalanced,pistolgrip03,stockl,fastreload,fastreload,fastreload,none,none,laserbalanced,barshort,none,bipod,flinch,barmid,none,laserbalanced,barmid,barmid,barlong,none,none,barshort,xmags,none,none,silencer,barshort,none,stockh,bipod,stockh,none,stockh,bipod,stockl,none,none,gripang,barlong,none,none,pistolgrip03,laserbalanced,none,none,barshort,comp,none,none,gripang,pistolgrip02,none,none,stockno,gripvertpro,calcust,none,stockno,gripvertpro,smags,none,barmid,gripang,comp,gripvertpro,stockcust,stockcust,
loadoutPrimaryAttachment3,none,none,stockcust,drums,stockno,none,none,stockl,pistolgrip02,none,none,stockno,barcust2,none,none,pistolgrip02,stocks,none,none,gripang,barlong,calcust,none,none,comp,laserrange,pistolgrip02,none,none,xmags,gripang,none,none,glconc,gripang,none,none,glconc,gripang,none,none,pistolgrip03,gripang,none,none,pistolgrip03,gripang,none,none,stockl,gripang,stockno,stockcust,none,stocks,gripvertpro,gripvert,none,none,pistolgrip02,gripcust,comp,none,laser,stocks,none,none,stockl,laserrange,none,drums,pistolgrip03,pistolgrip02,none,none,gripvert,gripang,none,none,gripvert,barcust,none,none,gripvert,smags,none,none,gripvert,smags,none,none,gripvert,gripang,none,none,laser,barshort,none,none,none,barshort,xmagslrg,xmagslrg,none,none,pistolgrip02,barlong,akimbo,none,none,laser,none,laser,none,none,trigcust,laser,none,none,none,barcust,laser,none,none,none,none,barlong,none,barshort,barlong,gripcust2,none,none,none,barlong,none,pistolgrip03,none,none,none,pistolgrip03,xmags,none,none,barcust,choke,none,none,none,xmags,xmagslrg,none,none,barmid,stockl,gripang,bolt4,stocks,stockh,none,none,pistolgrip02,bipod,none,barlong,gripang,xmags,none,boltl,stockh,boltl,bolthvy,none,none,stocks,laserbalanced,none,none,stockl,laserbalanced,none,none,laserbalanced,none,none,barsil2,laserbalanced,barshort,none,none,pistolgrip02,comp,none,none,gripcust,pistolgrip02,none,none,pistolgrip02,xmagslrg,none,none,pistolgrip03,laserrange,none,none,calcust,barmid,pistolgrip03,none,laserrange,barmid,pistolgrip03,none,fastreload,barlong,gripvert,barcust2,laserbalanced,fastreload,
loadoutPrimaryAttachment4,none,none,barcust,stockh,pistolgrip03,none,none,pistolgrip03,barlong,none,none,calsmg,stockh,none,none,none,none,none,none,none,bipod,gripvertpro,none,none,none,pistolgrip02,gripcust,none,none,none,barshort,none,none,none,none,none,none,barshort,barlong,none,none,none,barlong,none,none,none,barlong,none,none,barcust,xmagslrg,pistolgrip03,none,none,barmid,smags,pistolgrip02,none,none,stockl,none,gripvert,none,none,none,none,none,none,none,none,pistolgrip02,laserbalanced,barmid,none,none,barlong,stockno,none,none,none,none,none,none,none,barshort,none,none,none,barsil,none,none,barlong,stockno,none,none,comp,none,none,none,none,trigcust03,barmid,barmid,none,none,comp,none,none,none,none,none,none,akimbo,none,none,none,none,none,none,none,none,none,none,none,none,none,calcust2,none,none,none,barcust,none,none,none,none,none,calcust2,none,none,none,calcust2,none,none,none,calcust,none,none,none,none,gripang,bipod,none,none,stocks,none,barshort,none,bolt2,bolt3,none,none,stockh,pistolgrip02,none,pistolgrip04,smags,pistolgrip06,none,stockfold,boltl,stockfold,stockcust,none,none,pistolgrip02,none,none,none,bipod,xmags,none,none,stockh,none,none,pistolgrip02,stocks,pistolgrip02,none,none,stockno,griphip,none,none,brake,none,none,none,laserrange,pistolgrip02,none,none,none,barshort,none,none,laserrange,pistolgrip03,barmid,none,pistolgrip02,pistolgrip03,barmid,none,none,laserbalanced,calcust,fastreload,fastreload,calcust,
loadoutPrimaryAttachment5,none,none,pistolgrip02,none,calsmg,none,none,laser,gripang,none,none,gripvert,pistolgrip03,none,none,none,none,none,none,none,xmags,laserbalanced,none,none,none,stockno,gunperk_burst,none,none,none,pistolgrip02,none,none,none,none,none,none,pistolgrip03,none,none,none,none,none,none,none,none,none,none,none,pistolgrip02,stockh,xmags,none,none,pistolgrip03,stockcust,xmags,none,none,none,none,none,none,none,none,none,none,none,none,none,comp,stocks,none,none,none,none,xmags,none,none,none,none,none,none,none,none,none,none,none,none,none,none,xmags,drums,none,none,none,none,none,none,none,none,none,akimbo,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,stocks,none,none,none,calcust2,none,none,none,none,none,stocks,none,none,none,stocks,none,none,none,gripcust,none,none,none,none,barshort,pistolgrip06,none,none,pistolgrip02,none,none,none,gripang,gripvert,none,none,none,stockl,none,none,pistolgrip03,none,none,none,calcust2,calcust2,calcust2,none,none,none,none,none,none,none,stockh,none,none,none,none,none,none,pistolgrip02,none,none,none,laserbalanced,pistolgrip03,none,none,none,none,none,none,gripvert,stockcust,none,none,none,none,none,none,pistolgrip02,stocks,comp,none,smags,stocks,comp,none,none,stockl,fastreload,none,none,none,
loadoutPrimaryCamo,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,
loadoutPrimaryReticle,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,
loadoutPrimaryVariantID,1 2 4 5 6 7 8 9 10 11 12 13 15 16,1 2 4 5 6 7 8 9 10 11 12 13 15 16,1 2 4 5 6 7 8 9 10 11 12 13 15 16,1 2 4 5 6 7 8 9 10 11 12 13 15 16,1 2 4 5 6 7 8 9 10 11 12 13 15 16,2 4 5 6 7 8 9 10 11 12 14,2 4 5 6 7 8 9 10 11 12 14,2 4 5 6 7 8 9 10 11 12 14,2 4 5 6 7 8 9 10 11 12 14,1 2 4 7 8 9 10 11 12 13 14 15 16 18,1 2 4 7 8 9 10 11 12 13 14 15 16 18,1 2 4 7 8 9 10 11 12 13 14 15 16 18,1 2 4 7 8 9 10 11 12 13 14 15 16 18,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10 11 13,1 2 3 4 5 6 7 8 9 10 11 13,1 2 3 4 5 6 7 8 9 10 11 13,1 2 3 4 5 6 7 8 9 10 11 13,1 2 3 4 5 6 7 8 9 10 11 13,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 6 7 8 9 10 11 14,1 2 3 4 6 7 8 9 10 11 14,1 2 3 4 6 7 8 9 10 11 14,1 2 3 4 6 7 8 9 10 11 14,2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19,2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19,2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19,2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19,2 3 4 5 6 7,2 3 4 5 6 7,2 3 4 5 6 7,2 3 4 5 6 7,2 3 4,2 3 4,2 3 4,2 3 4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 2 3 4 5 6 7 8 9 10 11 12 15,1 2 3 4 5 6 7 8 9 10 11 12 15,1 2 3 4 5 6 7 8 9 10 11 12 15,1 2 3 4 5 6 7 8 9 10 11 12 15,1 2 4 5 6 7 8 9 11 12 13 15,1 2 4 5 6 7 8 9 11 12 13 15,1 2 4 5 6 7 8 9 11 12 13 15,1 2 4 5 6 7 8 9 11 12 13 15,1 2 3 4 5 7 8 9 10 11,1 2 3 4 5 7 8 9 10 11,1 2 3 4 5 7 8 9 10 11,1 2 3 4 5 7 8 9 10 11,1 2 3 4 5 6 7 8 9 10 11 13 15,1 2 3 4 5 6 7 8 9 10 11 13 15,1 2 3 4 5 6 7 8 9 10 11 13 15,1 2 3 4 5 6 7 8 9 10 11 13 15,2 3 4 5 7 8 9 10,2 3 4 5 7 8 9 10,2 3 4 5 7 8 9 10,2 3 4 5 7 8 9 10,1 3 5 6 7 8 9 10 11 12 13,1 3 5 6 7 8 9 10 11 12 13,1 3 5 6 7 8 9 10 11 12 13,1 3 5 6 7 8 9 10 11 12 13,1 2 3 4,1 2 3 4,1 2 3 4,1 2 3 4,1,1,1,1,3,3,3,3,2 4 6 7 8 9 10 11 12 13 15 16,2 4 6 7 8 9 10 11 12 13 15 16,2 4 6 7 8 9 10 11 12 13 15 16,2 4 6 7 8 9 10 11 12 13 15 16,2 4 6 7 8 9 10 11 12 13 15 16,2 3 5 6 7 8 9 10 11 12 13 14 15 16,2 3 5 6 7 8 9 10 11 12 13 14 15 16,2 3 5 6 7 8 9 10 11 12 13 14 15 16,2 3 5 6 7 8 9 10 11 12 13 14 15 16,2 3 5 6 7 8 9 10 11 12 13 14 15 16,1 3 4 6 7 8 9 10 11 12 13,1 3 4 6 7 8 9 10 11 12 13,1 3 4 6 7 8 9 10 11 12 13,1 3 4 6 7 8 9 10 11 12 13,1 3 4 6 7 8 9 10 11 12 13,1 3 4 5 7 8 10 11 12 13 14 15 16,1 3 4 5 7 8 10 11 12 13 14 15 16,1 3 4 5 7 8 10 11 12 13 14 15 16,1 3 4 5 7 8 10 11 12 13 14 15 16,1 3 4 5 7 8 10 11 12 13 14 15 16,1 2 3 4 5 6 7 8 9 10 11 14,1 2 3 4 5 6 7 8 9 10 11 14,1 2 3 4 5 6 7 8 9 10 11 14,1 2 3 4 5 6 7 8 9 10 11 14,1 2 3 4 5 6 7 8 9 10 11 14,1 2,1 2,1 2,1 2,1 2,2 3 4 6 7 8 9 11 12 15,2 3 4 6 7 8 9 11 12 15,2 3 4 6 7 8 9 11 12 15,2 3 4 6 7 8 9 11 12 15,1 2 6 7 8 9 10 11 12 15 16 17,1 2 6 7 8 9 10 11 12 15 16 17,1 2 6 7 8 9 10 11 12 15 16 17,1 2 6 7 8 9 10 11 12 15 16 17,1 2 4 5 6 7 8 9 10 11,1 2 4 5 6 7 8 9 10 11,1 2 4 5 6 7 8 9 10 11,1 2 4 5 6 7 8 9 10 11,1 2 3 5 6 7 8 9 10,1 2 3 5 6 7 8 9 10,1 2 3 5 6 7 8 9 10,1 2 3 5 6 7 8 9 10,1 2 3,1 2 3,1 2 3,1 2 3,1,1,1,1,1 2 3 4 5 6 7 8 9 10 13 14,1 2 3 4 5 6 7 8 9 10 13 14,1 2 3 4 5 6 7 8 9 10 13 14,1 2 3 4 5 6 7 8 9 10 13 14,2 3 4 5 6 7 8 10 11 12 13,2 3 4 5 6 7 8 10 11 12 13,2 3 4 5 6 7 8 10 11 12 13,2 3 4 5 6 7 8 10 11 12 13,2 4,2 4,2 4,2 4,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1,1,1,`,1,1,1,1,1,1 3 4 5 6 7 8 9 10 11,1 3 4 5 6 7 8 9 10 11,1 3 4 5 6 7 8 9 10 11,1 3 4 5 6 7 8 9 10 11,2 3 4 5 6 7 8 9,2 3 4 5 6 7 8 9,2 3 4 5 6 7 8 9,2 3 4 5 6 7 8 9,1 3 5 6 7 8 9 10,1 3 5 6 7 8 9 10,1 3 5 6 7 8 9 10,1 3 5 6 7 8 9 10,1,1,1,1,1 2 5 6 8 9 10,1 2 5 6 8 9 10,1 2 5 6 8 9 10,1 2 5 6 8 9 10,2 3 4 5 6 7 9 10 12 14,2 3 4 5 6 7 9 10 12 14,2 3 4 5 6 7 9 10 12 14,2 3 4 5 6 7 9 10 12 14,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 4 5 6 7 8 9 10,1 2 3 5 6 7 8 9,1 2 3 5 6 7 8 9,1 2 3 5 6 7 8 9,1 2 3 5 6 7 8 9,1 2 3 4 5 6,1 2 3 4 5 6,1 2 3 4 5 6,1 2 3 4 5 6,1 2 3 4 5 6,1,1,1,1,1,1,1,1,1,1,1,
