0,special,armor_bundle,15,MP_BR_INGAME/KIOSK_ITEM_ARMOR_PLACE_BUNDLE,MP_BR_INGAME/KIOSK_ITEM_ARMOR_PLATE_BUNDLE_DESC,ui_mp_br_loot_icon_health_armor_plates_bundle,1,MP_BR_INGAME/ITEM_TYPE_HEALTH,80,25,0,
1,killstreak,toma_strike,30,,,,1,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,80,25,0,
2,killstreak,precision_airstrike,35,,,,1,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,80,25,0,
3,killstreak,uav,40,,,,1,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,80,25,0,
4,special,self_revive_token,45,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE,MP_BR_INGAME/KIOSK_ITEM_SELF_REVIVE_DESC,ui_mp_br_loot_icon_revive_item,1,MP_BR_INGAME/ITEM_TYPE_LAST_STAND,100,0,0,
5,fieldupgrade,super_ammo_drop,50,MP_BR_INGAME/KIOSK_ITEM_AMMO_REFILL,MP_BR_INGAME/KIOSK_ITEM_AMMO_REFILL_DESC,ui_mp_br_loot_icon_ammo_high,1,MP_BR_INGAME/ITEM_TYPE_SUPER,80,25,0,
6,fieldupgrade,super_armor_drop,60,MP_BR_INGAME/KIOSK_ITEM_ARMOR_REFILL,MP_BR_INGAME/KIOSK_ITEM_ARMOR_REFILL_DESC,ui_mp_br_loot_icon_health_armor_box,1,MP_BR_INGAME/ITEM_TYPE_SUPER,80,25,0,
7,special,supply_drop,100,EQUIPMENT/ADVANCED_SUPPLY_DROP,EQUIPMENT/ADVANCED_SUPPLY_DROP_DESC,ui_mp_br_loot_icon_equipment_requisition_airdrop,1,MP_BR_INGAME/ITEM_TYPE_SUPER,0,0,0,
8,special,circle_pick,1000,MP_BR_INGAME/KIOSK_ITEM_CIRCLE,MP_BR_INGAME/KIOSK_ITEM_CIRCLE_DESC,ui_mp_br_mission_reward_circle,1,MP_BR_INGAME/ITEM_TYPE_KILLSTREAK,0,0,0,
9,special,redeploy,10,MP_BR_INGAME/KIOSK_ITEM_REDEPLOY,MP_BR_INGAME/KIOSK_ITEM_REDEPLOY_DESC,ui_mp_br_loot_icon_respawn_token,1,MP_BR_INGAME/REDEPLOY,100,0,0,
