iw8_ar_mike4_mp,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpa,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpb,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpv2,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpv2a,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpv2b,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpv3a,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpmtx,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpmtx2,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpmtx3,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_mike4_mpmtx4,fe_gunsmith_weapon_placement_mike4,,
iw8_ar_akilo47_mp,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpv2,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpv3,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpa,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpv2a,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpv3a,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpdmb,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_akilo47_mpdmb2,fe_gunsmith_weapon_placement_akilo47,,
iw8_ar_asierra12_mp,fe_gunsmith_weapon_placement_asierra,,
iw8_ar_asierra12_mpa,fe_gunsmith_weapon_placement_asierra,,
iw8_ar_asierra12_mpv2,fe_gunsmith_weapon_placement_asierra,,
iw8_ar_asierra12_mpv2a,fe_gunsmith_weapon_placement_asierra,,
iw8_ar_falpha_mp,fe_gunsmith_weapon_placement_falpha,,
iw8_ar_falpha_mpv2,fe_gunsmith_weapon_placement_falpha,,
iw8_ar_falpha_mpdmb,fe_gunsmith_weapon_placement_falpha,,
iw8_ar_falpha_mpmtx,fe_gunsmith_weapon_placement_falpha,,
iw8_ar_mcharlie_mp,fe_gunsmith_weapon_placement_mcharlie,,
iw8_ar_mcharlie_mpa,fe_gunsmith_weapon_placement_mcharlie,,
iw8_ar_mcharlie_mpmtx,fe_gunsmith_weapon_placement_mcharlie,,
iw8_ar_kilo433_mp,fe_gunsmith_weapon_placement_kilo433,,
iw8_ar_kilo433_mpmtx,fe_gunsmith_weapon_placement_kilo433,,
iw8_ar_kilo433_mpa,fe_gunsmith_weapon_placement_kilo433,,
iw8_ar_kilo433_mpmtx2,fe_gunsmith_weapon_placement_kilo433,,
iw8_ar_kilo433_mpdmb,fe_gunsmith_weapon_placement_kilo433,,
iw8_ar_falima_mp,fe_gunsmith_weapon_placement_falima,,
iw8_ar_falima_mpa,fe_gunsmith_weapon_placement_falima,,
iw8_ar_falima_mpmtx,fe_gunsmith_weapon_placement_falima,,
iw8_ar_scharlie_mp,fe_gunsmith_weapon_placement_scharlie,,
iw8_ar_scharlie_mpa,fe_gunsmith_weapon_placement_scharlie,,
iw8_ar_scharlie_mpmtx,fe_gunsmith_weapon_placement_scharlie,,
iw8_ar_scharlie_mpv2,fe_gunsmith_weapon_placement_scharlie,,
iw8_ar_scharlie_mpdmb,fe_gunsmith_weapon_placement_scharlie,,
iw8_ar_tango21_mp,fe_gunsmith_weapon_placement_tango21,,
iw8_ar_tango21_mpv2,fe_gunsmith_weapon_placement_tango21,,
iw8_ar_tango21_mpmtx,fe_gunsmith_weapon_placement_tango21,,
iw8_ar_tango21_mpa,fe_gunsmith_weapon_placement_tango21,,
iw8_ar_sierra552_mp,fe_gunsmith_weapon_placement_sierra552,,
iw8_ar_sierra552_mpmtx,fe_gunsmith_weapon_placement_sierra552,,
iw8_ar_sierra552_mpa,fe_gunsmith_weapon_placement_sierra552,,
iw8_ar_sierra552_mpmtx2,fe_gunsmith_weapon_placement_sierra552,,
iw8_ar_galima_mp,fe_gunsmith_weapon_placement_falima,,
iw8_ar_galima_mpmtx,fe_gunsmith_weapon_placement_falima,,
iw8_ar_galima_mpmtx2,fe_gunsmith_weapon_placement_falima,,
iw8_ar_galima_mpdmb,fe_gunsmith_weapon_placement_falima,,
iw8_ar_anovember94_mp,fe_gunsmith_weapon_placement_anovember,,
iw8_ar_anovember94_mpmtx,fe_gunsmith_weapon_placement_anovember,,
iw8_ar_anovember94_mpmtx2,fe_gunsmith_weapon_placement_anovember,,
iw8_ar_valpha_mp,fe_gunsmith_weapon_placement_valpha,,
iw8_ar_valpha_mpmtx,fe_gunsmith_weapon_placement_valpha,,
iw8_sm_mpapa5_mp,fe_gunsmith_weapon_placement_mpapa5,,
