s,ui_allow_classchange,b,0,
s,ui_allow_teamchange,b,0,
s,ui_overtime,i,0,
s,ui_timelimit,i,0,
s,ui_numteams,i,0,
s,ui_halftime,i,0,
s,overtimeTimeLimit,f,0,
s,ui_inhostmigration,i,0,
s,ui_override_halftime,i,0,
s,ui_allowvote,i,0,
s,ui_friendlyfire,i,0,
s,ui_hud_showobjicons,i,1,
s,ui_showInfo,i,1,
s,ui_showMinimap,i,1,
s,ui_ac130usetime,i,-1,
s,ui_remoteTankUseTime,i,-1,
s,ui_danger_team,s,,
s,scr_gameended,i,0,
s,scr_defcon,i,0,
s,abilities_active,b,0,
s,isMatchMakingGame,b,0,
c,ui_hitloc_0,s,,
c,ui_hitloc_1,s,,
c,ui_hitloc_2,s,,
c,ui_hitloc_3,s,,
c,ui_hitloc_4,s,,
c,ui_hitloc_5,s,,
c,ui_hitloc_damage_0,s,,
c,ui_hitloc_damage_1,s,,
c,ui_hitloc_damage_2,s,,
c,ui_hitloc_damage_3,s,,
c,ui_hitloc_damage_4,s,,
c,ui_hitloc_damage_5,s,,
c,cg_drawSpectatorMessages,b,0,
c,SLTMRTTOM,b,0,
c,player_current_floor,i,0,
c,ui_altscene,i,0,
c,scr_objectivetext,s,,
c,MQNNLTKNTS,b,0,
c,ui_promotion,b,0,
c,ui_challenge_1_ref,s,,
c,ui_challenge_2_ref,s,,
c,ui_challenge_3_ref,s,,
c,ui_challenge_4_ref,s,,
c,ui_challenge_5_ref,s,,
c,ui_challenge_6_ref,s,,
c,ui_challenge_7_ref,s,,
c,ui_adrenaline,i,0,
c,ui_reaper_targetdistance,i,-1,
c,ui_reaper_ammocount,i,0,
c,ui_ability_timer,i,0,
c,ui_ability_end_milliseconds,i,0,
c,ui_ability_recharging,i,0,
c,ui_activeAbility_name,s,,
c,ui_passiveAbility_name,s,,
c,ui_class_menu_open,b,0,
c,ui_changeclass_menu_open,b,0,
c,ui_changeteam_menu_open,b,0,
c,ui_controls_menu_open,b,0,
c,ui_juiced_end_milliseconds,i,0,
c,ui_eyes_on_end_milliseconds,i,0,
c,ui_regen_faster_end_milliseconds,i,0,
c,ui_ac130,b,0,
c,ui_ac130_weapon,i,0,
c,ui_ac130_105mm_ammo,i,0,
c,ui_ac130_40mm_ammo,i,0,
c,ui_ac130_25mm_ammo,i,0,
c,ui_ac130_use_time,i,0,
c,ui_ac130_thermal,i,0,
c,ui_ac130_coord1_posx,f,0,
c,ui_ac130_coord1_posy,f,0,
c,ui_ac130_coord1_posz,f,0,
c,ui_ac130_coord2_posx,f,0,
c,ui_ac130_coord2_posy,f,0,
c,ui_ac130_coord2_posz,f,0,
c,ui_ac130_coord3_posx,f,0,
c,ui_ac130_coord3_posy,f,0,
c,ui_ac130_coord3_posz,f,0,
c,ui_ac130_darken,i,0,
c,ui_killstreak_show_selections,b,0,
c,ui_killstreak_show_selections_icon_1,i,-1,
c,ui_killstreak_show_selections_icon_2,i,-1,
c,ui_killstreak_show_selections_icon_3,i,-1,
c,ui_player_money,i,0,
c,ui_player_weap1,s,,
c,ui_player_weap2,s,,
c,ui_player_perks,i,0,
c,ui_player_yellow_eggs,i,0,
c,ui_player_green_eggs,i,0,
c,ui_player_red_eggs,i,0,
c,ui_player_blue_eggs,i,0,
c,ui_player_purple_eggs,i,0,
