req,,weapon,1,,,,,# 1 weapon,
req,,ammo,1,,,,,# 1 ammo,
req,,lethal,1,,,,,# 1 lethal item of any type ,
req,,tactical,1,,,,,# 1 tactical item of any type,
req,,plunder,1,,,,3,# 1 plunder,
chance,ammo,41,#Ammo should be spawned dependent on weapons that pop out of cache or at random,,,,,,
chance,health,155,,,,,,,
chance,plunder,300,,,,,,,
chance,perkpoint,0,,,,,,,
chance,killstreak,1,,,,,,,
chance,lethal,135,,,,,,,
chance,tactical,135,,,,,,,
chance,super,250,,,,,,,
chance,weapon,100,,,,,,,
chance,token,0,,,,,,,
chance,revive,100,,,,,,,
chance,gear,0,,,,,,,
chance,tablet,0,,,,,,,
item,brloot_ammo_12g,20,#common,,,,,,
item,brloot_ammo_50cal,20,#common,,,,,,
item,brloot_ammo_762,30,#common,,,,,,
item,brloot_ammo_919,20,#common,,,,,,
item,brloot_ammo_rocket,10,#common,,,,,,
item,brloot_offhand_atmine,8,#rare,,,,,,
item,brloot_offhand_claymore,8,#rare,,,,,,
item,brloot_offhand_c4,14,#uncommon,,,,,,
item,brloot_offhand_frag,18,#common,,,,,,
item,brloot_offhand_molotov,18,#common,,,,,,
item,brloot_offhand_semtex,18,#common,,,,,,
item,brloot_offhand_thermite,14,#uncommon,,,,,,
item,brloot_offhand_throwingknife,18,#common,,,,,,
item,brloot_health_adrenaline,15,#common,,,,,,
item,brloot_offhand_concussion,15,#common,,,,,,
item,brloot_offhand_decoy,15,#common,,,,,,
item,brloot_offhand_flash,15,#common,,,,,,
item,brloot_offhand_gas,8,#uncommon,,,,,,
item,brloot_offhand_heartbeatsensor,6,#rare,,,,,,
item,brloot_offhand_smoke,14,#common,,,,,,
item,brloot_offhand_snapshot,8,#uncommon,,,,,,
item,brloot_plunder_extract,0,#legendary,,,,,,
item,brloot_offhand_taccover,30,#rare,,,,,,
item,brloot_offhand_trophysystem,15,#epic,,,,,,
item,brloot_killstreak_recondrone,15,#epic,,,,,,
item,brloot_super_deadsilence,30,#rare,,,,,,
item,brloot_super_stoppingpower,5,#legendary,,,,,,
item,brloot_super_munitionsbox,20,#legendary,,,,,,
item,brloot_weapon_famas_epic,48,#epic,,,,,,
item,brloot_weapon_famas_lege,9,#legendary,,,,,,
item,brloot_weapon_mcx_comm,0,#common,,,,,,
item,brloot_weapon_mcx_unco,0,#uncommon,,,,,,
item,brloot_weapon_mcx_rare,180,#rare,,,,,,
item,brloot_weapon_m4_epic,48,#epic,,,,,,
item,brloot_weapon_m4_lege,9,#legendary,,,,,,
item,brloot_weapon_scarh_comm,0,#common,,,,,,
item,brloot_weapon_scarh_unco,0,#uncommon,,,,,,
item,brloot_weapon_scarh_rare,180,#rare,,,,,,
item,brloot_weapon_ak47_epic,48,#epic,,,,,,
item,brloot_weapon_ak47_lege,9,#legendary,,,,,,
item,brloot_weapon_fal_epic,48,#epic,,,,,,
item,brloot_weapon_fal_lege,9,#legendary,,,,,,
item,brloot_weapon_mp7_comm,0,#epic,,,,,,
item,brloot_weapon_mp7_unco,0,#legendary,,,,,,
item,brloot_weapon_mp7_rare,180,#common,,,,,,
item,brloot_weapon_mp5_epic,48,#uncommon,,,,,,
item,brloot_weapon_mp5_lege,9,#rare,,,,,,
item,brloot_weapon_p90_rare,180,#epic,,,,,,
item,brloot_weapon_bizon_epic,48,#legendary,,,,,,
item,brloot_weapon_bizon_lege,9,#legendary,,,,,,
item,brloot_weapon_m870_comm,0,#common,,,,,,
item,brloot_weapon_m870_unco,0,#uncommon,,,,,,
item,brloot_weapon_m870_rare,180,#rare,,,,,,
item,brloot_weapon_dp12_epic,48,#epic,,,,,,
item,brloot_weapon_dp12_lege,9,#legendary,,,,,,
item,brloot_weapon_p320_comm,0,#common,,,,,,
item,brloot_weapon_p320_unco,0,#uncommon,,,,,,
item,brloot_weapon_p320_rare,180,#rare,,,,,,
item,brloot_weapon_magnum_epic,48,#epic,,,,,,
item,brloot_weapon_magnum_lege,9,#legendary,,,,,,
item,brloot_weapon_dragunov_epic,48,#epic,,,,,,
item,brloot_weapon_dragunov_lege,9,#legendary,,,,,,
item,brloot_weapon_marlin_rare,180,#rare,,,,,,
item,brloot_weapon_kar98_epic,48,#epic,,,,,,
item,brloot_weapon_kar98_lege,9,#legendary,,,,,,
item,brloot_weapon_mg34_comm,0,#common,,,,,,
item,brloot_weapon_mg34_unco,0,#uncommon,,,,,,
item,brloot_weapon_mg34_rare,180,#rare,,,,,,
item,brloot_weapon_pkm_epic,48,#epic,,,,,,
item,brloot_weapon_pkm_lege,9,#legendary,,,,,,
item,brloot_weapon_rpg7_comm,0,#common,,,,,,
item,brloot_weapon_carlg_epic,48,#epic,,,,,,
item,brloot_weapon_mgl32_lege,2,#legendary,,,,,,
item,brloot_weapon_as50_lege,2,#legendary,,,,,,
item,brloot_weapon_ram7_lege,2,#legendary,,,,,,
item,brloot_weapon_origin12_lege,2,#legendary,,,,,,
item,brloot_armor_plate,100,#common,,,,,,
item,brloot_plunder_cash_uncommon_1,33,#uncommon,,,,,,
item,brloot_plunder_cash_uncommon_2,30,#uncommon,,,,,,
item,brloot_plunder_cash_uncommon_3,20,#uncommon,,,,,,
item,brloot_plunder_cash_rare_1,15,#rare,,,,,,
item,brloot_plunder_cash_rare_2,15,#rare,,,,,,
item,brloot_plunder_cash_epic_1,15,#epic,,,,,,
item,brloot_plunder_cash_epic_2,15,#epic,,,,,,
item,brloot_plunder_cash_legendary_1,15,#legendary,,,,,,
item,brloot_respawn_token,0,#legendary,,,,,,
item,brloot_self_revive,100,#legendary,,,,,,
item,brloot_equip_gasmask,100,#legendary,,,,,,
item,brloot_killstreak_uav,25,#legendary,,,,,,
item,brloot_killstreak_clusterstrike,10,#legendary,,,,,,
item,brloot_killstreak_precision_airstrike,10,#legendary,,,,,,
item,brloot_killstreak_shieldturret,55,#epic,,,,,,
item,brloot_assassination_tablet,35,,#tablets,,,,,
item,brloot_domination_tablet,30,,#tablets,,,,,
item,brloot_scavenger_tablet,35,,#tablets,,,,,
item,brloot_vip_tablet,0,,#tablets,,,,,
