mp_m_hook,1,0.5603841,0.5681152,371,-418.5,
mp_m_hook,1,0.5621745,0.4326172,382,414,
mp_m_hook,1,0.501709,0.4274088,10.5,446,
mp_m_hook,1,0.5008952,0.5732422,5.5,-450,
mp_m_hook,2,0.5572917,0.5,352,0,
mp_m_hook,2,0.4739583,0.5,-160,0,
mp_m_hook,3,0.5971029,0.4989909,596.6,6.2,
mp_m_hook,3,0.5743164,0.4989909,456.6,6.2,
mp_m_hook,4,0.6420898,0.492513,873,46,
mp_m_hook,4,0.4257813,0.5,-456,0,
mp_m_hook,4,0.6420898,0.5066732,873,-41,
mp_m_hook,5,0.3971354,0.6028646,-632,-632,
mp_m_hook,5,0.3971354,0.3984375,-632,624,
mp_m_hook,5,0.6510417,0.5989583,928,-608,
mp_m_hook,5,0.6510417,0.4010417,928,608,
mp_m_king,1,0.6906738,0.6010742,781,-414,
mp_m_king,1,0.6906738,0.3964844,781,424,
mp_m_king,1,0.3093262,0.3999023,-781,410,
mp_m_king,1,0.3093262,0.6044922,-781,-428,
mp_m_king,2,0.4678223,0.5013672,-131.8,-5.6,
mp_m_king,2,0.5321777,0.4981445,131.8,7.6,
mp_m_king,3,0.4228516,0.4992676,-316,3,
mp_m_king,3,0.5761719,0.4992676,312,3,
mp_m_king,4,0.515625,0.5,64,0,
mp_m_king,4,0.484375,0.4990234,-64,4,
mp_m_king,5,0.4999023,0.3302734,-0.4,695.2,
mp_m_king,5,0.4999756,0.6677734,-0.1,-687.2,
mp_m_king,6,0.760498,0.5,1067,0,
mp_m_king,6,0.2397461,0.5,-1066,0,
mp_m_king,7,0.5001099,0.4584595,0.449997,170.15,
mp_m_king,7,0.5001099,0.5397583,0.449997,-162.85,
mp_m_king,8,0.5273438,0.3828125,112,480,
mp_m_king,8,0.4746094,0.3828125,-104,480,
mp_m_king,8,0.5273438,0.6152344,112,-472,
mp_m_king,8,0.4746094,0.6152344,-104,-472,
mp_m_overunder,1,0.339356,0.484375,-64,-658,
mp_m_overunder,1,0.3393555,0.515625,64,-658,
mp_m_overunder,1,0.659668,0.515625,64,654,
mp_m_overunder,1,0.659668,0.484375,-64,654,
mp_m_overunder,2,0.4194336,0.5625,256,-330,
mp_m_overunder,2,0.4941406,0.6035156,424,-24,
mp_m_overunder,2,0.5795898,0.4375,-256,326,
mp_m_overunder,2,0.5058594,0.3964844,-424,24,
mp_m_overunder,3,0.401123,0.4033203,-396,-405,
mp_m_overunder,3,0.5146484,0.6328125,544,60,
mp_m_overunder,3,0.5986328,0.59375,384,404,
mp_m_overunder,3,0.4780273,0.3691406,-536,-90,
mp_m_overunder,4,0.3984375,0.5,0,-416,
mp_m_overunder,4,0.6015625,0.5,0,416,
mp_m_overunder,5,0.2949219,0.3979492,-418,-840,
mp_m_overunder,5,0.2958984,0.6210938,496,-836,
mp_m_overunder,5,0.7041016,0.6030273,422,836,
mp_m_overunder,5,0.7041016,0.3789063,-496,836,
mp_m_overunder,6,0.3569336,0.4433594,-232,-586,
mp_m_overunder,6,0.5,0.5,0,0,
mp_m_overunder,6,0.4370117,0.6015625,416,-258,
mp_m_overunder,6,0.6420898,0.5566406,232,582,
mp_m_overunder,6,0.5620117,0.3984375,-416,254,
mp_m_overunder,7,0.4760742,0.4677734,-132,-98,
mp_m_overunder,7,0.4760742,0.53125,128,-98,
mp_m_overunder,7,0.5229492,0.5322266,132,94,
mp_m_overunder,7,0.5241699,0.4677734,-132,99,
mp_m_overunder,8,0.2695312,0.5,0,-944,
mp_m_overunder,8,0.5,0.5,0,0,
mp_m_overunder,8,0.7304687,0.5,0,944,
mp_m_overwinter,1,0.339356,0.484375,-64,-658,
mp_m_overwinter,1,0.3393555,0.515625,64,-658,
mp_m_overwinter,1,0.659668,0.515625,64,654,
mp_m_overwinter,1,0.659668,0.484375,-64,654,
mp_m_overwinter,2,0.4194336,0.5625,256,-334.5,
mp_m_overwinter,2,0.4941406,0.6035156,424,-24,
mp_m_overwinter,2,0.5795898,0.4375,-256,303.5,
mp_m_overwinter,2,0.5058594,0.3964844,-424,24,
mp_m_overwinter,3,0.401123,0.4033203,-398,-366,
mp_m_overwinter,3,0.5146484,0.6328125,512,0,
mp_m_overwinter,3,0.5986328,0.59375,420,367,
mp_m_overwinter,3,0.4780273,0.3691406,-496,16,
mp_m_overwinter,4,0.3984375,0.5,0,-416,
mp_m_overwinter,4,0.6015625,0.5,0,416,
mp_m_overwinter,5,0.2949219,0.3979492,-418,-840,
mp_m_overwinter,5,0.2958984,0.6210938,496,-836,
mp_m_overwinter,5,0.7041016,0.6030273,422,836,
mp_m_overwinter,5,0.7041016,0.3789063,-496,836,
mp_m_overwinter,6,0.3569336,0.4433594,-216,-590.5,
mp_m_overwinter,6,0.5,0.5,0,0,
mp_m_overwinter,6,0.4370117,0.6015625,416,-258,
mp_m_overwinter,6,0.6420898,0.5566406,232,583,
mp_m_overwinter,6,0.5620117,0.3984375,-416,254,
mp_m_overwinter,7,0.4760742,0.4677734,-132,-98,
mp_m_overwinter,7,0.4760742,0.53125,128,-98,
mp_m_overwinter,7,0.5229492,0.5322266,132,94,
mp_m_overwinter,7,0.5241699,0.4677734,-128,94,
mp_m_overwinter,8,0.2695312,0.5,0,-944,
