1452,iw8_sh_oscar12_mp+drums_oscar12+fmj_small+front_oscar12+gripvert_oscar12+ironsdefault_oscar12+rec_oscar12+silencer_oscar12+stockno_oscar12,iw8_sm_augolf_mp+fmj_small+front_augolf+gripcust_augolf+mag_augolf+minireddot03_tall+pistolgrip01_augolf+rec_augolf+selectsemi+stockl_augolf,iw8_ar_akilo47_mp+barsmg_akilo47+calsmg_akilo47+fastreload+ironsdefault_akilo47+pistolgrip03_akilo47+rec_akilo47+selectsemi+stocksmg_akilo47,iw8_sm_mpapa7_mp+back_mpapa7+front_mpapa7+laserrange_smg+mag_mpapa7+minireddot02_tall+pistolgrip01_mpapa7+rec_mpapa7+selectsemi+silencersmg_west01,iw8_sm_uzulu_mp+back_uzulu+barlong_uzulu+fmj_small+ironsdefault_uzulu+lasersmg+mag_uzulu+rec_uzulu+selectsemi,iw8_ar_scharlie_mp+barshort_scharlie+fastreload+gripang+holo_west01+mag_scharlie+rec_scharlie+selectsemi+stockl_scharlie,iw8_sm_mpapa5_mp+front_mpapa5+ironsdefault_mpapa5+mag_mpapa5+pistolgrip03_mpapa5+rec_mpapa5+selectsemi+stocks_mpapa5,iw8_pi_mike1911_mp+barmid_mike1911+ironsdefault_mike1911+laserrange_pstl+mmags_mike1911+rec_mike1911+trigcust03_mike1911+triggrip_mike1911,iw8_ar_mike4_mp+barshort_mike4+calsmg_mike4+ironsdefault_mike4+pistolgrip03_mike4+rec_mike4+selectsemi+stockno_mike4,
1453,iw8_ar_mike4_mp+back_mike4+front_mike4+gripvert+mag_mike4+rec_mike4+reflex_west01+selectsemi+silencer04,iw8_ar_kilo433_mp+barsil_kilo433+holo_west01+mag_kilo433+rec_kilo433+selectsemi+stockno_kilo433,iw8_ar_akilo47_mp+back_akilo47_mp+front_akilo47_mp+ironsdefault_akilo47+mag_akilo47+rec_akilo47+selectsemi,iw8_sm_uzulu_mp+back_uzulu+front_uzulu+ironsdefault_uzulu+mag_uzulu+rec_uzulu+selectsemi,iw8_lm_pkilo_mp+back_pkilo+front_pkilo+ironsdefault_pkilo+mag_pkilo+rec_pkilo,iw8_ar_scharlie_mp+front_scharlie+gripvert+laserrange+mag_scharlie+rec_scharlie+reflex_west01_irons+selectsemi+silencer_west01+stockcust_scharlie,iw8_ar_mcharlie_mp+barlong_mcharlie+gripang+mag_mcharlie+pistolgrip01_mcharlie+rec_mcharlie+reflex_west02+selectsemi+silencer_west01+stockh_mcharlie,iw8_ar_falpha_mp+front_falpha+gripvert+mag_falpha+rec_falpha+reflex_west01+selectsemi_falpha+silencer_west01+stocks_falpha+toprail_falpha+triggrip_falpha,,
1454,iw8_sn_alpha50_mp+back_alpha50+barshort_alpha50+bolt+compsnpr_alpha50+mmags_alpha50+pistolgrip02_alpha50+rec_alpha50+snprscope_alpha50,,,,,,,,,
1458,iw8_ar_falpha_mp+barshort_falpha+holo_west02+laserbalanced_bar+mag_falpha+pistolgrip03_falpha+rec_falpha+selectsemi_falpha+toprail_falpha,iw8_ar_mcharlie_mp+front_mcharlie+mag_mcharlie+pistolgrip01_mcharlie+rec_mcharlie+reflex_west02+selectsemi+stockl_mcharlie,iw8_sm_augolf_mp+acog_west01_ironsfull+barar_augolf+calar_augolf+flashhidersmg+gripcust_augolf+rec_augolf+selectsemi,iw8_ar_scharlie_mp+back_scharlie+barmid_scharlie+hybrid_west01+mmags_scharlie+pistolgrip01_scharlie+rec_scharlie+selectsemi,iw8_lm_lima86_mp+barshort_lima86+fastreload+griphip_vintage+ironsdefault_lima86+mag_lima86+pistolgrip02_lima86+rec_lima86+selectsemi+stockh_lima86,iw8_ar_akilo47_mp+barcust2_akilo47+mag_akilo47+pistolgrip01_akilo47+rec_akilo47+reflexstable_east02+selectsemi+stockcust_akilo47,iw8_sh_dpapa12_mp+ammo_dpapa12+front_dpapa12+gripvertpro_dpapa12+guardlight_dpapa12+holo_east01+laserbalanced+rec_dpapa12+silencerbalanced_dpapa12,iw8_ar_falima_mp+acog_east01_irons+back_falima+barshort_falima+mmags_falima+rec_falima,,
1459,iw8_sm_papa90_mp+front_papa90+laserrange_smg_papa90_v2+mag_papa90+pistolgrip01_papa90+rec_papa90+reflex_west01+selectsemi+silencersmg_west01,iw8_ar_akilo47_mp+back_akilo47_mp+front_akilo47_mp+ironsdefault_akilo47+laserrange_bar+mag_akilo47+rec_akilo47+selectsemi,iw8_sm_uzulu_mp+back_uzulu+front_uzulu+ironsdefault_uzulu+laserrange_smg+mag_uzulu+rec_uzulu+selectsemi,iw8_lm_pkilo_mp+back_pkilo+front_pkilo+ironsdefault_pkilo+laserrange_bar+mag_pkilo+rec_pkilo,iw8_ar_akilo47_mp+barsmg_akilo47+calsil+calsmg_akilo47+laserir_bar+minireddot_tall+rec_akilo47+selectsemi+silencer_east01_akilo47+stockno_akilo47,iw8_sm_mpapa5_mp+back_mpapa5+barsil_mpapa5+gunperk_burst_mpapa5+hybrid_west03_ironsfull+laserirsmg+mag_mpapa5+pistolgrip01_mpapa5+rec_mpapa5+selectsemi,iw8_sm_mpapa7_mp+back_mpapa7+front_mpapa7+gripvertsmg+laserirsmg+mag_mpapa7+rec_mpapa7+reflex_west01+selectsemi+silencersmg_west01,iw8_sm_beta_mp+acog_east01+back_beta+front_beta+gunperk_rof+laserirsmg+mag_beta+rec_beta+selectsemi+silencersmg_east01,,
1460,iw8_pi_cpapa_mp+ammo_cpapa+barlong_cpapa+custscope_cpapa+fastreload+rec_cpapa+stocks_cpapa+trigcust03_cpapa,,,,,,,,,
1464,iw8_sn_kilo98_mp+barshort_kilo98+bolt+pistolgrip01_kilo98+rec_kilo98+snprscope_kilo98+stockcqb_kilo98,iw8_sn_delta_mp+acog_east01_delta+barshort_delta+mag_delta+pistolgrip01_delta+rec_delta+stockl_delta,iw8_sn_mike14_mp+barshort_mike14+brake+gripangpro+hybrid_west03+mag_mike14+pistolgrip03_mike14+rec_mike14_mp+stockcqb_mike14,iw8_sh_charlie725_mp+ammo_charlie725+barlong_charlie725+choke_charlie725+custscope_charlie725+fastreload+guard_charlie725+rec_charlie725+stocks_charlie725,iw8_sn_sbeta_mp+barshort_sbeta+fastreload+ironsdefault_sbeta+reargrip_sbeta+rec_sbeta+stockcqb_sbeta,iw8_pi_cpapa_mp+ammo_cpapa+backno_cpapa+barlong_cpapa+custscope_cpapa+fastreload+pistolgrip_pstl01_cpapa+rec_cpapa+trigcust02_cpapa,iw8_sn_alpha50_mp+barshort_alpha50+fastreload+mmags_alpha50+pistolgrip01_alpha50+rec_alpha50+snprscope_alpha50+stockl_alpha50,,,
1465,iw8_ar_asierra12_mp+acog_east01+calsnpr_asierra12+front_asierra12+gripvertpro+rec_asierra12+selectsemi+silencer2_asierra12+toprail_asierra12,iw8_ar_akilo47_mp+back_akilo47_mp+front_akilo47_mp+ironsdefault_akilo47+mag_akilo47+rec_akilo47+selectsemi,iw8_sm_uzulu_mp+back_uzulu+front_uzulu+ironsdefault_uzulu+mag_uzulu+rec_uzulu+selectsemi,iw8_lm_pkilo_mp+back_pkilo+front_pkilo+ironsdefault_pkilo+mag_pkilo+rec_pkilo,iw8_lm_lima86_mp+front_lima86+gripvertlmg+holo_west01+rec_lima86+selectsemi+silencerlmg_west01+stockl_lima86+xmagslrg_lima86,iw8_lm_kilo121_mp+back_kilo121+bipod_kilo121+front_kilo121+mag_kilo121+rec_kilo121+reflex_west02_irons+silencerlmg_west01,iw8_lm_mgolf34_mp+acog_east01_irons+back_mgolf34+front_mgolf34+pistolgrip01_mgolf34+rec_mgolf34+selectsemi+silencer03_mgolf34+xmags_mgolf34,iw8_lm_pkilo_mp+acog_east01_irons+back_pkilo+front_pkilo+gripvertprolmg+mag_pkilo+rec_pkilo+silencerbalanced,,
1456,iw8_lm_lima86_mp+barshort_lima86+mag_lima86+minireddot_tall+pistolgrip02_lima86+rec_lima86+selectsemi+silencerbalanced,iw8_pi_golf21_mp+fastreload+ironsdefault_golf21+laserrange_pstl+rec_golf21+slide_golf21+stock_golf21+trigcust03_golf21+xmagslrg_golf21,iw8_pi_papa320_mp+fastreload+ironsdefault_papa320+laserrange_pstl+rec_papa320+slide_papa320+trigcust03_papa320+xmagslrg_papa320,iw8_sh_romeo870_mp+barshort_romeo870+fastreload+gripcust_romeo870+ironsdefault_romeo870+rec_romeo870_mp+stockno_romeo870+xtube_romeo870_mp,iw8_ar_asierra12_mp+barshort_asierra12+ironsdefault_asierra12+mag_asierra12+pistolgrip02_asierra12+rec_asierra12+selectsemi+stocks_asierra12+toprail_asierra12,iw8_sn_mike14_mp+barshort_mike14+ironsdefault_mike14+laserbalancedsnpr_bar+pistolgrip06_mike14+rec_mike14_mp+stockh03_mike14+xmagslrg_mike14,iw8_ar_falima_mp+barshort_falima+ironsdefault_falima+mag_falima+pistolgrip02_falima+rec_falima+stockno_falima,iw8_pi_cpapa_mp+backno_cpapa+barshort_cpapa+buck_cpapa+fastreload+ironsdefault_cpapa+pistolgrip_pstl02_cpapa+rec_cpapa+trigcust_cpapa,iw8_ar_mike4_mp+calcust_mike4_50+fastreload+front_mike4+gripvert+ironsdefault_mike4+pistolgrip02_mike4+rec_mike4+selectsemi+stockh_mike4,
1462,iw8_ar_mike4_mp+fmj_medium+front_mike4+mag_mike4+pistolgrip02_mike4+rec_mike4+reflex_east02+selectsemi+stockno_mike4,iw8_sh_romeo870_mp+barshort_romeo870+fastreload+gripcust_romeo870+ironsdefault_romeo870+rec_romeo870_mp+stockno_romeo870+xtube_romeo870_mp,iw8_ar_scharlie_mp+barshort_scharlie+fastreload+ironsdefault_scharlie+laserbalanced+mag_scharlie+pistolgrip02_scharlie+rec_scharlie+selectsemi+stockl_scharlie,iw8_ar_asierra12_mp+barshort_asierra12+ironsdefault_asierra12+mag_asierra12+pistolgrip02_asierra12+rec_asierra12+selectsemi+stocks_asierra12+toprail_asierra12,iw8_sn_sbeta_mp+acog_east01+fastreload+front_sbeta+laserbalancedsnpr_bar+pistolgrip02_sbeta+rec_sbeta+stockh_sbeta,iw8_pi_cpapa_mp+ammo_cpapa+backno_cpapa+barshort_cpapa+fastreload+ironsdefault_cpapa+laserrange_pstl+pistolgrip_pstl02_cpapa+rec_cpapa+trigcust_cpapa,iw8_sm_mpapa5_mp+barshort_mpapa5+calcust_mpapa5+ironsdefault_mpapa5+laserbalanced_smg+pistolgrip02_mpapa5+rec_mpapa5+selectsemi+stockno_mpapa5,,,
