unlockToken,1,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,1,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
weapon,1,weapon,MP_FRONTEND_ONLY/PRESTIGE_REWARD_CLASSIC_WEAPON_TOKEN,,
unlockToken,2,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,2,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
loadoutslot,2,loadoutslot,MP_FRONTEND_ONLY/PRESTIGE_REWARD_LOADOUT_SLOT,,
unlockToken,3,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,3,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
weapon,3,weapon,MP_FRONTEND_ONLY/PRESTIGE_REWARD_CLASSIC_WEAPON_TOKEN,,
unlockToken,4,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,4,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
loadoutslot,4,loadoutslot,MP_FRONTEND_ONLY/PRESTIGE_REWARD_LOADOUT_SLOT,,
unlockToken,5,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,5,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
weapon,5,weapon,MP_FRONTEND_ONLY/PRESTIGE_REWARD_CLASSIC_WEAPON_TOKEN,,
unlockToken,6,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,6,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
loadoutslot,6,loadoutslot,MP_FRONTEND_ONLY/PRESTIGE_REWARD_LOADOUT_SLOT,,
unlockToken,7,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,7,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
weapon,7,weapon,MP_FRONTEND_ONLY/PRESTIGE_REWARD_CLASSIC_WEAPON_TOKEN,,
unlockToken,8,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,8,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
loadoutslot,8,loadoutslot,MP_FRONTEND_ONLY/PRESTIGE_REWARD_LOADOUT_SLOT,,
unlockToken,9,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,9,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
weapon,9,weapon,MP_FRONTEND_ONLY/PRESTIGE_REWARD_CLASSIC_WEAPON_TOKEN,,
unlockToken,10,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
playercard,10,playercard,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PLAYERCARD,,
loadoutslot,10,loadoutslot,MP_FRONTEND_ONLY/PRESTIGE_REWARD_LOADOUT_SLOT,,
unlockToken,11,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,11,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,11,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_CHALLENGE_XP,,
unlockToken,12,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,12,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,12,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/ARCLASSIC,
unlockToken,13,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,13,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,13,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MKII_BONUS,LUA_MENU/WEAPTYPE_SINGLE_AR,
unlockToken,14,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,14,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,14,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/UMP45_CLASSIC,
unlockToken,15,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,15,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,15,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MKII_BONUS,LUA_MENU/WEAPTYPE_SINGLE_SMG,
unlockToken,16,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,16,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,16,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/G18_CLASSIC,
unlockToken,17,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,17,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,17,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MKII_BONUS,LUA_MENU/WEAPTYPE_SINGLE_LMG,
unlockToken,18,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
unlockToken,18,emblem,MP_FRONTEND_ONLY/PRESTIGE_REWARD_MP_EMBLEM,,
unlockToken,18,boost,MP_FRONTEND_ONLY/PRESTIGE_REWARD_NUKE,WEAPON/CHEYTAC_CLASSIC,
unlockToken,19,unlockToken,MP_FRONTEND_ONLY/PRESTIGE_REWARD_PERMANENT_UNLOCK_TOKEN,,
