inherit,mp/loot_set_cache_contents_base_s3.csv,,,,,,,,
req,,weapon,1,,,3,,# 1 weapon of type epic,
req,,ammo,1,,,,,# 1 ammo,
req,,,1,,,4,,# 1 item of any type legendary,
req,,plunder,1,,,,,#Cash Drop,
chance,killstreak,50,,,,,,,
change,keycard,2,,,,,,,
item,brloot_super_stoppingpower,22,#legendary,,,,,,
item,brloot_super_munitionsbox,22,#legendary,,,,,,
item,brloot_weapon_p320_unco,0,#uncommon,,,,,,
item,brloot_weapon_p320_rare,0,#rare,,,,,,
item,brloot_weapon_deagle_epic,0,#epic,,,,,,
item,brloot_weapon_deagle_lege,0,#legendary,,,,,,
item,brloot_weapon_magnum_comm,0,#common,,,,,,
item,brloot_weapon_magnum_unco,0,#uncommon,,,,,,
item,brloot_weapon_magnum_rare,0,#rare,,,,,,
item,brloot_weapon_riotshield_epic,0,#epic,,,,,,
item,brloot_weapon_rpg7_unco,0,#uncommon,,,,,,
item,brloot_weapon_carlg_epic,0,#epic,,,,,,
item,brloot_access_card_blue,0,,#keycards,,,,,
item,brloot_access_card_green,0,,#keycards,,,,,
item,brloot_access_card_red,1,,#keycards,,,,,
