rand_pistol,iw8_pi_golf21,2,5,,,2 4 6 7 8 9 10 11 12 13 15 16,1,1,
rand_pistol,iw8_pi_mike1911,2,5,,,2 3 5 6 7 8 9 10 11 12 13 14 15 16,1,1,
rand_pistol,iw8_pi_cpapa,2,5,,,1 3 4 6 7 8 9 10 11 12 13,1,1,
rand_pistol,iw8_pi_decho,2,5,,,1 3 4 5 7 8 10 11 12 13 14 15 16,1,1,
rand_pistol,iw8_pi_papa320,2,5,,,1 2 3 4 5 6 7 8 9 10 11 14,1,1,
rand_pistol,iw8_pi_mike9,2,5,,,1 2,1,1,
rand_smg,iw8_sm_mpapa5,2,5,,,1 2 4 5 6 7 8 9 11 12 13 15,1,1,
rand_smg,iw8_sm_augolf,2,5,,,1 2 3 4 5 6 7 8 9 10 11 13 15,1,1,
rand_smg,iw8_sm_papa90,2,5,,,1 2 3 4 5 6 7 8 9 10 11 12 15,1,1,
rand_smg,iw8_sm_mpapa7,2,5,,,2 3 4 5 7 8 9 10,1,1,
rand_smg,iw8_sm_beta,2,5,,,1 2 3 4 5 7 8 9 10 11,1,1,
rand_smg,iw8_sm_uzulu,2,5,,,1 3 5 6 7 8 9 10 11 12 13,1,1,
rand_smg,iw8_sm_smgolf45,2,5,,,1 2 3 4,1,1,
rand_smg,iw8_sm_victor,2,5,,,1,1,1,
rand_smg,iw8_sm_charlie9,2,5,,,3,1,1,
rand_assault,iw8_ar_mike4,2,5,,,1 2 4 7 8 9 10 11 12 13 14 15 16 18,1,1,
rand_assault,iw8_ar_akilo47,2,5,,,1 2 4 5 6 7 8 9 10 11 12 13 15 16,1,1,
rand_assault,iw8_ar_falpha,2,5,,,1 2 3 4 5 6 7 8 9 10,1,0,
rand_assault,iw8_ar_mcharlie,2,5,,,1 2 3 4 5 6 7 8 9 10 11 13,1,1,
rand_assault,iw8_ar_falima,2,5,,,1 2 3 4 5 6 7 8 9 10,1,1,
rand_assault,iw8_ar_scharlie,2,5,,,2 4 5 6 7 8 9 10 11 12 14,1,1,
rand_assault,iw8_ar_kilo433,2,5,,,2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19,1,1,
rand_assault,iw8_ar_asierra12,2,5,,,1 2 3 4 6 7 8 9 10 11 14,1,1,
rand_assault,iw8_ar_tango21,2,5,,,2 3 4 5 6 7,1,1,
rand_assault,iw8_ar_sierra552,2,5,,,2 3 4,1,1,
rand_assault,iw8_ar_galima,2,5,,,1,1,1,
rand_assault,iw8_ar_anovember94,2,5,,,1,1,1,
rand_assault,iw8_ar_valpha,2,5,,,1,1,1,
rand_sniper,iw8_sn_mike14,2,5,,,1 2 3 4 5 6 7 8 9 10 13 14,1,1,
rand_sniper,iw8_sn_kilo98,2,5,,,1 2 3 4 5 6 7 8 9 10,1,1,
rand_sniper,iw8_sn_alpha50,2,5,,,1 3 4 5 6 7 8 9 10 11,1,1,
rand_sniper,iw8_sn_sbeta,2,5,,,2 3 4 5 6 7 8 10 11 12 13,1,1,
rand_sniper,iw8_sn_delta,2,5,,,2 3 4 5 6 7 8 9,1,1,
rand_sniper,iw8_sn_hdromeo,2,5,,,1 3 5 6 7 8 9 10,1,1,
rand_sniper,iw8_sn_crossbow,2,5,,,2 4,1,0,
rand_sniper,iw8_sn_sksierra,2,5,,,1,1,1,
rand_sniper,iw8_sn_xmike109,2,5,,,1,1,1,
rand_sniper,iw8_sn_romeo700,2,5,,,1,1,1,
rand_sniper2,iw8_sn_mike14,1,3,,,1 2 3 4 5 6 7 8 9 10 13 14,1,1,
rand_sniper2,iw8_sn_kilo98,1,3,,,1 2 3 4 5 6 7 8 9 10,1,1,
rand_sniper2,iw8_sn_alpha50,1,3,,,1 3 4 5 6 7 8 9 10 11,1,1,
rand_sniper2,iw8_sn_sbeta,1,3,,,2 3 4 5 6 7 8 10 11 12 13,1,1,
rand_sniper2,iw8_sn_delta,1,3,,,2 3 4 5 6 7 8 9,1,1,
rand_sniper2,iw8_sn_hdromeo,1,3,,,1 3 5 6 7 8 9 10,1,1,
rand_sniper2,iw8_sn_crossbow,1,3,,,2 4,1,0,
rand_sniper2,iw8_sn_sksierra,1,3,,,1,1,1,
rand_sniper2,iw8_sn_xmike109,1,3,,,1,1,1,
rand_sniper2,iw8_sn_romeo700,1,3,,,1,1,1,
rand_lmg,iw8_lm_kilo121,2,5,,,1 2 5 6 8 9 10,1,1,
rand_lmg,iw8_lm_pkilo,2,5,,,2 3 4 5 6 7 9 10 12 14,1,1,
rand_lmg,iw8_lm_lima86,2,5,,,1 2 3 4 5 6 7 8 9 10,1,1,
rand_lmg,iw8_lm_mgolf34,2,5,,,1 2 3 5 6 7 8 9,1,1,
rand_lmg,iw8_lm_mgolf36,2,5,,,1 2 3 4 5 6,1,1,
rand_lmg,iw8_lm_mkilo3,2,5,,,1,1,1,
rand_lmg,iw8_lm_sierrax,2,5,,,1,1,1,
rand_lmg2,iw8_lm_kilo121,1,3,,,1 2 5 6 8 9 10,1,1,
rand_lmg2,iw8_lm_pkilo,1,3,,,2 3 4 5 6 7 9 10 12 14,1,1,
rand_lmg2,iw8_lm_lima86,1,3,,,1 2 3 4 5 6 7 8 9 10,1,1,
rand_lmg2,iw8_lm_mgolf34,1,3,,,1 2 3 5 6 7 8 9,1,1,
rand_lmg2,iw8_lm_mgolf36,1,3,,,1 2 3 4 5 6,1,1,
rand_lmg2,iw8_lm_mkilo3,1,3,,,1,1,1,
rand_lmg2,iw8_lm_sierrax,1,3,,,1,1,1,
rand_shotgun,iw8_sh_dpapa12,2,5,,,1 2 4 5 6 7 8 9 10 11,1,1,
rand_shotgun,iw8_sh_romeo870,2,5,,,1 2 6 7 8 9 10 11 12 15 16 17,1,1,
rand_shotgun,iw8_sh_charlie725,2,5,,,2 3 4 6 7 8 9 11 12 15,1,1,
rand_shotgun,iw8_sh_oscar12,2,5,,,1 2 3 5 6 7 8 9 10,1,1,
rand_shotgun,iw8_sh_mike26,2,5,,,1 2 3,1,1,
rand_shotgun,iw8_sh_aalpha12,2,5,,,1,1,1,
rand_launcher,iw8_la_gromeo,0,0,,,0,1,0,
rand_launcher,iw8_la_rpapa7,0,0,,,0,1,0,
rand_launcher,iw8_la_kgolf,0,0,,,0,1,0,
rand_assault2,iw8_ar_mike4,1,3,,,1 2 4 7 8 9 10 11 12 13 14 15 16 18,1,1,
rand_assault2,iw8_ar_akilo47,1,3,,,1 2 4 5 6 7 8 9 10 11 12 13 15 16,1,1,
rand_assault2,iw8_ar_falpha,1,3,,,1 2 3 4 5 6 7 8 9 10,1,0,
rand_assault2,iw8_ar_mcharlie,1,3,,,1 2 3 4 5 6 7 8 9 10 11 13,1,1,
rand_assault2,iw8_ar_falima,1,3,,,1 2 3 4 5 6 7 8 9 10,1,1,
rand_assault2,iw8_ar_scharlie,1,3,,,2 4 5 6 7 8 9 10 11 12 14,1,1,
rand_assault2,iw8_ar_kilo433,1,3,,,2 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19,1,1,
rand_assault2,iw8_ar_asierra12,1,3,,,1 2 3 4 6 7 8 9 10 11 14,1,1,
rand_assault2,iw8_ar_tango21,1,3,,,2 3 4 5 6 7,1,1,
rand_assault2,iw8_ar_sierra552,1,3,,,2 3 4,1,1,
rand_assault2,iw8_ar_galima,1,3,,,1,1,1,
rand_assault2,iw8_ar_anovember94,1,3,,,1,1,1,
rand_assault2,iw8_ar_valpha,1,3,,,1,1,1,
rand_shotgun2,iw8_sh_dpapa12,1,3,,,1 2 4 5 6 7 8 9 10 11,1,1,
rand_shotgun2,iw8_sh_romeo870,1,3,,,1 2 6 7 8 9 10 11 12 15 16 17,1,1,
rand_shotgun2,iw8_sh_charlie725,1,3,,,2 3 4 6 7 8 9 11 12 15,1,1,
rand_shotgun2,iw8_sh_oscar12,1,3,,,1 2 3 5 6 7 8 9 10,1,1,
rand_shotgun2,iw8_sh_mike26,1,3,,,1 2 3,1,1,
rand_shotgun2,iw8_sh_aalpha12,1,3,,,1,1,1,
rand_knife_end,iw8_knife,0,0,,,1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 18 19 20 21 22 23 24 26 27 28 29 30 31 32 33 35,1,0,
rand_knife_end,iw8_me_akimboblunt,0,0,,,1 2,1,0,
rand_knife_end,iw8_me_akimboblades,0,0,,,1,1,0,
